iter,stage,total,e_img,e_smooth_trans,e_smooth_rot,term_img,term_smooth_trans_weighted,term_smooth_rot_weighted,total_from_terms,e_img_raw,e_smooth_trans_raw,e_smooth_rot_raw,e_img_denom,e_smooth_trans_denom,e_smooth_rot_denom,active_pairs,sum_weight,mean_reproj_px,max_translation
20,adam,32.167022705078125,31.02536964416504,0.0037523319479078054,0.00019940242054872215,31.02536964416504,1.1256995843723416,0.015952193643897772,32.16702142218128,8734324.0,0.0037523319479078054,0.00019940242054872215,281522.0,1.0,1.0,281522,281522.0,6.591054916381836,1.2107183933258057
40,adam,28.36042594909668,27.728843688964844,0.0020721876062452793,0.00012408003385644406,27.728843688964844,0.6216562818735838,0.009926402708515525,28.360426373546943,7806279.5,0.0020721876062452793,0.00012408003385644406,281522.0,1.0,1.0,281522,281522.0,5.99501371383667,1.197647213935852
60,adam,27.600011825561523,27.2486515045166,0.001153270830400288,6.723884143866599e-05,27.2486515045166,0.34598124912008643,0.005379107315093279,27.60001186095178,7671095.0,0.001153270830400288,6.723884143866599e-05,281522.0,1.0,1.0,281522,281522.0,5.901737689971924,1.181762933731079
80,adam,27.26203155517578,27.0685977935791,0.000635049189440906,3.647798439487815e-05,27.0685977935791,0.19051475683227181,0.002918238751590252,27.262030789162964,7620406.0,0.000635049189440906,3.647798439487815e-05,281522.0,1.0,1.0,281522,281522.0,5.866214752197266,1.1775743961334229
100,adam,27.105676651000977,26.995563507080078,0.0003615645691752434,2.054121250694152e-05,26.995563507080078,0.10846937075257301,0.0016432970005553216,27.105676174833206,7599845.0,0.0003615645691752434,2.054121250694152e-05,281522.0,1.0,1.0,281522,281522.0,5.853062629699707,1.17457914352417
120,adam,27.011314392089844,26.94554901123047,0.00021594433928839862,1.2288393008930143e-05,26.94554901123047,0.06478330178651959,0.0009830714407144114,27.011315384457703,7585765.0,0.00021594433928839862,1.2288393008930143e-05,281522.0,1.0,1.0,281522,281522.0,5.843895435333252,1.1719603538513184
140,adam,26.949268341064453,26.908187866210938,0.0001348844962194562,7.69325652072439e-06,26.908187866210938,0.04046534886583686,0.0006154605216579512,26.949268675598432,7575247.0,0.0001348844962194562,7.69325652072439e-06,281522.0,1.0,1.0,281522,281522.0,5.83676290512085,1.1695587635040283
160,adam,26.907119750976562,26.880573272705078,8.713857096154243e-05,5.045794750913046e-06,26.880573272705078,0.026141571288462728,0.0004036635800730437,26.907118507573614,7567473.0,8.713857096154243e-05,5.045794750913046e-06,281522.0,1.0,1.0,281522,281522.0,5.831506729125977,1.167354702949524
180,adam,26.87860107421875,26.860979080200195,5.781472646049224e-05,3.470992851362098e-06,26.860979080200195,0.01734441793814767,0.00027767942810896784,26.878601177566452,7561956.5,5.781472646049224e-05,3.470992851362098e-06,281522.0,1.0,1.0,281522,281522.0,5.827789306640625,1.1653764247894287
200,adam,26.860309600830078,26.848323822021484,3.9283986552618444e-05,2.507358885850408e-06,26.848323822021484,0.011785195965785533,0.00020058871086803265,26.860309606698138,7558394.0,3.9283986552618444e-05,2.507358885850408e-06,281522.0,1.0,1.0,281522,281522.0,5.825430393218994,1.1636300086975098
220,adam,26.849382400512695,26.84103012084961,2.7332383979228325e-05,1.9026920199394226e-06,26.84103012084961,0.008199715193768498,0.0001522153615951538,26.849382051404973,7556340.5,2.7332383979228325e-05,1.9026920199394226e-06,281522.0,1.0,1.0,281522,281522.0,5.824113845825195,1.1621140241622925
240,adam,26.84375762939453,26.83778190612793,1.951160993485246e-05,1.515136659691052e-06,26.83778190612793,0.0058534829804557376,0.00012121093277528416,26.84375660004116,7555426.0,1.951160993485246e-05,1.515136659691052e-06,281522.0,1.0,1.0,281522,281522.0,5.823598861694336,1.1608178615570068
260,adam,26.841697692871094,26.83729362487793,1.434245041309623e-05,1.262569526261359e-06,26.83729362487793,0.004302735123928869,0.00010100556210090872,26.84169736556396,7555288.5,1.434245041309623e-05,1.262569526261359e-06,281522.0,1.0,1.0,281522,281522.0,5.823635578155518,1.159723162651062
