frame_idx,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,total_raw_local,total_scaled_local
0,7.111552986316383e-05,0.0014223105972632766,0.0001956595224328339,0.039131905883550644,0.0,0.0,0.0,0.0,0.0,0.0,1.1636028602879378e-06,0.00011636028648354113,0.0,0.0,2.513899016776122e-05,0.0010055595776066184,4.855027509620413e-05,0.0029130165930837393,4.714864189736545e-05,0.0056578367948532104,0.000388776563340798,0.05024699121713638
1,2.7621294066193514e-05,0.0005524258594959974,0.00019013152632396668,0.03802630677819252,8.863444236340001e-06,0.0013295166427269578,0.0,0.0,0.0009079158189706504,0.018158316612243652,5.761647798863123e-07,5.761647844337858e-05,8.856098247633781e-06,0.00026568296016193926,2.1640244085574523e-05,0.0008656097343191504,2.8821177693316713e-05,0.001729270676150918,3.611784995882772e-05,0.004334141965955496,0.0012305434793233871,0.06531888991594315
2,1.640640402911231e-05,0.0003281280805822462,0.0001858770556282252,0.037175409495830536,1.772480936779175e-05,0.0026587212923914194,0.00010180579556617886,0.0020361158531159163,0.001374106272123754,0.027482125908136368,5.114635541758616e-07,5.1146354962838814e-05,3.430150627536932e-06,0.00010290451609762385,2.2034033463569358e-05,0.0008813613094389439,1.8965443814522587e-05,0.0011379265924915671,2.2568307031178847e-05,0.002708196872845292,0.0017634297255426645,0.07456203550100327
3,2.1458256014739163e-05,0.00042916511301882565,0.000162196098244749,0.0324392206966877,2.1014704543631524e-05,0.0031522056087851524,4.931836519972421e-05,0.00098636734765023,0.0014197102282196283,0.028394203633069992,5.759497412327619e-07,5.7594974350649863e-05,1.731263182591647e-06,5.193789547774941e-05,2.2100048227002844e-05,0.0008840019581839442,1.5939576769596897e-05,0.0009563746280036867,3.848990309052169e-05,0.0046187881380319595,0.0017525342991575599,0.07196985930204391
4,3.393700535525568e-05,0.0006787400925531983,0.00016509482520632446,0.033018965274095535,3.2486041163792834e-06,0.0004872906138189137,0.00015001143037807196,0.0030002286657691,0.0009329330641776323,0.018658660352230072,6.483485321950866e-07,6.483485049102455e-05,1.337496087217005e-06,4.012488352600485e-05,2.319969644304365e-05,0.000927987857721746,1.4944180293241516e-05,0.0008966508321464062,3.911297972081229e-05,0.004693557508289814,0.001364467665553093,0.06246704235672951
5,4.149892265559174e-05,0.0008299784385599196,0.00017870425654109567,0.03574085235595703,5.577212505158968e-06,0.0008365818648599088,4.738047573482618e-05,0.000947609543800354,0.0002923509746324271,0.005847019609063864,7.320520580833545e-07,7.320520671783015e-05,5.000676537747495e-06,0.00015002029249444604,2.3854827304603532e-05,0.0009541930630803108,1.393264301441377e-05,0.0008359585772268474,3.960536196245812e-05,0.004752643406391144,0.0006486374768428504,0.05096806213259697
6,4.19072930526454e-05,0.0008381458465009928,0.00018507095228414983,0.037014190107584,3.4017557482002303e-06,0.000510263373143971,4.041036299895495e-05,0.000808207259979099,0.0002721525670494884,0.00544305145740509,5.761787065239332e-07,5.76178717892617e-05,1.4277543414209504e-06,4.283263115212321e-05,2.201116512878798e-05,0.0008804466342553496,1.4246243154047988e-05,0.0008547746110707521,3.2144620490726084e-05,0.003857354400679469,0.0006133489077910781,0.050306886434555054
7,3.734319034265354e-05,0.0007468637777492404,0.00019176107889506966,0.03835221752524376,2.32152660828433e-06,0.0003482289903331548,0.0,0.0,0.0009681302472017705,0.01936260424554348,5.527166990759724e-07,5.527167013497092e-05,2.972808033518959e-06,8.918424282455817e-05,2.4881788704078645e-05,0.0009952716063708067,1.4991092029958963e-05,0.0008994655217975378,4.245070886099711e-05,0.0050940848886966705,0.0012854052474722266,0.06594318896532059
8,2.4469210984534584e-05,0.0004893842269666493,0.00018400097906123847,0.03680019453167915,4.354837074060924e-06,0.0006532255792990327,8.262874325737357e-05,0.0016525748651474714,0.0023108648601919413,0.04621729627251625,3.930687739739369e-07,3.9306876715272665e-05,5.797862286271993e-06,0.0001739358704071492,2.211043465649709e-05,0.0008844173862598836,1.6377562133129686e-05,0.0009826536988839507,4.412262205732986e-05,0.005294714588671923,0.002695120172575116,0.09318770468235016
9,1.0028892575064674e-05,0.00020057785150129348,0.0001969008444575593,0.03938017040491104,2.187297013733769e-06,0.00032809455296956003,3.0411032639676705e-05,0.0006082206382416189,0.004117654170840979,0.08235308527946472,1.905856237272019e-07,1.9058561520068906e-05,3.264986162321293e-06,9.794958168640733e-05,2.2721847926732153e-05,0.0009088739170692861,1.5578476450173184e-05,0.0009347085724584758,3.8994552596705034e-05,0.004679346457123756,0.004437933210283518,0.1295100897550583
10,2.0821457837882917e-06,4.164291749475524e-05,0.0001822100894059986,0.036442019045352936,9.222123935614945e-07,0.00013833185948897153,2.9951568649266846e-05,0.0005990313948132098,0.005196572747081518,0.10393145680427551,9.916507082152748e-08,9.916507224261295e-06,1.8408795767754782e-06,5.522638821275905e-05,2.4793949705781415e-05,0.0009917579591274261,1.631112172617577e-05,0.000978667289018631,3.863100937451236e-05,0.004635720979422331,0.0054934145882725716,0.1478237509727478
11,7.170313551796426e-07,1.4340626876219176e-05,0.00018353208724875003,0.03670641779899597,4.023628207505681e-06,0.0006035442347638309,4.1641171264927834e-05,0.0008328234544023871,0.006155120208859444,0.12310240417718887,6.717511524811925e-08,6.717511496390216e-06,2.110814875777578e-06,6.332444900181144e-05,2.3284497729036957e-05,0.0009313799091614783,1.5704919860581867e-05,0.0009422951843589544,3.7358971894718707e-05,0.004483076743781567,0.006463560275733471,0.167686328291893
12,1.8739848428594996e-06,3.7479698221432045e-05,0.00017170597857329994,0.034341197460889816,1.3959826219434035e-06,0.0002093973889714107,9.753720951266587e-05,0.0019507441902533174,0.0065070269629359245,0.1301405429840088,8.718063781998353e-08,8.718063327251002e-06,1.7014222066791262e-06,5.1042665290879086e-05,2.0166933609289117e-05,0.0008066773298196495,1.5184394214884378e-05,0.0009110636310651898,3.626330362749286e-05,0.004351596347987652,0.006852943450212479,0.1728084534406662
13,8.372941010748036e-06,0.0001674588129390031,0.00016981142107397318,0.03396228328347206,6.882573870825581e-07,0.00010323860624339432,0.0,0.0,0.007476722821593285,0.1495344638824463,1.1940397826037952e-07,1.1940397598664276e-05,3.982512680522632e-06,0.00011947537859668955,2.0623037926270626e-05,0.0008249215316027403,1.4550947526004165e-05,0.0008730568224564195,3.629376442404464e-05,0.004355251789093018,0.007731164805591106,0.189952090382576
14,1.825636536523234e-05,0.00036512731458060443,0.00016419909661635756,0.0328398197889328,3.1181209578790003e-06,0.000467718142317608,3.208719863323495e-05,0.0006417440017685294,0.00930847879499197,0.1861695796251297,1.8802172974119458e-07,1.8802173144649714e-05,1.3906470712754526e-06,4.1719413275131956e-05,2.035277066170238e-05,0.0008141108555719256,1.4157977602735627e-05,0.0008494786452502012,3.7876521673751995e-05,0.004545182455331087,0.009600105695426464,0.22675329446792603
15,2.1296584236552007e-05,0.00042593167745508254,0.00016183113621082157,0.032366227358579636,2.4413864139205543e-06,0.0003662079689092934,0.00011291738337604329,0.0022583475802093744,0.011870606802403927,0.23741213977336884,2.3516673763879226e-07,2.351667353650555e-05,8.432506319877575e-07,2.529751873225905e-05,2.08075471164193e-05,0.0008323019137606025,1.3566403140430339e-05,0.0008139841957017779,3.7500238249776885e-05,0.0045000286772847176,0.012242046184837818,0.2790239751338959
16,1.66127756529022e-05,0.0003322554985061288,0.0001578234223416075,0.031564682722091675,1.552213689137716e-05,0.002328320639207959,3.910529994755052e-05,0.0007821060135029256,0.014522142708301544,0.2904428541660309,2.703147288229957e-07,2.703147220017854e-05,5.69144594919635e-06,0.0001707433839328587,2.4070628569461405e-05,0.0009628251427784562,1.3462606148095801e-05,0.0008077563834376633,3.4340700949542224e-05,0.004120883997529745,0.014829041436314583,0.33153945207595825
17,1.3348641004995443e-05,0.00026697281282395124,0.0001573308982187882,0.031466178596019745,9.308584594691638e-06,0.0013962876982986927,0.00014238619769457728,0.0028477238956838846,0.01773730106651783,0.354746013879776,1.9094791525731125e-07,1.9094792151008733e-05,4.030114723718725e-06,0.00012090343807358295,2.2505568267661147e-05,0.0009002227452583611,1.3341824342205655e-05,0.0008005094714462757,3.2053765607997775e-05,0.003846451872959733,0.0181317999958992,0.39641037583351135
18,9.834257980401162e-06,0.00019668515597004443,0.0001568168809171766,0.03136337548494339,1.113340476877056e-05,0.001670010737143457,6.777232192689553e-05,0.0013554464094340801,0.018734248355031013,0.3746849596500397,2.1415166884253267e-07,2.1415165974758565e-05,1.0926370123343077e-05,0.0003277911164332181,1.944596260727849e-05,0.0007778385188430548,1.35975215016515e-05,0.0008158512646332383,2.8312762879068032e-05,0.0033975315745919943,0.019052300602197647,0.414610892534256
19,1.8437649487168528e-05,0.00036875298246741295,0.00016978626081254333,0.03395725041627884,1.4577462025044952e-05,0.002186619210988283,0.00045038049574941397,0.009007610380649567,0.017821239307522774,0.3564247786998749,5.348612717170909e-07,5.348612830857746e-05,3.571966317394981e-06,0.00010715898679336533,2.2363052266882733e-05,0.0008945220615714788,1.487035842728801e-05,0.0008922215201891959,2.7990190574200824e-05,0.0033588227815926075,0.018543750047683716,0.4072512090206146
