iter,stage,total,e_img,e_smooth,e_vel,term_img,term_smooth_weighted,term_vel_weighted,total_from_terms,e_img_raw,e_smooth_raw,e_vel_raw,e_img_denom,e_smooth_denom,e_vel_denom,active_pairs,sum_weight,mean_reproj_px
20,adam,43.05025863647461,43.050113677978516,1.440393680240959e-05,1.3181056601752061e-05,43.050113677978516,0.0001440393680240959,1.3181056601752061e-06,43.0502590354522,6730885.5,0.006741042248904705,0.006326907314360142,156350.0,468.0,480.0,156350,156350.0,8.62651538848877
40,adam,22.43770408630371,22.437253952026367,4.456656097318046e-05,4.1701714508235455e-05,22.437253952026367,0.0004456656097318046,4.1701714508235455e-06,22.43770378780755,3508064.75,0.020857149735093117,0.020016822963953018,156350.0,468.0,480.0,156350,156350.0,5.053075313568115
60,adam,17.410921096801758,17.410104751586914,8.064421126618981e-05,8.971433999249712e-05,17.410104751586914,0.0008064421126618981,8.971433999249712e-06,17.410920165133575,2722069.75,0.037741489708423615,0.043062884360551834,156350.0,468.0,480.0,156350,156350.0,4.119988918304443
80,adam,15.012277603149414,15.010891914367676,0.0001369574893033132,0.0001648587203817442,15.010891914367676,0.001369574893033132,1.648587203817442e-05,15.012277975132747,2346953.0,0.0640961080789566,0.07913218438625336,156350.0,468.0,480.0,156350,156350.0,3.6891021728515625
100,adam,13.425537109375,13.423474311828613,0.00020370881247799844,0.0002610463125165552,13.423474311828613,0.0020370881247799844,2.610463125165552e-05,13.425537504584645,2098760.25,0.09533572196960449,0.12530222535133362,156350.0,468.0,480.0,156350,156350.0,3.406486988067627
120,adam,12.277054786682129,12.274178504943848,0.00028391036903485656,0.0003743321285583079,12.274178504943848,0.0028391036903485656,3.743321285583079e-05,12.277055041847053,1919067.75,0.13287004828453064,0.17967942357063293,156350.0,468.0,480.0,156350,156350.0,3.20440673828125
140,adam,11.426958084106445,11.423209190368652,0.0003699456574395299,0.0004954320611432195,11.423209190368652,0.003699456574395299,4.954320611432195e-05,11.426958190149161,1786018.75,0.17313456535339355,0.23780737817287445,156350.0,468.0,480.0,156350,156350.0,3.0624687671661377
160,adam,10.781146049499512,10.776533126831055,0.00045505320304073393,0.0006179820629768074,10.776533126831055,0.004550532030407339,6.179820629768074e-05,10.78114545706776,1684911.0,0.21296489238739014,0.296631395816803,156350.0,468.0,480.0,156350,156350.0,2.949388027191162
180,adam,10.215368270874023,10.209933280944824,0.0005360442446544766,0.0007403007475659251,10.209933280944824,0.005360442446544766,7.403007475659251e-05,10.215367753466126,1596323.0,0.25086870789527893,0.35534435510635376,156350.0,468.0,480.0,156350,156350.0,2.843376874923706
200,adam,9.807361602783203,9.801131248474121,0.0006143374484963715,0.0008635895792394876,9.801131248474121,0.006143374484963715,8.635895792394877e-05,9.80736098191701,1532406.875,0.2875099182128906,0.41452300548553467,156350.0,468.0,480.0,156350,156350.0,2.772308349609375
220,adam,9.48245620727539,9.475451469421387,0.0006905393092893064,0.0009875019313767552,9.475451469421387,0.006905393092893064,9.875019313767553e-05,9.482455612707417,1481486.875,0.323172390460968,0.4740009307861328,156350.0,468.0,480.0,156350,156350.0,2.714618682861328
240,adam,9.208131790161133,9.200369834899902,0.0007650261395610869,0.0011114011285826564,9.200369834899902,0.007650261395610869,0.00011114011285826564,9.208131236408372,1438477.75,0.3580322265625,0.5334725379943848,156350.0,468.0,480.0,156350,156350.0,2.662091016769409
260,adam,9.072103500366211,9.063599586486816,0.0008381162188015878,0.0012347190640866756,9.063599586486816,0.008381162188015878,0.00012347190640866758,9.072104220581242,1417093.75,0.3922383785247803,0.5926651358604431,156350.0,468.0,480.0,156350,156350.0,2.6474111080169678
280,adam,8.835359573364258,8.826126098632812,0.000909841968677938,0.001355595886707306,8.826126098632812,0.00909841968677938,0.0001355595886707306,8.835360077908263,1379964.75,0.42580604553222656,0.6506860256195068,156350.0,468.0,480.0,156350,156350.0,2.5932202339172363
300,adam,8.714715003967285,8.704773902893066,0.0009793289937078953,0.0014744517393410206,8.704773902893066,0.009793289937078953,0.00014744517393410207,8.714714638004079,1360991.375,0.45832595229148865,0.7077368497848511,156350.0,468.0,480.0,156350,156350.0,2.5750532150268555
320,adam,8.638331413269043,8.627721786499023,0.0010450036497786641,0.0015891671646386385,8.627721786499023,0.010450036497786641,0.00015891671646386387,8.638330739713274,1348944.25,0.48906171321868896,0.7628002166748047,156350.0,468.0,480.0,156350,156350.0,2.568227767944336
