View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3844,0.2584,0.1579,0.0983,0.0651,0.0453,0.0331,0.0335,0.0288,0.0251,0.0253,0.0225,0.0201,0.0201,0.0182,0.0165,0.0165,0.0151,0.0147,0.0139,0.0127,0.0127,0.0118,0.0117
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5915,0.6338,0.6146,0.5170,0.3464,0.1855,0.0981,0.1055,0.0945,0.0841,0.0897,0.0829,0.0767,0.0821,0.0770,0.0717,0.0753,0.0698,0.0698,0.0661,0.0612,0.0619,0.0565,0.0571
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6124,0.7026,0.7652,0.8058,0.8334,0.8528,0.8666,0.8922,0.8936,0.8951,0.9096,0.9104,0.9112,0.9216,0.9220,0.9225,0.9307,0.9310,0.9358,0.9381,0.9382,0.9438,0.9441,0.9488
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3711,0.2366,0.1372,0.0831,0.0544,0.0377,0.0276,0.0264,0.0220,0.0188,0.0183,0.0161,0.0143,0.0140,0.0125,0.0114,0.0112,0.0104,0.0101,0.0097,0.0091,0.0092,0.0088,0.0090
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6190,0.6803,0.6769,0.5889,0.3964,0.1992,0.1004,0.1092,0.0995,0.0895,0.0960,0.0887,0.0817,0.0870,0.0812,0.0755,0.0796,0.0740,0.0744,0.0707,0.0647,0.0649,0.0585,0.0582
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5052,0.1833,0.0651,0.0321,0.0190,0.0124,0.0086,0.0093,0.0082,0.0073,0.0078,0.0071,0.0065,0.0069,0.0064,0.0059,0.0063,0.0058,0.0059,0.0057,0.0053,0.0055,0.0051,0.0053
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3615,0.2312,0.1397,0.0882,0.0595,0.0422,0.0313,0.0296,0.0247,0.0211,0.0204,0.0179,0.0159,0.0155,0.0141,0.0128,0.0127,0.0117,0.0114,0.0110,0.0104,0.0106,0.0102,0.0104
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3720,0.2242,0.1211,0.0701,0.0446,0.0303,0.0217,0.0222,0.0190,0.0165,0.0168,0.0151,0.0136,0.0138,0.0126,0.0115,0.0116,0.0107,0.0105,0.0100,0.0093,0.0094,0.0088,0.0088
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6222,0.7191,0.7853,0.8278,0.8562,0.8760,0.8897,0.9116,0.9132,0.9144,0.9261,0.9265,0.9265,0.9344,0.9339,0.9332,0.9394,0.9385,0.9418,0.9425,0.9410,0.9450,0.9433,0.9467
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6066,0.6925,0.7538,0.7944,0.8218,0.8401,0.8507,0.8777,0.8785,0.8785,0.8943,0.8940,0.8934,0.9055,0.9055,0.9055,0.9151,0.9151,0.9208,0.9234,0.9239,0.9311,0.9316,0.9376
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3609,0.2215,0.1264,0.0763,0.0499,0.0345,0.0251,0.0246,0.0207,0.0177,0.0175,0.0155,0.0138,0.0137,0.0124,0.0113,0.0112,0.0103,0.0101,0.0097,0.0090,0.0090,0.0084,0.0084
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3655,0.2176,0.1181,0.0689,0.0443,0.0303,0.0218,0.0222,0.0189,0.0164,0.0167,0.0150,0.0135,0.0136,0.0124,0.0113,0.0114,0.0105,0.0103,0.0097,0.0089,0.0089,0.0081,0.0081
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3767,0.2519,0.1565,0.0995,0.0667,0.0465,0.0336,0.0311,0.0254,0.0212,0.0202,0.0177,0.0157,0.0152,0.0136,0.0123,0.0120,0.0109,0.0104,0.0098,0.0091,0.0088,0.0082,0.0080
