iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,82.60623168945312,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0059355804696679115,5.935580253601074,1000.0,0.010644415393471718,10.644415855407715,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00591485109180212,0.1182970255613327,1000.0,0.06414210796356201,64.14210510253906,10000.0,0.00017658319848123938,1.7658319473266602
25,72.05069732666016,20.0,2.5436645501031308e-06,5.087329191155732e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.005132588557898998,5.1325883865356445,1000.0,0.007281739264726639,7.281739234924316,50.125,1.2288036487007048e-05,0.0006159378099255264,100.0,9.064124242286198e-06,0.0009064124315045774,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005906726233661175,0.1181345283985138,1000.0,0.05832532048225403,58.325321197509766,10000.0,0.00011913412890862674,1.1913412809371948
50,63.75403594970703,20.0,1.026035170070827e-05,0.0002052070340141654,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.004618119914084673,4.618119716644287,1000.0,0.005237567704170942,5.237567901611328,50.25,4.4924858229933307e-05,0.0022574742324650288,100.0,1.824110404413659e-05,0.0018241103971377015,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.006005707662552595,0.12011415511369705,1000.0,0.05271784961223602,52.71784973144531,10000.0,0.00010560993541730568,1.05609929561615
75,56.514835357666016,20.0,2.4749084332142957e-05,0.000494981708470732,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.004203536082059145,4.203536033630371,1000.0,0.0038631237111985683,3.863123655319214,50.375,9.685021359473467e-05,0.004878829699009657,100.0,2.543383561715018e-05,0.0025433835107833147,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005800662096589804,0.11601324379444122,1000.0,0.04736606031656265,47.36606216430664,10000.0,9.581841732142493e-05,0.9581841826438904
100,50.08964920043945,20.0,4.680943675339222e-05,0.0009361887350678444,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.003850216744467616,3.8502166271209717,1000.0,0.0029279065784066916,2.9279065132141113,50.5,0.00016646012954879552,0.00840623676776886,100.0,3.17752746923361e-05,0.0031775275710970163,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005819936282932758,0.11639872193336487,1000.0,0.042302206158638,42.302207946777344,10000.0,8.803969103610143e-05,0.8803969025611877
125,44.336570739746094,20.0,7.675331289647147e-05,0.0015350662870332599,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0035705941263586283,3.570594072341919,1000.0,0.002307191491127014,2.3071913719177246,50.625,0.0002512929786462337,0.012721707113087177,100.0,3.7921879993518814e-05,0.003792187897488475,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005692944396287203,0.11385888606309891,1000.0,0.03750910982489586,37.50910949707031,10000.0,8.177692507160828e-05,0.8177692294120789
150,39.26185989379883,20.0,0.00011387684207875282,0.0022775367833673954,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.003352383617311716,3.352383613586426,1000.0,0.0018884052988141775,1.8884053230285645,50.75,0.0003470130614005029,0.017610913142561913,100.0,4.394187999423593e-05,0.004394188057631254,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0055924332700669765,0.11184866726398468,1000.0,0.03311828151345253,33.118282318115234,10000.0,7.666585588594899e-05,0.7666585445404053
175,34.757904052734375,20.0,0.00015678747149650007,0.0031357493717223406,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0031804791651666164,3.180479049682617,1000.0,0.0016040639020502567,1.604063868522644,50.875,0.0004492605512496084,0.022856131196022034,100.0,4.968803477822803e-05,0.004968803375959396,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0057464404962956905,0.11492881178855896,1000.0,0.029104525223374367,29.104524612426758,10000.0,7.229451148305088e-05,0.7229450941085815
200,30.761241912841797,20.0,0.00020425819093361497,0.004085163585841656,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.003038511611521244,3.0385115146636963,1000.0,0.0013801694149151444,1.38016939163208,51.0,0.0005539484554901719,0.028251370415091515,100.0,5.525817323359661e-05,0.005525817163288593,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005761910229921341,0.11523820459842682,1000.0,0.025503311306238174,25.503311157226562,10000.0,6.861486326670274e-05,0.6861486434936523
225,27.20119285583496,20.0,0.0002546131727285683,0.005092263221740723,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0029205065220594406,2.920506477355957,1000.0,0.0012046563206240535,1.2046563625335693,51.125,0.0006538427551276982,0.03342771157622337,100.0,6.06979665462859e-05,0.006069796625524759,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005513153970241547,0.11026307940483093,1000.0,0.02226794883608818,22.267948150634766,10000.0,6.532302359119058e-05,0.6532302498817444
250,24.069433212280273,20.0,0.00030734986648894846,0.0061469972133636475,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.002809643978253007,2.8096439838409424,1000.0,0.001051033497788012,1.0510334968566895,51.25,0.0007430711411871016,0.03808239474892616,100.0,6.602769281016663e-05,0.006602769251912832,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00545381847769022,0.1090763658285141,1000.0,0.019424021244049072,19.424020767211914,10000.0,6.248269346542656e-05,0.6248269081115723
275,21.294387817382812,20.0,0.00035975559148937464,0.007195111829787493,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0027012480422854424,2.7012479305267334,1000.0,0.0009252247982658446,0.925224781036377,51.375,0.0008188121137209237,0.04206647351384163,100.0,7.104732503648847e-05,0.007104732561856508,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00563216395676136,0.1126432791352272,1000.0,0.016898633912205696,16.89863395690918,10000.0,6.0027210565749556e-05,0.6002721190452576
300,18.798486709594727,20.0,0.00041344432975165546,0.008268886245787144,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.002593165962025523,2.593165874481201,1000.0,0.0008137846016325057,0.8137845993041992,51.5,0.0008899312233552337,0.045831456780433655,100.0,7.569098670501262e-05,0.007569098845124245,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00548893166705966,0.10977863520383835,1000.0,0.014639472588896751,14.639472961425781,10000.0,5.80616615479812e-05,0.5806165933609009
325,16.61481475830078,20.0,0.0004685003077611327,0.009370006620883942,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.002475255634635687,2.4752557277679443,1000.0,0.0007221081759780645,0.7221081852912903,51.625,0.0009586201049387455,0.04948876425623894,100.0,8.036346844164655e-05,0.008036347106099129,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005308231338858604,0.10616462677717209,1000.0,0.012681344524025917,12.681344985961914,10000.0,5.630459781968966e-05,0.5630459785461426
350,14.703423500061035,20.0,0.0005233159754425287,0.010466319508850574,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0023547320161014795,2.354732036590576,1000.0,0.0006443671882152557,0.6443672180175781,51.75,0.0010235494701191783,0.05296868458390236,100.0,8.517832611687481e-05,0.00851783249527216,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005288939457386732,0.10577879101037979,1000.0,0.01097804680466652,10.978046417236328,10000.0,5.48547031939961e-05,0.5485470294952393
375,13.010629653930664,20.0,0.0005788894486613572,0.0115777887403965,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0022357236593961716,2.2357237339019775,1000.0,0.0005876256036572158,0.5876256227493286,51.875,0.0010815607383847237,0.05610596388578415,100.0,8.996494580060244e-05,0.008996494114398956,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005324455909430981,0.10648912191390991,1000.0,0.009466935880482197,9.466936111450195,10000.0,5.3717478294856846e-05,0.5371747612953186
400,11.519843101501465,20.0,0.0006389672635123134,0.012779345735907555,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.002116146497428417,2.1161465644836426,1000.0,0.0005475326324813068,0.5475326180458069,52.0,0.0011394862085580826,0.059253282845020294,100.0,9.466645860811695e-05,0.009466646239161491,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005327265243977308,0.10654530674219131,1000.0,0.008141999132931232,8.141999244689941,10000.0,5.261198748485185e-05,0.5261198878288269
425,10.252379417419434,20.0,0.000703604833688587,0.014072096906602383,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0019862791523337364,1.9862791299819946,1000.0,0.0005172314704395831,0.5172314643859863,52.125,0.001203483552671969,0.06273157894611359,100.0,9.970479004550725e-05,0.00997047871351242,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005294987466186285,0.10589975118637085,1000.0,0.00704161636531353,7.041616439819336,10000.0,5.145784234628081e-05,0.5145784020423889
450,9.169456481933594,20.0,0.0007736302795819938,0.01547260582447052,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.001841234159655869,1.8412342071533203,1000.0,0.0005052283522672951,0.5052283406257629,52.25,0.0012865058379247785,0.06721992790699005,100.0,0.00010495812603039667,0.010495812632143497,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005214801989495754,0.10429604351520538,1000.0,0.006122035905718803,6.122035980224609,10000.0,5.034732384956442e-05,0.5034732222557068
475,7.703817367553711,20.0,0.0008465871796943247,0.016931744292378426,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.001694158767350018,1.6941587924957275,1000.0,0.0005361290532164276,0.5361290574073792,52.375,0.0013949633575975895,0.07306120544672012,100.0,0.00010997462959494442,0.010997463017702103,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005207197740674019,0.10414395481348038,1000.0,0.004733951762318611,4.733951568603516,10000.0,5.3444371587829664e-05,0.534443736076355
500,6.746791362762451,20.0,0.0009058055002242327,0.01811610907316208,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0014191863592714071,1.4191863536834717,1000.0,0.0006102854385972023,0.6102854609489441,52.5,0.00152997684199363,0.08032378554344177,100.0,0.0001171031326521188,0.011710313148796558,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0051574669778347015,0.10314933955669403,1000.0,0.003955161198973656,3.9551610946655273,10000.0,5.4885920690139756e-05,0.548859179019928
525,6.097583293914795,20.0,0.0009771378245204687,0.01954275742173195,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0011037123622372746,1.1037123203277588,1000.0,0.0005052356864325702,0.5052356719970703,52.625,0.0017272711265832186,0.09089764207601547,100.0,0.00012562474876176566,0.01256247516721487,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005185763817280531,0.10371527820825577,1000.0,0.0037783628795295954,3.778362989425659,10000.0,4.8355374019593e-05,0.4835537374019623
550,5.584010601043701,20.0,0.0010529205901548266,0.02105841226875782,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0008226516074500978,0.8226516246795654,1000.0,0.0004591282340697944,0.4591282308101654,52.75,0.0019678715616464615,0.10380522161722183,100.0,0.0001303534081671387,0.013035341165959835,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0051823765970766544,0.10364753007888794,1000.0,0.003615692025050521,3.615692138671875,10000.0,4.449921107152477e-05,0.4449921250343323
575,5.1947760581970215,20.0,0.0011257356964051723,0.022514713928103447,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.000601338455453515,0.6013384461402893,1000.0,0.00043245527194812894,0.43245527148246765,52.875,0.0022195593919605017,0.1173592060804367,100.0,0.00013406173093244433,0.013406173326075077,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005226620007306337,0.1045323982834816,1000.0,0.0034858006983995438,3.4858007431030273,10000.0,4.17369301430881e-05,0.4173693060874939
600,4.9005632400512695,20.0,0.0011909179156646132,0.023818358778953552,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0004375274002086371,0.4375273883342743,1000.0,0.000419184158090502,0.419184148311615,53.0,0.002463296055793762,0.1305546909570694,100.0,0.00013697792019229382,0.0136977918446064,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005239645950496197,0.10479292273521423,1000.0,0.003372139297425747,3.3721392154693604,10000.0,3.988486059824936e-05,0.39884859323501587
625,4.673394680023193,20.0,0.0012493276735767722,0.02498655393719673,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0003172820433974266,0.3172820508480072,1000.0,0.00040128116961568594,0.4012811779975891,53.125,0.002698084805160761,0.14333575963974,100.0,0.0001394549326505512,0.013945492915809155,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005207827780395746,0.10415655374526978,1000.0,0.0032866084948182106,3.2866084575653076,10000.0,3.8179816328920424e-05,0.3817981779575348
650,4.494772911071777,20.0,0.0013017546152696013,0.026035092771053314,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.00022945314412936568,0.22945314645767212,1000.0,0.0003895285481121391,0.3895285427570343,53.25,0.002921095583587885,0.1555483341217041,100.0,0.00014170221402309835,0.01417022105306387,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005163117311894894,0.10326234996318817,1000.0,0.0032079918310046196,3.2079918384552,10000.0,3.68783476005774e-05,0.36878347396850586
675,4.352969646453857,20.0,0.0013475099112838507,0.026950199156999588,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.00016627278819214553,0.16627278923988342,1000.0,0.00037783756852149963,0.37783756852149963,53.375,0.003143714740872383,0.16779577732086182,100.0,0.00014366621326189488,0.014366621151566505,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0051560127176344395,0.10312025249004364,1000.0,0.0031396483536809683,3.1396484375,10000.0,3.5697790735866874e-05,0.3569779098033905
700,4.238842010498047,20.0,0.001386286923661828,0.027725737541913986,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.00012167211389169097,0.1216721162199974,1000.0,0.0003683629329316318,0.3683629333972931,53.5,0.0033597112633287907,0.17974455654621124,100.0,0.00014519841352012008,0.01451984141021967,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005141264293342829,0.10282528400421143,1000.0,0.003077646717429161,3.0776467323303223,10000.0,3.4634511393960565e-05,0.34634512662887573
725,4.136539459228516,20.0,0.0014195343246683478,0.028390686959028244,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.988290937850252e-05,0.08988291025161743,1000.0,0.0003608337137848139,0.36083370447158813,53.625,0.0035677626729011536,0.1913212686777115,100.0,0.00014696558355353773,0.014696558006107807,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00511839659884572,0.10236793011426926,1000.0,0.003009917913004756,3.009917974472046,10000.0,3.391284917597659e-05,0.3391284942626953
750,4.054542064666748,20.0,0.0014467102009803057,0.02893420308828354,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,6.726574792992324e-05,0.06726574897766113,1000.0,0.0003518669691402465,0.3518669605255127,53.75,0.0037621785886585712,0.20221710205078125,100.0,0.00014847890997771174,0.0148478914052248,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005107938777655363,0.10215877741575241,1000.0,0.0029559547547250986,2.9559547901153564,10000.0,3.312963235657662e-05,0.33129632472991943
775,3.9871129989624023,20.0,0.0014683863846585155,0.029367728158831596,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.1364848332013935e-05,0.05136484652757645,1000.0,0.00034607184352353215,0.34607183933258057,53.875,0.003949848003685474,0.21279805898666382,100.0,0.00014995493984315544,0.014995493926107883,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005107924807816744,0.10215849429368973,1000.0,0.0029043585527688265,2.9043586254119873,10000.0,3.259979348513298e-05,0.3259979486465454
