frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_mean,reproj_p90,visibility_mean,delta_t,delta_rot_deg
48,1,728,714,2.947671413421631,4.583906030654907,1.0,0.9529837369918823,25.342976187795706
49,1,728,714,2.8360865116119385,4.424193048477173,1.0,0.25939035415649414,3.3529870281832905
50,1,728,714,2.619617462158203,4.114699411392212,1.0,0.22757606208324432,2.6464884723562156
51,1,728,714,3.3202950954437256,5.428516054153444,1.0,1.807815432548523,56.382398570271626
52,1,728,663,2.9706039428710938,4.704495143890382,1.0,1.1657971143722534,29.887241180354845
53,1,728,684,2.688453435897827,5.173849344253542,1.0,0.7613007426261902,7.368786435667772
54,1,728,652,2.4514029026031494,4.755276823043826,1.0,0.5396109223365784,23.814720682108927
55,1,728,626,3.1692538261413574,5.492262458801271,1.0,0.2136804610490799,6.934604495834741
56,1,728,634,3.1283962726593018,5.831728458404541,1.0,0.3077760338783264,6.615950117865791
57,1,728,638,3.269953727722168,6.3060634613037125,1.0,0.7044520974159241,21.454113037972366
58,1,728,635,3.3170084953308105,6.441636514663703,1.0,0.21263891458511353,7.202687275243227
59,1,728,624,3.381779193878174,6.337081670761109,1.0,0.06068062037229538,2.1668147913274707
60,1,728,624,3.359870672225952,6.687801599502567,1.0,0.16203883290290833,6.3910180577448585
61,1,728,636,3.3872690200805664,6.44656858444214,1.0,0.20928481221199036,6.742906924735737
62,1,728,638,3.18817138671875,6.136722850799561,1.0,0.440511554479599,18.171443715571776
63,1,728,642,2.998120069503784,5.874437046051031,1.0,0.2914448380470276,11.202329906322094
64,1,728,668,3.0165133476257324,5.222520685195925,1.0,0.5835031867027283,19.69834542735847
65,1,728,656,2.623197555541992,4.822369718551637,1.0,0.6760543584823608,29.22071545751628
66,1,728,660,2.945206642150879,4.8451392650604275,1.0,1.0532493591308594,35.60038190260957
67,1,728,667,3.0608181953430176,5.955476093292237,1.0,1.1722358465194702,37.978153911429764
68,1,728,678,4.124721050262451,8.029736328125002,1.0,0.4283246397972107,15.755803908270895
69,1,728,664,3.695463180541992,6.221266412734986,1.0,3.3897368907928467,74.45365346639599
70,1,728,663,2.4533441066741943,4.66359615325928,1.0,3.458660840988159,93.84089257272679
71,1,728,668,2.429708242416382,4.722068834304813,1.0,0.12354826927185059,3.373710043285342
72,1,728,670,2.521552085876465,4.997126293182373,1.0,0.08409011363983154,2.7064585008028765
73,1,728,665,2.528557538986206,5.023763656616212,1.0,0.02913842163980007,0.8499580917804045
74,1,728,674,2.504791259765625,4.824694538116457,1.0,0.048471156507730484,1.4091715279994979
75,1,728,673,2.5430448055267334,4.942238283157353,1.0,0.03637007623910904,0.9520328980005943
76,1,728,659,2.656597375869751,4.897856378555302,1.0,0.0643172636628151,2.4789135521893897
77,1,728,580,3.4750776290893555,5.900761985778814,1.0,0.23578505218029022,12.877970464353927
78,1,728,611,3.765826463699341,6.4776300907135065,1.0,0.20450682938098907,4.529304798079599
79,1,728,544,4.782708168029785,8.355069828033452,1.0,0.31421971321105957,11.069145182653239
80,1,728,447,5.889810085296631,10.716964435577397,1.0,0.3059658110141754,9.722634736588352
