iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,96.98455047607422,20.0,1.6653342722399388e-16,3.3306685444798776e-15,250.0,0.0,0.0,1.0,2.202686991137348e-11,2.202686991137348e-11,0.0,0.03326023370027542,0.0,0.0,0.42362430691719055,0.0,800.0,0.12123069167137146,96.98455333709717,0.0,0.0,0.0,700000,700000,4564,10475,10459,6085
2,rigid,96.27438354492188,20.0,1.7239362932741642e-06,3.4478725865483284e-05,250.0,0.0,0.0,1.0,2.451645855217066e-07,2.451645855217066e-07,0.0050025012506253125,0.03258742764592171,0.00016301864755338523,0.0,0.4235871434211731,0.0,800.0,0.12034273147583008,96.27418518066406,0.0,0.0,0.0,700000,700000,4763,10475,10458,6043
3,rigid,95.56945037841797,20.0,6.900489097461104e-06,0.0001380097819492221,250.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,0.010005002501250625,0.03302879258990288,0.0003304531524752664,0.0,0.42350006103515625,0.0,800.0,0.11946122348308563,95.5689787864685,0.0,0.0,0.0,700000,700000,4751,10475,10460,6007
4,rigid,94.87051391601562,20.0,1.5535955753875896e-05,0.0003107191150775179,250.0,0.0,0.0,1.0,2.2555516352440463e-06,2.2555516352440463e-06,0.015007503751875938,0.03295861929655075,0.0004946266027496361,0.0,0.42350441217422485,0.0,800.0,0.11858713626861572,94.86970901489258,0.0,0.0,0.0,700000,700000,4873,10475,10458,5970
5,rigid,94.17791748046875,20.0,2.7632722776615992e-05,0.0005526544555323198,250.0,0.0,0.0,1.0,4.006736617157003e-06,4.006736617157003e-06,0.02001000500250125,0.032896656543016434,0.0006582622619913243,0.0,0.42292019724845886,0.0,800.0,0.11772087961435318,94.17670369148254,0.0,0.0,0.0,700000,700000,4913,10475,10459,5947
6,rigid,93.49055480957031,20.0,4.319066647440195e-05,0.000863813329488039,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,0.02501250625312656,0.033242423087358475,0.0008314763153416326,0.0,0.4216982424259186,0.0,800.0,0.11686106771230698,93.48885416984558,0.0,0.0,0.0,700000,700000,4926,10475,10459,5938
7,rigid,92.80799102783203,20.0,6.220747309271246e-05,0.0012441494618542492,250.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.030015007503751877,0.033566612750291824,0.0010075021335755425,0.0,0.42040330171585083,0.0,800.0,0.11600716412067413,92.8057312965393,0.0,0.0,0.0,700000,700000,5034,10475,10459,5938
8,rigid,92.12979888916016,20.0,8.46784096211195e-05,0.00169356819242239,250.0,0.0,0.0,1.0,1.225830419571139e-05,1.225830419571139e-05,0.03501750875437719,0.03405888006091118,0.0011926571306972399,0.0,0.41910064220428467,0.0,800.0,0.11515862494707108,92.12689995765686,0.0,0.0,0.0,700000,700000,5036,10475,10460,5944
9,rigid,91.45623016357422,20.0,0.00011059413373004645,0.002211882674600929,250.0,0.0,0.0,1.0,1.60081654030364e-05,1.60081654030364e-05,0.0400200100050025,0.03463727980852127,0.0013861842844830924,0.0,0.4178279936313629,0.0,800.0,0.11431576311588287,91.4526104927063,0.0,0.0,0.0,700000,700000,5039,10475,10460,5954
10,rigid,90.78731536865234,20.0,0.00013994445907883346,0.002798889181576669,250.0,0.0,0.0,1.0,2.029996358032804e-05,2.029996358032804e-05,0.04502251125562781,0.03440847620368004,0.0015491560071691864,0.0,0.4157762825489044,0.0,800.0,0.11347868293523788,90.78294634819031,0.0,0.0,0.0,700000,700000,5081,10475,10457,5974
11,rigid,90.1234130859375,20.0,0.00017271554679609835,0.003454310935921967,250.0,0.0,0.0,1.0,2.505385418771766e-05,2.505385418771766e-05,0.05002501250625312,0.03573695942759514,0.0017877418423009072,0.0,0.4125973582267761,0.0,800.0,0.11264768242835999,90.11814594268799,0.0,0.0,0.0,700000,700000,5020,10475,10457,6015
12,rigid,89.46440124511719,20.0,0.0002088922483380884,0.004177844966761768,250.0,0.0,0.0,1.0,3.03074066323461e-05,3.03074066323461e-05,0.05502751375687844,0.03519448637962341,0.0019366650834209984,0.0,0.41005218029022217,0.0,800.0,0.11182282865047455,89.45826292037964,0.0,0.0,0.0,700000,700000,5124,10475,10456,6051
13,rigid,88.80963897705078,20.0,0.0002484602155163884,0.004969204310327768,250.0,0.0,0.0,1.0,3.611702413763851e-05,3.611702413763851e-05,0.060030015007503754,0.03603936359286308,0.0021634435373404553,0.0,0.40666618943214417,0.0,800.0,0.1110030859708786,88.80246877670288,0.0,0.0,0.0,700000,700000,5107,10475,10457,6105
14,rigid,88.15961456298828,20.0,0.0002914024516940117,0.005828049033880234,250.0,0.0,0.0,1.0,4.2374609620310366e-05,4.2374609620310366e-05,0.06503251625812906,0.03626701235771179,0.0023585350707866597,0.0,0.4037149250507355,0.0,800.0,0.11018922924995422,88.15138339996338,0.0,0.0,0.0,700000,700000,5116,10475,10457,6156
