final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,1.3924063444137573,1.3924063444137573,20.0,0.00021955804550088942,0.004391160910017788,50.0,0.0011518121464177966,0.05759060732088983,1.0,3.171868956997059e-05,3.171868956997059e-05,10.0,0.00668878061696887,0.0668878061696887,10.0,0.0451788492500782,0.451788492500782,800.0,0.0009510060772299767,0.7608048617839813,0.001,50.911712646484375,0.05091171264648438,700000,700000,199,10475,10475,55
