iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,0.01933611,0.00000579,0.00000610,0.00000547,0.00240518,0.00247062,0.00233975,13.54777718,20.33436394,6.76119089,1.07132852,0.00000000,0.00000000,0.34894338
1,0.01620504,0.00000356,0.00000417,0.00000295,0.00187983,0.00204203,0.00171763,12.64529610,19.09626007,6.19433212,1.06598532,0.00500000,0.00500000,0.34394339
2,0.01601051,0.00000361,0.00000427,0.00000294,0.00189061,0.00206752,0.00171370,12.40514374,18.75586510,6.05442286,1.06176043,0.00920182,0.00973712,0.33958930
3,0.01659634,0.00000434,0.00000489,0.00000379,0.00207890,0.00221171,0.00194609,12.25734520,18.65584373,5.85884571,1.05940032,0.01067180,0.01401427,0.33629620
4,0.01678890,0.00000466,0.00000514,0.00000417,0.00215513,0.00226696,0.00204331,12.13234711,18.58356285,5.68113089,1.05912805,0.01033873,0.01782537,0.33436948
5,0.01648375,0.00000437,0.00000490,0.00000384,0.00208752,0.00221450,0.00196054,12.11038780,18.61536407,5.60541248,1.06031990,0.00908013,0.02078295,0.33360231
6,0.01604720,0.00000389,0.00000450,0.00000328,0.00196599,0.00212040,0.00181159,12.15861511,18.70989609,5.60733366,1.06232965,0.00770707,0.02240569,0.33354524
7,0.01570790,0.00000353,0.00000417,0.00000289,0.00187215,0.00204309,0.00170120,12.17406082,18.73948860,5.60863256,1.06471252,0.00676537,0.02269702,0.33377883
8,0.01556843,0.00000344,0.00000407,0.00000281,0.00184758,0.00201773,0.00167743,12.12623596,18.65696907,5.59550285,1.06711853,0.00646058,0.02204035,0.33391845
9,0.01559744,0.00000357,0.00000417,0.00000297,0.00188251,0.00204245,0.00172258,12.02832317,18.48105240,5.57559443,1.06923437,0.00671924,0.02075790,0.33366811
10,0.01568823,0.00000376,0.00000434,0.00000319,0.00193399,0.00208249,0.00178550,11.92621708,18.27297974,5.57945490,1.07080650,0.00724188,0.01914614,0.33284134
11,0.01569356,0.00000386,0.00000442,0.00000330,0.00195863,0.00210134,0.00181593,11.83732033,18.08182335,5.59281635,1.07169199,0.00780625,0.01747262,0.33139226
12,0.01555632,0.00000379,0.00000435,0.00000322,0.00194050,0.00208574,0.00179527,11.77004242,17.91374969,5.62633467,1.07189679,0.00810846,0.01589708,0.32939553
13,0.01531795,0.00000362,0.00000420,0.00000304,0.00189617,0.00204965,0.00174268,11.69928360,17.75769806,5.64086962,1.07157493,0.00796094,0.01455811,0.32698292
14,0.01508671,0.00000346,0.00000407,0.00000286,0.00185426,0.00201806,0.00169047,11.62190342,17.60354233,5.64026499,1.07092679,0.00736458,0.01344898,0.32430953
15,0.01493612,0.00000340,0.00000404,0.00000277,0.00183677,0.00200906,0.00166447,11.53302860,17.45376015,5.61229753,1.07016647,0.00630634,0.01265098,0.32153115
16,0.01490418,0.00000345,0.00000411,0.00000280,0.00185051,0.00202621,0.00167480,11.44924164,17.32876015,5.56972361,1.06950319,0.00504850,0.01213239,0.31879345
17,0.01495550,0.00000357,0.00000422,0.00000291,0.00188071,0.00205528,0.00170614,11.38827038,17.24181175,5.53472853,1.06912720,0.00395685,0.01178432,0.31622806
18,0.01499313,0.00000366,0.00000431,0.00000300,0.00190537,0.00207730,0.00173343,11.33349895,17.16418648,5.50281096,1.06916416,0.00327574,0.01159923,0.31393951
19,0.01494632,0.00000368,0.00000433,0.00000302,0.00190959,0.00208053,0.00173866,11.27091026,17.06172943,5.48009205,1.06965494,0.00316289,0.01159476,0.31197453
20,0.01481672,0.00000361,0.00000426,0.00000296,0.00189294,0.00206496,0.00172092,11.20422554,16.94063568,5.46781635,1.07056379,0.00354100,0.01175258,0.31031990
21,0.01465821,0.00000352,0.00000416,0.00000287,0.00186696,0.00203994,0.00169399,11.14305496,16.82877159,5.45733738,1.07179403,0.00413600,0.01204850,0.30891025
22,0.01452770,0.00000343,0.00000407,0.00000280,0.00184544,0.00201709,0.00167378,11.09290886,16.72812462,5.45769310,1.07321906,0.00487742,0.01250358,0.30764845
23,0.01444932,0.00000341,0.00000402,0.00000279,0.00183823,0.00200584,0.00167063,11.04242516,16.63916588,5.44568396,1.07469046,0.00546062,0.01308980,0.30641708
24,0.01442316,0.00000343,0.00000403,0.00000283,0.00184528,0.00200691,0.00168365,10.99227619,16.56034279,5.42421007,1.07605648,0.00585553,0.01377353,0.30509156
25,0.01441769,0.00000347,0.00000406,0.00000289,0.00185762,0.00201387,0.00170136,10.94283676,16.47994804,5.40572548,1.07718992,0.00610805,0.01448141,0.30357054
26,0.01439190,0.00000350,0.00000407,0.00000293,0.00186512,0.00201859,0.00171165,10.89000893,16.39482307,5.38519430,1.07801163,0.00621052,0.01517639,0.30180815
27,0.01432940,0.00000349,0.00000407,0.00000292,0.00186313,0.00201662,0.00170964,10.83488750,16.30150032,5.36827517,1.07851219,0.00604879,0.01579980,0.29980436
28,0.01424524,0.00000346,0.00000404,0.00000289,0.00185464,0.00201062,0.00169866,10.78153610,16.21242714,5.35064411,1.07873821,0.00569902,0.01633447,0.29759017
29,0.01416201,0.00000343,0.00000402,0.00000285,0.00184635,0.00200548,0.00168722,10.72797585,16.12032318,5.33562851,1.07877123,0.00529160,0.01668031,0.29523519
30,0.01409852,0.00000343,0.00000402,0.00000283,0.00184403,0.00200549,0.00168256,10.67231750,16.01678085,5.32785368,1.07872939,0.00509101,0.01680613,0.29282033
31,0.01405779,0.00000344,0.00000404,0.00000284,0.00184871,0.00201095,0.00168647,10.61403942,15.90501022,5.32306814,1.07872522,0.00515766,0.01674020,0.29043302
32,0.01402681,0.00000347,0.00000407,0.00000287,0.00185658,0.00201835,0.00169482,10.55405807,15.78983307,5.31828213,1.07886875,0.00541029,0.01649513,0.28816131
33,0.01399579,0.00000349,0.00000409,0.00000289,0.00186192,0.00202250,0.00170134,10.50356102,15.68741608,5.31970549,1.07922685,0.00580401,0.01616132,0.28606212
34,0.01395426,0.00000349,0.00000409,0.00000290,0.00186183,0.00202147,0.00170219,10.46266556,15.59813499,5.32719564,1.07981789,0.00610177,0.01585531,0.28415987
35,0.01389832,0.00000347,0.00000406,0.00000288,0.00185716,0.00201621,0.00169811,10.42428875,15.51593781,5.33263969,1.08061516,0.00616588,0.01564905,0.28244066
36,0.01383682,0.00000345,0.00000404,0.00000287,0.00185129,0.00200970,0.00169287,10.38476181,15.43864536,5.33087826,1.08155632,0.00595368,0.01558425,0.28085354
37,0.01378348,0.00000344,0.00000402,0.00000286,0.00184781,0.00200494,0.00169068,10.34468079,15.36673927,5.32262325,1.08256066,0.00548011,0.01569068,0.27933475
38,0.01374965,0.00000344,0.00000401,0.00000287,0.00184843,0.00200342,0.00169345,10.30922985,15.29927063,5.31918955,1.08353400,0.00501735,0.01590653,0.27780849
39,0.01372278,0.00000345,0.00000402,0.00000288,0.00185097,0.00200407,0.00169787,10.27355480,15.22994804,5.31716156,1.08439207,0.00451524,0.01614573,0.27620968
40,0.01369441,0.00000346,0.00000402,0.00000289,0.00185319,0.00200495,0.00170143,10.23738766,15.15603065,5.31874466,1.08509028,0.00411697,0.01642056,0.27450579
41,0.01366112,0.00000346,0.00000402,0.00000290,0.00185373,0.00200502,0.00170244,10.20221901,15.07829189,5.32614613,1.08561480,0.00390164,0.01663218,0.27268755
42,0.01361997,0.00000346,0.00000402,0.00000289,0.00185276,0.00200439,0.00170113,10.16457939,14.99584389,5.33331585,1.08598232,0.00383354,0.01671013,0.27076954
43,0.01357691,0.00000345,0.00000402,0.00000289,0.00185199,0.00200426,0.00169971,10.12417316,14.90716648,5.34117937,1.08624339,0.00391287,0.01671590,0.26878422
44,0.01354162,0.00000345,0.00000402,0.00000289,0.00185245,0.00200512,0.00169979,10.08704376,14.82061481,5.35347319,1.08646369,0.00412064,0.01659716,0.26678902
45,0.01351146,0.00000346,0.00000403,0.00000290,0.00185448,0.00200711,0.00170185,10.04937649,14.73613548,5.36261749,1.08670568,0.00441081,0.01636178,0.26483935
46,0.01348656,0.00000347,0.00000404,0.00000290,0.00185673,0.00200911,0.00170435,10.01620865,14.66138554,5.37103271,1.08702958,0.00461086,0.01598576,0.26298735
47,0.01346356,0.00000347,0.00000404,0.00000291,0.00185788,0.00200995,0.00170582,9.98900986,14.59905148,5.37896776,1.08746195,0.00462323,0.01563944,0.26125887
48,0.01343516,0.00000347,0.00000404,0.00000291,0.00185752,0.00200930,0.00170574,9.96205711,14.54253101,5.38158274,1.08800936,0.00442038,0.01531540,0.25965536
49,0.01339973,0.00000347,0.00000403,0.00000291,0.00185610,0.00200761,0.00170460,9.93195915,14.48624992,5.37766886,1.08865023,0.00399109,0.01496385,0.25815380
50,0.01336899,0.00000346,0.00000402,0.00000290,0.00185512,0.00200620,0.00170403,9.90501976,14.43607235,5.37396812,1.08933949,0.00340994,0.01463976,0.25672168
51,0.01334610,0.00000346,0.00000402,0.00000291,0.00185520,0.00200564,0.00170475,9.88202286,14.39687443,5.36717224,1.09002423,0.00280656,0.01439885,0.25530776
52,0.01332622,0.00000347,0.00000402,0.00000291,0.00185603,0.00200559,0.00170647,9.85930824,14.35921860,5.35939741,1.09066141,0.00232047,0.01418201,0.25387368
53,0.01330762,0.00000347,0.00000402,0.00000292,0.00185701,0.00200563,0.00170840,9.83735371,14.31225014,5.36245728,1.09121692,0.00216128,0.01398834,0.25238985
54,0.01328316,0.00000347,0.00000402,0.00000292,0.00185770,0.00200559,0.00170981,9.81053925,14.24654198,5.37453747,1.09167802,0.00228438,0.01376264,0.25084966
55,0.01325891,0.00000347,0.00000402,0.00000293,0.00185807,0.00200554,0.00171060,9.78505707,14.17933273,5.39078093,1.09204805,0.00255882,0.01349658,0.24926271
56,0.01323599,0.00000347,0.00000402,0.00000293,0.00185834,0.00200591,0.00171078,9.76108837,14.11928082,5.40289640,1.09235001,0.00276275,0.01312165,0.24765393
57,0.01321559,0.00000348,0.00000403,0.00000293,0.00185907,0.00200704,0.00171110,9.73786545,14.06735420,5.40837622,1.09262455,0.00278133,0.01268246,0.24605525
58,0.01319767,0.00000348,0.00000403,0.00000293,0.00186005,0.00200869,0.00171140,9.71611500,14.02732277,5.40490675,1.09291005,0.00250256,0.01225013,0.24450722
59,0.01317766,0.00000349,0.00000404,0.00000293,0.00186127,0.00201048,0.00171205,9.69138718,13.98660374,5.39617157,1.09323752,0.00210445,0.01182238,0.24302962
60,0.01316107,0.00000349,0.00000405,0.00000293,0.00186215,0.00201155,0.00171275,9.67145538,13.95490646,5.38800526,1.09362900,0.00171096,0.01139360,0.24162078
61,0.01314693,0.00000349,0.00000405,0.00000294,0.00186271,0.00201189,0.00171354,9.65528488,13.92776012,5.38281059,1.09408736,0.00132676,0.01106995,0.24028414
62,0.01313036,0.00000349,0.00000404,0.00000294,0.00186293,0.00201124,0.00171462,9.63816071,13.89077091,5.38555050,1.09459710,0.00117792,0.01082213,0.23900199
63,0.01311452,0.00000349,0.00000404,0.00000295,0.00186327,0.00201021,0.00171633,9.62147427,13.84510422,5.39784384,1.09512770,0.00127388,0.01065041,0.23774973
64,0.01309920,0.00000349,0.00000404,0.00000295,0.00186389,0.00200936,0.00171841,9.60427189,13.79596901,5.41257477,1.09564316,0.00144442,0.01056694,0.23650934
65,0.01308569,0.00000350,0.00000404,0.00000296,0.00186474,0.00200894,0.00172054,9.58794594,13.74671841,5.42917395,1.09611189,0.00159271,0.01058781,0.23525403
66,0.01307481,0.00000350,0.00000404,0.00000297,0.00186555,0.00200890,0.00172221,9.57429314,13.69728088,5.45130587,1.09652042,0.00167611,0.01076249,0.23398033
67,0.01306083,0.00000350,0.00000404,0.00000297,0.00186623,0.00200920,0.00172326,9.55788422,13.64932251,5.46644640,1.09686577,0.00161592,0.01096390,0.23270279
68,0.01304991,0.00000351,0.00000404,0.00000297,0.00186689,0.00200997,0.00172381,9.54448318,13.61367702,5.47528839,1.09715950,0.00133858,0.01113192,0.23143402
69,0.01304224,0.00000351,0.00000404,0.00000297,0.00186764,0.00201098,0.00172429,9.53394318,13.58366680,5.48421955,1.09742343,0.00109177,0.01116298,0.23018791
70,0.01303363,0.00000351,0.00000405,0.00000298,0.00186851,0.00201186,0.00172517,9.52205276,13.54867649,5.49542809,1.09768593,0.00107296,0.01101870,0.22898856
71,0.01302501,0.00000351,0.00000405,0.00000298,0.00186922,0.00201223,0.00172621,9.51089001,13.51379108,5.50798845,1.09796798,0.00120984,0.01073447,0.22785816
72,0.01301986,0.00000352,0.00000405,0.00000298,0.00186989,0.00201254,0.00172725,9.50333023,13.49157238,5.51508713,1.09827745,0.00125630,0.01035175,0.22680412
73,0.01301254,0.00000352,0.00000405,0.00000299,0.00187045,0.00201269,0.00172821,9.49404335,13.47360420,5.51448202,1.09860873,0.00115088,0.00997164,0.22581765
74,0.01300330,0.00000352,0.00000405,0.00000299,0.00187101,0.00201291,0.00172912,9.48278141,13.46020794,5.50535536,1.09895182,0.00088010,0.00959803,0.22488813
75,0.01299944,0.00000352,0.00000405,0.00000299,0.00187179,0.00201353,0.00173005,9.47606850,13.45477104,5.49736691,1.09929514,0.00040996,0.00926366,0.22400936
76,0.01299600,0.00000353,0.00000406,0.00000300,0.00187260,0.00201400,0.00173121,9.46968174,13.44215584,5.49720716,1.09962189,0.00007957,0.00911154,0.22315612
77,0.01299136,0.00000353,0.00000406,0.00000300,0.00187327,0.00201416,0.00173238,9.46269417,13.42053127,5.50485706,1.09991872,-0.00005122,0.00912045,0.22231631
78,0.01298854,0.00000353,0.00000406,0.00000300,0.00187370,0.00201407,0.00173332,9.45840836,13.39235401,5.52446270,1.10017514,0.00001738,0.00923654,0.22148608
79,0.01298530,0.00000353,0.00000406,0.00000301,0.00187410,0.00201404,0.00173417,9.45377350,13.36365604,5.54389095,1.10039258,0.00015175,0.00937280,0.22067568
80,0.01298344,0.00000353,0.00000406,0.00000301,0.00187444,0.00201407,0.00173480,9.45075607,13.33689594,5.56461716,1.10057819,0.00030607,0.00945697,0.21989506
81,0.01298017,0.00000353,0.00000406,0.00000301,0.00187482,0.00201416,0.00173548,9.44613647,13.31230164,5.57997084,1.10074675,0.00050274,0.00938466,0.21915549
82,0.01297956,0.00000354,0.00000406,0.00000301,0.00187527,0.00201438,0.00173616,9.44388294,13.29484367,5.59292269,1.10091186,0.00060577,0.00921539,0.21847129
83,0.01297945,0.00000354,0.00000406,0.00000302,0.00187583,0.00201493,0.00173673,9.44168472,13.28617668,5.59719276,1.10108185,0.00048905,0.00904467,0.21784496
84,0.01297571,0.00000354,0.00000406,0.00000302,0.00187636,0.00201548,0.00173725,9.43593502,13.28022861,5.59164190,1.10125947,0.00023144,0.00886050,0.21727523
85,0.01297492,0.00000354,0.00000406,0.00000302,0.00187694,0.00201610,0.00173779,9.43296051,13.28127098,5.58465004,1.10144484,-0.00004741,0.00863620,0.21674924
86,0.01297344,0.00000354,0.00000407,0.00000302,0.00187756,0.00201658,0.00173854,9.42920685,13.28023911,5.57817411,1.10162997,-0.00028870,0.00841892,0.21625280
87,0.01297351,0.00000355,0.00000407,0.00000302,0.00187805,0.00201679,0.00173930,9.42752171,13.27640629,5.57863665,1.10180759,-0.00038865,0.00826422,0.21577775
88,0.01297261,0.00000355,0.00000407,0.00000303,0.00187841,0.00201673,0.00174008,9.42538452,13.26497936,5.58578873,1.10196984,-0.00031023,0.00816236,0.21531579
89,0.01296997,0.00000355,0.00000407,0.00000303,0.00187850,0.00201636,0.00174064,9.42251110,13.24396896,5.60105324,1.10210860,-0.00012911,0.00814600,0.21486215
90,0.01297203,0.00000355,0.00000407,0.00000303,0.00187875,0.00201632,0.00174118,9.42372799,13.23017693,5.61727905,1.10222089,0.00002381,0.00818242,0.21442056
91,0.01296923,0.00000355,0.00000407,0.00000303,0.00187897,0.00201653,0.00174142,9.42009068,13.21544743,5.62473345,1.10231256,-0.00000163,0.00828213,0.21400012
92,0.01296961,0.00000355,0.00000407,0.00000303,0.00187919,0.00201682,0.00174155,9.41964436,13.20793724,5.63135147,1.10239494,-0.00009928,0.00841186,0.21361247
93,0.01296794,0.00000355,0.00000407,0.00000303,0.00187955,0.00201729,0.00174181,9.41657352,13.19907284,5.63407373,1.10247993,-0.00024027,0.00855908,0.21326230
94,0.01297002,0.00000355,0.00000407,0.00000304,0.00187988,0.00201757,0.00174220,9.41742897,13.19848919,5.63636875,1.10257554,-0.00035241,0.00858809,0.21295975
95,0.01296986,0.00000355,0.00000407,0.00000304,0.00188010,0.00201754,0.00174265,9.41652298,13.19320774,5.63983774,1.10268080,-0.00038435,0.00856051,0.21269485
96,0.01296732,0.00000355,0.00000407,0.00000304,0.00188030,0.00201745,0.00174315,9.41330338,13.18694782,5.63965988,1.10278630,-0.00036542,0.00845343,0.21245812
97,0.01296762,0.00000355,0.00000407,0.00000304,0.00188046,0.00201727,0.00174365,9.41310406,13.18256283,5.64364529,1.10288143,-0.00031272,0.00831742,0.21224463
98,0.01296823,0.00000356,0.00000407,0.00000304,0.00188069,0.00201732,0.00174406,9.41288376,13.17966652,5.64610052,1.10295725,-0.00030473,0.00820752,0.21204868
99,0.01296923,0.00000356,0.00000407,0.00000304,0.00188091,0.00201760,0.00174422,9.41305637,13.18148899,5.64462376,1.10300791,-0.00036033,0.00806254,0.21186277
100,0.01296958,0.00000356,0.00000407,0.00000304,0.00188115,0.00201801,0.00174429,9.41244984,13.18207264,5.64282703,1.10303664,-0.00043911,0.00795128,0.21168883
101,0.01297072,0.00000356,0.00000407,0.00000304,0.00188130,0.00201835,0.00174426,9.41295910,13.18302059,5.64289808,1.10305429,-0.00046618,0.00786547,0.21152835
102,0.01296951,0.00000356,0.00000407,0.00000304,0.00188139,0.00201847,0.00174432,9.41140079,13.17867661,5.64412546,1.10307181,-0.00042950,0.00781713,0.21138589
103,0.01296930,0.00000356,0.00000407,0.00000304,0.00188149,0.00201854,0.00174445,9.41083050,13.17463493,5.64702559,1.10309732,-0.00041095,0.00779647,0.21126577
104,0.01296886,0.00000356,0.00000407,0.00000304,0.00188158,0.00201858,0.00174459,9.41006088,13.17341614,5.64670515,1.10313487,-0.00043343,0.00779875,0.21116868
105,0.01296888,0.00000356,0.00000407,0.00000304,0.00188166,0.00201852,0.00174480,9.40983582,13.17118740,5.64848423,1.10317981,-0.00044991,0.00781617,0.21109152
106,0.01297008,0.00000356,0.00000407,0.00000305,0.00188176,0.00201844,0.00174508,9.41069031,13.17186451,5.64951611,1.10322344,-0.00046256,0.00776821,0.21103084
107,0.01297007,0.00000356,0.00000407,0.00000305,0.00188181,0.00201834,0.00174529,9.41053772,13.17043781,5.65063715,1.10325575,-0.00043594,0.00769610,0.21097541
108,0.01296811,0.00000356,0.00000407,0.00000305,0.00188194,0.00201849,0.00174540,9.40808010,13.16973972,5.64642048,1.10327554,-0.00046254,0.00760602,0.21092469
109,0.01296783,0.00000356,0.00000407,0.00000305,0.00188206,0.00201874,0.00174538,9.40732479,13.17272949,5.64191961,1.10328448,-0.00055266,0.00756636,0.21087657
110,0.01296782,0.00000356,0.00000408,0.00000305,0.00188209,0.00201887,0.00174531,9.40716839,13.17236423,5.64197302,1.10328674,-0.00060083,0.00760852,0.21083163
