best_iter,best_total_loss,total_scaled,frame_loss_semantics,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
1814,1.540237307548523,1.540237307548523,diagnostic_local,0.018603524193167686,0.3720704913139343,0.00130531657487154,0.2610633075237274,5.3404666687129065e-05,0.008010700345039368,0.0008245168719440699,0.016490336507558823,0.029590636491775513,0.5918127298355103,0.0010777520947158337,0.10777521133422852,4.144410922890529e-05,0.0012433233205229044,3.0398186936508864e-05,0.0012159275356680155,0.0006300666136667132,0.03780399635434151,0.0010513419983908534,0.12616103887557983,0.0005530085181817412,0.016590256243944168
