frame_idx,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,total_raw_local,total_scaled_local
0,4.109569999855012e-05,0.0008219139999710023,0.0010817452566698194,0.2163490504026413,0.0,0.0,0.0015994408167898655,0.03198881447315216,0.0,0.0,4.466770860744873e-06,0.0004466770915314555,0.0,0.0,3.21855659421999e-05,0.0012874226085841656,0.0004816644941456616,0.028899868950247765,0.0005713757709600031,0.06856509298086166,0.003811974311247468,0.3483588695526123
1,5.895354115637019e-05,0.0011790707940235734,0.0010754830436781049,0.2150966078042984,2.8705391741823405e-05,0.0043058088049292564,0.0016506497049704194,0.0330129936337471,0.0011575050884857774,0.02315010130405426,4.346703462942969e-06,0.0004346703353803605,4.126011390326312e-06,0.00012378033716231585,3.109952376689762e-05,0.0012439809506759048,0.00048216510913334787,0.028929905965924263,0.0005827516433782876,0.06993019580841064,0.005075786262750626,0.37740713357925415
2,4.980836092727259e-05,0.0009961671894416213,0.0009937839349731803,0.19875678420066833,3.634293534560129e-05,0.005451440345495939,0.0014534096699208021,0.029068194329738617,0.002347273286432028,0.046945467591285706,4.790261300513521e-06,0.00047902611549943686,1.1360594726284035e-05,0.00034081784542649984,3.040955198230222e-05,0.0012163820210844278,0.0004538981302175671,0.02723388746380806,0.0005768893752247095,0.06922672688961029,0.005957966670393944,0.3797149062156677
3,4.0053440898191184e-05,0.0008010688470676541,0.0009700679802335799,0.1940135955810547,1.2112550393794663e-05,0.0018168825190514326,0.0014378799824044108,0.028757600113749504,0.003048892132937908,0.06097784265875816,4.94026926389779e-06,0.0004940269282087684,7.348879080382176e-06,0.00022046637604944408,2.9119360988261178e-05,0.0011647744104266167,0.0004304308968130499,0.025825854390859604,0.0005760286003351212,0.06912343204021454,0.0065568736754357815,0.38319557905197144
4,2.6338151656091213e-05,0.0005267630331218243,0.0009618786862120032,0.19237573444843292,7.748248208372388e-06,0.0011622372549027205,0.00215892237611115,0.04317844659090042,0.004008827731013298,0.08017655462026596,4.4797584450861905e-06,0.00044797584996558726,4.659768819692545e-06,0.00013979306095279753,2.7112018869956955e-05,0.0010844807839021087,0.00040312076453119516,0.024187246337532997,0.0007351207314059138,0.08821448683738708,0.008338208310306072,0.43149372935295105
5,1.792923103494104e-05,0.0003585846279747784,0.0009092247928492725,0.18184496462345123,3.047990958293667e-06,0.00045719865011051297,0.0022888612002134323,0.045777224004268646,0.004279077984392643,0.08558155596256256,3.849366748909233e-06,0.0003849366621579975,8.212444299715571e-06,0.0002463733253534883,2.888295057346113e-05,0.0011553179938346148,0.00039311384898610413,0.023586830124258995,0.0006360378465615213,0.07632454484701157,0.008568237535655499,0.4157175123691559
6,1.9574023099266924e-05,0.00039148045470938087,0.0008723679347895086,0.1744735836982727,4.048029950354248e-06,0.0006072045071050525,0.0026093509513884783,0.05218701809644699,0.004446372389793396,0.08892744779586792,3.0375435926544014e-06,0.0003037543501704931,9.609109838493168e-06,0.00028827329515479505,3.118827225989662e-05,0.0012475309194996953,0.00037762371357530355,0.022657422348856926,0.0007358549046330154,0.08830258995294571,0.00910902675241232,0.42938628792762756
7,4.107190034119412e-05,0.0008214380359277129,0.0008376541081815958,0.167530819773674,7.638092938577756e-06,0.0011457139626145363,0.0027441303245723248,0.054882608354091644,0.00335317593999207,0.06706351786851883,2.711851038839086e-06,0.0002711850975174457,1.0307780030416325e-05,0.00030923340818844736,3.145919254166074e-05,0.0012583676725625992,0.00035442624357528985,0.021265573799610138,0.000725707272067666,0.08708487451076508,0.008108283393085003,0.4016333222389221
8,9.362575838167686e-06,0.0001872515131253749,0.0007842245977371931,0.15684491395950317,3.1297207897296175e-05,0.004694581031799316,0.0021908495109528303,0.04381699115037918,0.0014529192121699452,0.029058383777737617,2.6740310659079114e-06,0.00026740311295725405,1.7076404219551478e-06,5.1229213568149135e-05,3.0431172490352765e-05,0.0012172468705102801,0.0003741120744962245,0.02244672365486622,0.0007939543575048447,0.09527452290058136,0.005671531893312931,0.3538592457771301
9,8.892317055142485e-06,0.0001778463483788073,0.0008091727504506707,0.16183455288410187,1.765744855219964e-05,0.002648617373779416,0.0017489041201770306,0.03497808426618576,0.0009690705337561667,0.019381411373615265,2.49416325459606e-06,0.00024941633455455303,1.946524662344018e-06,5.839574077981524e-05,2.960894926218316e-05,0.0011843580286949873,0.0003817971155513078,0.02290782704949379,0.0008291162666864693,0.09949395060539246,0.004798660054802895,0.3429144620895386
