best_iter,best_total_loss,total_scaled,frame_loss_semantics,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
1743,0.2885048985481262,0.2885048985481262,diagnostic_local,20.0,0.0019253725185990334,0.03850745037198067,0.0001,16.934005737304688,0.0016934005543589592,0.0001,17.364280700683594,0.0017364280065521598,1000.0,4.434560105437413e-05,0.04434560239315033,1000.0,1.1171917321917135e-05,0.0111719174310565,1.0,0.0,0.0,3.486,0.0007089292048476636,0.002471327316015959,1000.0,0.00018715305486693978,0.18715305626392365,355.114,4.014807927887887e-06,0.0014257145812734962
