frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,5.1493840146576986e-05,0.001029876759275794,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.000595304009038955,0.011906079947948456,1000.0,0.00020931688777636737,0.2093168944120407,10000.0,0.0,0.0,0.0008561147260479629,0.22225284576416016
1,20.0,4.00354947487358e-05,0.0008007098804228008,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,8.448101311842038e-07,0.0008448101580142975,1000.0,3.757741637855361e-07,0.00037577416514977813,0.0,0.0,0.0,20.0,0.0005788629059679806,0.011577257886528969,1000.0,0.00021018450206611305,0.2101844996213913,10000.0,2.018968245920405e-07,0.002018968341872096,0.0008305053925141692,0.22580201923847198
2,20.0,4.676188109442592e-05,0.0009352376218885183,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.0429263208352495e-06,0.0040429262444376945,1000.0,8.996358928925474e-07,0.0008996358956210315,0.0,0.0,0.0,20.0,0.0005722697242163122,0.011445394717156887,1000.0,0.00021206405654083937,0.21206405758857727,10000.0,2.8853770572823123e-07,0.0028853770345449448,0.000836326798889786,0.23227262496948242
3,20.0,5.997086191200651e-05,0.001199417281895876,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.334636160929222e-06,0.00933463592082262,1000.0,1.173143800770049e-06,0.0011731438571587205,0.0,0.0,0.0,20.0,0.000570615753531456,0.01141231507062912,1000.0,0.00021338289661798626,0.21338289976119995,10000.0,4.2642139419513114e-07,0.00426421407610178,0.0008549037156626582,0.24076662957668304
4,20.0,6.870656943647191e-05,0.0013741314178332686,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.5436577086802572e-05,0.015436576679348946,1000.0,1.6701701497368049e-06,0.001670170109719038,0.0,0.0,0.0,20.0,0.0006001126021146774,0.012002252042293549,1000.0,0.0002127414772985503,0.21274147927761078,10000.0,5.575672616942029e-07,0.005575672723352909,0.0008992250077426434,0.24880027770996094
5,20.0,6.870141805848107e-05,0.0013740283902734518,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.9864828573190607e-05,0.019864829257130623,1000.0,2.2208121208677767e-06,0.0022208120208233595,0.0,0.0,0.0,20.0,0.0005919788964092731,0.011839577928185463,1000.0,0.00021156721049919724,0.2115672081708908,10000.0,7.203917107290181e-07,0.007203917019069195,0.0008950535557232797,0.25407037138938904
6,20.0,6.217370537342504e-05,0.0012434740783646703,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.992319266719278e-05,0.019923193380236626,1000.0,2.856496848835377e-06,0.0028564969543367624,0.0,0.0,0.0,20.0,0.0006227246485650539,0.012454492971301079,1000.0,0.00021146365907043219,0.21146366000175476,10000.0,7.617088044753473e-07,0.007617088034749031,0.0009199033956974745,0.25555840134620667
7,20.0,5.390754813561216e-05,0.0010781509336084127,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.6301630239468068e-05,0.016301630064845085,1000.0,2.5096089757425943e-06,0.0025096088647842407,0.0,0.0,0.0,20.0,0.0006463323370553553,0.012926646508276463,1000.0,0.00021084680338390172,0.21084679663181305,10000.0,1.0496164577489253e-06,0.010496164672076702,0.0009309474844485521,0.25415900349617004
8,20.0,4.7709490900160745e-05,0.0009541898034512997,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.0223731806036085e-05,0.010223731398582458,1000.0,1.5560572137474082e-06,0.0015560572501271963,0.0,0.0,0.0,20.0,0.0006958579178899527,0.013917158357799053,1000.0,0.00021290853328537196,0.212908536195755,10000.0,1.01657974482805e-06,0.010165797546505928,0.0009692723397165537,0.24972547590732574
9,20.0,4.5961758587509394e-05,0.0009192351717501879,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.556889507512096e-06,0.004556889645755291,1000.0,7.083316404532525e-07,0.000708331645000726,0.0,0.0,0.0,20.0,0.0007040518103167415,0.014081036671996117,1000.0,0.0002134038950316608,0.21340389549732208,10000.0,1.3356548151932657e-06,0.013356547802686691,0.0009700183290988207,0.24702593684196472
10,20.0,4.6748398744966835e-05,0.0009349680040031672,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.069041102004121e-06,0.002069041132926941,1000.0,9.872924238152336e-07,0.0009872923837974668,0.0,0.0,0.0,20.0,0.0006541416514664888,0.013082833029329777,1000.0,0.0002148964413208887,0.21489644050598145,10000.0,1.901907353385468e-06,0.019019072875380516,0.0009207447874359787,0.2509896457195282
11,20.0,4.6010205551283434e-05,0.0009202040964737535,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.8403370530868415e-06,0.00584033690392971,1000.0,1.2625622503037448e-06,0.0012625622330233455,0.0,0.0,0.0,20.0,0.0007004287908785045,0.014008576050400734,1000.0,0.00021697879128623754,0.2169787883758545,10000.0,1.8329212707612896e-06,0.018329212442040443,0.0009723535622470081,0.2573396861553192
12,20.0,4.4943648390471935e-05,0.0008988729678094387,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.7320469851256348e-05,0.01732046902179718,1000.0,2.8734366424032487e-06,0.0028734365478157997,0.0,0.0,0.0,20.0,0.0008105398155748844,0.01621079631149769,1000.0,0.00021981493046041578,0.21981492638587952,10000.0,2.429584355922998e-06,0.02429584413766861,0.001097921864129603,0.28141433000564575
13,20.0,4.89726044179406e-05,0.0009794520447030663,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.6831468605669215e-05,0.03683146834373474,1000.0,5.402297574619297e-06,0.005402297712862492,0.0,0.0,0.0,20.0,0.000688783940859139,0.013775678351521492,1000.0,0.0002228312660008669,0.22283126413822174,10000.0,2.652364173627575e-06,0.026523642241954803,0.0010054740123450756,0.30634379386901855
