iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,12.682235717773438,20.0,8.326672684688674e-16,1.6653345369377348e-14,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.025296255946159363,0.0,0.0,0.03838352486491203,0.0,800.0,0.01585279405117035,12.68223524093628,0.0,0.0,0.0,700000,700000,2085,10475,10475,454
2,rigid,12.440535545349121,20.0,1.3203582511778222e-06,2.6407165023556445e-05,50.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.0050025012506253125,0.026061251759529114,0.0001303714445199055,0.0050025012506253125,0.03913367912173271,0.00019576627874803756,800.0,0.015550228767096996,12.440183013677597,0.0,0.0,0.0,700000,700000,2150,10475,10475,481
3,rigid,12.208085060119629,20.0,5.064637207397027e-06,0.00010129274414794054,50.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.010005002501250625,0.02648116834461689,0.00026494415552393084,0.010005002501250625,0.039918988943099976,0.0003993895842231113,800.0,0.015259147621691227,12.207318097352982,0.0,0.0,0.0,700000,700000,2186,10475,10475,509
4,rigid,11.984260559082031,20.0,1.0206584192928858e-05,0.00020413168385857716,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.02699865773320198,0.000405182457226643,0.015007503751875938,0.04065699502825737,0.0006101600054265739,800.0,0.014978798106312752,11.983038485050201,0.0,0.0,0.0,700000,700000,2242,10475,10475,539
5,rigid,11.766668319702148,20.0,1.4206393643689808e-05,0.00028412787287379615,50.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.02001000500250125,0.027345770969986916,0.0005471890139066917,0.02001000500250125,0.04103272408246994,0.000821065014156477,800.0,0.014706265181303024,11.76501214504242,0.0,0.0,0.0,700000,700000,2272,10475,10475,575
6,rigid,11.55354118347168,20.0,1.7014031982398592e-05,0.00034028063964797184,50.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,0.02501250625312656,0.02783852629363537,0.0006963113129973828,0.02501250625312656,0.041786063462495804,0.0010451741736492196,800.0,0.014439317397773266,11.551453918218613,0.0,0.0,0.0,700000,700000,2331,10475,10475,606
7,rigid,11.343740463256836,20.0,1.9993389287265018e-05,0.00039986778574530035,50.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.030015007503751877,0.028615904971957207,0.0008589066024599462,0.030015007503751877,0.04300421103835106,0.0012907717170090364,800.0,0.014176476746797562,11.34118139743805,0.0,0.0,0.0,700000,700000,2366,10475,10475,630
8,rigid,11.13805866241455,20.0,2.369230060139671e-05,0.0004738460120279342,50.0,0.0,0.0,1.0,1.2291191524127498e-05,1.2291191524127498e-05,0.03501750875437719,0.028825009241700172,0.0010093800134662392,0.03501750875437719,0.044407911598682404,0.0015550544331704693,800.0,0.013918760232627392,11.135008186101913,0.0,0.0,0.0,700000,700000,2392,10475,10475,652
9,rigid,10.937810897827148,20.0,2.861702159862034e-05,0.0005723404319724068,50.0,0.0,0.0,1.0,1.6045743905124255e-05,1.6045743905124255e-05,0.0400200100050025,0.029362235218286514,0.001175076947205063,0.0400200100050025,0.04527444764971733,0.0018118838479126494,800.0,0.013667793944478035,10.934235155582428,0.0,0.0,0.0,700000,700000,2413,10475,10475,682
10,rigid,10.741533279418945,20.0,3.509541420498863e-05,0.0007019082840997726,50.0,0.0,0.0,1.0,2.029996358032804e-05,2.029996358032804e-05,0.04502251125562781,0.0295865498483181,0.0013320607735610949,0.04502251125562781,0.04639984294772148,0.002089037451373153,800.0,0.013421736657619476,10.737389326095581,0.0,0.0,0.0,700000,700000,2444,10475,10475,708
11,rigid,10.55001449584961,20.0,4.341622116044164e-05,0.0008683244232088327,50.0,0.0,0.0,1.0,2.507734825485386e-05,2.507734825485386e-05,0.05002501250625312,0.03039431758224964,0.0015204761171710675,0.05002501250625312,0.04745248332619667,0.0023738110718457563,800.0,0.01318153366446495,10.54522693157196,0.0,0.0,0.0,700000,700000,2448,10475,10475,733
12,rigid,10.361899375915527,20.0,5.383314783102833e-05,0.0010766629566205665,50.0,0.0,0.0,1.0,3.0384968340513296e-05,3.0384968340513296e-05,0.05502751375687844,0.031034287065267563,0.0017077396584189255,0.05502751375687844,0.04910288751125336,0.0027020098180279488,800.0,0.012945477850735188,10.35638228058815,0.0,0.0,0.0,700000,700000,2466,10475,10475,748
13,rigid,10.176772117614746,20.0,6.656141340499744e-05,0.0013312282680999488,50.0,0.0,0.0,1.0,3.620168718043715e-05,3.620168718043715e-05,0.060030015007503754,0.03165394067764282,0.0019001865339255321,0.060030015007503754,0.05024448037147522,0.003016176910743885,800.0,0.012713111005723476,10.170488804578781,0.0,0.0,0.0,700000,700000,2511,10475,10475,769
14,rigid,9.9949369430542,20.0,8.181574958143756e-05,0.0016363149916287512,50.0,0.0,0.0,1.0,4.246631215210073e-05,4.246631215210073e-05,0.06503251625812906,0.03128943219780922,0.002034830508111655,0.06503251625812906,0.051302626729011536,0.003336338906839169,800.0,0.012484858743846416,9.987886995077133,0.0,0.0,0.0,700000,700000,2514,10475,10475,790
15,rigid,9.817798614501953,20.0,9.969172970158979e-05,0.001993834594031796,50.0,0.0,0.0,1.0,4.926353722112253e-05,4.926353722112253e-05,0.07003501750875438,0.032175544649362564,0.0022534148328718154,0.07003501750875438,0.052568450570106506,0.003681632356085498,800.0,0.012262275442481041,9.809820353984833,0.0,0.0,0.0,700000,700000,2525,10475,10475,806
16,rigid,9.64297866821289,20.0,0.00012024978059343994,0.0024049956118687987,50.0,0.0,0.0,1.0,5.6600445532239974e-05,5.6600445532239974e-05,0.0750375187593797,0.03211921453475952,0.0024101461631885587,0.0750375187593797,0.053889282047748566,0.004043718012587436,800.0,0.012042578309774399,9.634062647819519,0.0,0.0,0.0,700000,700000,2557,10475,10475,817
17,rigid,9.46973991394043,20.0,0.0001436404709238559,0.002872809418477118,50.0,0.0,0.0,1.0,6.440877041313797e-05,6.440877041313797e-05,0.080040020010005,0.031526993960142136,0.002523421227425083,0.080040020010005,0.05446777492761612,0.004359601795106843,800.0,0.011824900284409523,9.459920227527618,0.0,0.0,0.0,700000,700000,2593,10475,10475,834
18,rigid,9.297103881835938,20.0,0.00017000193474814296,0.003400038694962859,50.0,0.0,0.0,1.0,7.276148971868679e-05,7.276148971868679e-05,0.08504252126063032,0.03233904391527176,0.002750193829712956,0.08504252126063032,0.055216290056705475,0.004695732521080506,800.0,0.011607731692492962,9.28618535399437,0.0,0.0,0.0,700000,700000,2608,10475,10475,846
19,rigid,9.12540054321289,20.0,0.00019962234364356846,0.003992446872871369,50.0,0.0,0.0,1.0,8.162332960637286e-05,8.162332960637286e-05,0.09004502251125562,0.03271898999810219,0.002946182190924659,0.09004502251125562,0.055324435234069824,0.004981690016074321,800.0,0.011391747742891312,9.11339819431305,0.0,0.0,0.0,700000,700000,2637,10475,10475,865
20,rigid,8.956618309020996,20.0,0.00023254314146470279,0.004650862829294056,50.0,0.0,0.0,1.0,9.094947017729282e-05,9.094947017729282e-05,0.09504752376188094,0.03276916965842247,0.003114628431766018,0.09504752376188094,0.056033529341220856,0.005325848211521742,800.0,0.011179294437170029,8.943435549736023,0.0,0.0,0.0,700000,700000,2629,10475,10475,875
21,rigid,8.786959648132324,20.0,0.00026899739168584347,0.005379947833716869,50.0,0.0,0.0,1.0,0.00010082711378345266,0.00010082711378345266,0.10005002501250625,0.03258874639868736,0.0032605048923148934,0.10005002501250625,0.05616462230682373,0.005619271866615681,800.0,0.010965748690068722,8.772598952054977,0.0,0.0,0.0,700000,700000,2660,10475,10475,893
22,rigid,8.620866775512695,20.0,0.00030898425029590726,0.006179685005918145,50.0,0.0,0.0,1.0,0.0001112633544835262,0.0001112633544835262,0.10505252626313157,0.03272096440196037,0.003437419972191935,0.10505252626313157,0.05661272630095482,0.005947309916558535,800.0,0.010756488889455795,8.605191111564636,0.0,0.0,0.0,700000,700000,2663,10475,10475,907
23,rigid,8.45654296875,20.0,0.000352178409229964,0.00704356818459928,50.0,0.0,0.0,1.0,0.00012205783423269168,0.00012205783423269168,0.11005502751375688,0.03315061703324318,0.0036483920696915957,0.11005502751375688,0.056870684027671814,0.006258904695391596,800.0,0.010549337603151798,8.439470082521439,0.0,0.0,0.0,700000,700000,2668,10475,10475,921
