frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_inliers,reproj_inlier_ratio,reproj_mean,reproj_median,reproj_p90,visibility_mean,delta_t,delta_rot_deg
46,1,1999,1455,1456,0.7283641820910455,14.256580352783203,0.32481104135513306,68.34410858154297,0.9995,0.0003748265444301069,0.0
47,1,1999,1456,1460,0.7303651825912957,13.954047203063965,0.33536744117736816,66.07887725830078,0.9995,0.00029773078858852386,0.0
48,1,1999,1458,1461,0.7308654327163582,13.493144035339355,0.34191757440567017,63.18283309936523,0.9995,0.0007966383127495646,0.027976455118293345
49,1,1999,1457,1461,0.7308654327163582,13.293404579162598,0.32342714071273804,62.42056655883789,0.9995,0.0005509041948243976,0.0
50,1,1999,1466,1467,0.7338669334667334,13.136808395385742,0.3300084173679352,61.890819549560554,0.9995,0.0012316236970946193,0.03956468264845247
51,1,1999,1454,1456,0.7283641820910455,13.157410621643066,0.3195538818836212,63.09222564697266,0.9995,0.0010755573166534305,0.03956468264845247
52,1,1999,1460,1460,0.7303651825912957,13.220732688903809,0.3073953688144684,64.26985168457031,0.9995,0.00048709180555306375,0.0
53,1,1999,1467,1467,0.7338669334667334,13.39076042175293,0.26649734377861023,66.6906478881836,0.9995,0.0011643990874290466,0.03956468264845247
54,1,1999,1472,1471,0.7358679339669835,13.438834190368652,0.26006752252578735,67.78310089111328,0.9995,0.0010519715724512935,0.027976455118293345
55,1,1999,1473,1473,0.7368684342171086,13.495765686035156,0.25930172204971313,67.83660736083985,0.9995,0.0029703916516155005,0.08846932694105812
56,1,1999,1470,1469,0.7348674337168585,13.373356819152832,0.24755947291851044,66.40463409423829,0.9995,0.0004531137819867581,0.0
57,1,1999,1448,1446,0.7233616808404202,12.982616424560547,0.24187900125980377,62.91584625244142,0.9995,0.001436716876924038,0.03956468264845247
58,1,1999,1449,1448,0.7243621810905453,11.94986343383789,0.21038690209388733,57.56662139892579,0.9995,0.0019644375424832106,0.05595291190411357
59,1,1999,1451,1450,0.7253626813406704,11.269495010375977,0.22219647467136383,53.470668792724624,0.9995,0.0009600199409760535,0.03956468264845247
60,1,1999,1464,1464,0.7323661830915458,9.593759536743164,0.22574251890182495,42.319278717041016,0.9995,0.0015617748722434044,0.048456642643301504
61,1,1999,1475,1452,0.7263631815907954,8.215486526489258,0.5235450267791748,34.07778320312502,0.9995,0.008297576569020748,0.22555353545062418
62,1,1999,1444,1445,0.7228614307153577,7.588043212890625,0.21770066022872925,31.504549026489265,0.9995,0.007873078808188438,0.20935673428581142
63,1,1999,1445,1445,0.7228614307153577,7.170123100280762,0.21803751587867737,27.374780654907227,0.9995,0.00016645084542687982,0.0
64,1,1999,1443,1442,0.7213606803401701,7.00036096572876,0.22047662734985352,26.040031433105472,0.9995,0.00019484738004393876,0.0
65,1,1999,1443,1442,0.7213606803401701,7.098408222198486,0.22392986714839935,26.51910629272461,0.9995,0.00011023216939065605,0.0
66,1,1999,1442,1441,0.7208604302151076,7.425284385681152,0.22709804773330688,27.723042297363282,0.9995,0.00012953265104442835,0.0
67,1,1999,1440,1440,0.720360180090045,7.685817718505859,0.22998788952827454,28.998129272460936,0.9995,0.0006254676845856011,0.027976455118293345
68,1,1999,1440,1440,0.720360180090045,8.273950576782227,0.2351430356502533,31.165006637573246,0.9995,0.0003404574526939541,0.0
69,1,1999,1440,1440,0.720360180090045,9.05179214477539,0.24908791482448578,34.24462738037111,0.9995,0.0006978874444030225,0.0
70,1,1999,1441,1441,0.7208604302151076,9.392081260681152,0.2752548158168793,35.31191558837892,0.9995,0.0004908355185762048,0.0
71,1,1999,1440,1440,0.720360180090045,9.989609718322754,0.30508098006248474,37.54793395996094,0.9995,0.0007304911268875003,0.0
72,1,1999,1437,1437,0.7188594297148574,10.509016990661621,0.3335021734237671,41.12601852416992,0.9995,0.0015881031285971403,0.05595291190411357
73,1,1999,1437,1437,0.7188594297148574,10.568811416625977,0.33519917726516724,41.624419403076175,0.9995,4.2809537262655795e-05,0.0
74,1,1999,1438,1437,0.7188594297148574,10.897480964660645,0.33833399415016174,44.53519744873048,0.9995,6.785637378925458e-05,0.0
75,1,1999,1438,1440,0.720360180090045,11.085611343383789,0.32904526591300964,46.50920639038086,0.9995,0.00025726537569426,0.0
76,1,1999,1442,1441,0.7208604302151076,11.421258926391602,0.3124615252017975,51.19069900512696,0.9995,0.0005770560819655657,0.027976455118293345
77,1,1999,1445,1445,0.7228614307153577,11.946467399597168,0.2941852807998657,56.55832672119143,0.9995,0.00038151946500875056,0.027976455118293345
78,1,1999,1446,1445,0.7228614307153577,12.1198148727417,0.28148823976516724,57.28588638305664,0.9995,0.0012015490792691708,0.03956468264845247
79,1,1999,1449,1448,0.7243621810905453,12.361735343933105,0.27811679244041443,57.603909301757824,0.9995,0.0005992393125779927,0.0
80,1,1999,1451,1450,0.7253626813406704,12.143096923828125,0.2736416757106781,56.34153518676759,0.9995,0.0005785101093351841,0.0
