frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_inliers,reproj_inlier_ratio,reproj_mean,reproj_median,reproj_p90,visibility_mean,delta_t,delta_rot_deg
47,1,715,663,691,0.9664335664335665,3.2377986907958984,3.2146127223968506,5.108881950378418,1.0,1.668652057647705,58.24923155460765
48,1,715,657,705,0.986013986013986,3.037771701812744,2.9826996326446533,4.690067195892334,1.0,0.5794337391853333,16.578718687988374
49,1,715,661,705,0.986013986013986,3.027184009552002,2.959693431854248,4.699089813232422,1.0,0.07861185073852539,1.1703594193885305
50,1,715,696,705,0.986013986013986,2.6280059814453125,2.537553310394287,4.106026458740234,1.0,0.42197081446647644,2.715411941634313
51,1,715,638,678,0.9482517482517483,3.291454792022705,3.103703022003174,5.255314540863037,1.0,1.6590057611465454,50.386045744058194
52,1,715,648,682,0.9538461538461539,3.089175224304199,2.875833511352539,4.930060958862305,1.0,0.45480650663375854,6.948394196549662
53,1,715,666,673,0.9412587412587412,3.0013296604156494,2.7857022285461426,5.069838523864747,1.0,1.0125349760055542,30.393858963675008
54,1,715,660,621,0.8685314685314686,3.896449565887451,3.665682077407837,6.414823150634766,1.0,1.2636830806732178,36.96040937372252
55,1,715,628,664,0.9286713286713286,2.9233624935150146,2.4401156902313232,5.138666248321534,1.0,2.587495803833008,89.31844374563612
56,1,715,611,646,0.9034965034965035,3.086729049682617,2.459158420562744,5.878483772277834,1.0,0.3404677212238312,10.864099861662947
57,1,715,606,633,0.8853146853146853,3.2396724224090576,2.503053903579712,6.4044415473938,1.0,0.22475656867027283,8.294886086639504
58,1,715,603,631,0.8825174825174825,3.2923152446746826,2.5204598903656006,6.645438575744629,1.0,0.31365934014320374,10.250716551244583
59,1,715,597,625,0.8741258741258742,3.3674278259277344,2.6481740474700928,6.611115741729739,1.0,0.18561188876628876,5.957002989118764
60,1,715,587,627,0.8769230769230769,3.3087871074676514,2.5514943599700928,6.633749771118165,1.0,0.07179828733205795,2.1115542699571037
61,1,715,622,634,0.8867132867132868,3.3294601440429688,2.584080457687378,6.33009147644043,1.0,0.18019706010818481,7.110857624018256
62,1,715,612,636,0.8895104895104895,3.115285873413086,2.2710230350494385,6.288998603820801,1.0,0.0575614869594574,2.9891096074904415
63,1,715,648,648,0.9062937062937063,2.9053642749786377,2.1238760948181152,5.477296257019044,1.0,0.2300201952457428,6.849224806486139
64,1,715,631,638,0.8923076923076924,2.9339516162872314,2.0719563961029053,6.171656322479248,1.0,0.22275367379188538,6.699605183133594
65,1,715,669,639,0.8937062937062937,2.8691699504852295,1.9974608421325684,6.093640232086182,1.0,0.15884649753570557,3.8279686425728707
66,1,715,678,673,0.9412587412587412,2.669661521911621,2.2003631591796875,4.438841152191162,1.0,0.5536159873008728,8.839179820069987
67,1,715,684,675,0.9440559440559441,2.9038069248199463,2.479829788208008,4.942359828948976,1.0,1.0363178253173828,34.64486803956004
68,1,715,677,579,0.8097902097902098,3.8443191051483154,2.992307424545288,7.650775814056397,1.0,1.528964877128601,55.78503582207076
69,1,715,670,679,0.9496503496503497,3.2023003101348877,3.2686307430267334,5.100038146972657,1.0,1.7718627452850342,10.978883426000266
70,1,715,670,701,0.9804195804195804,2.328622341156006,2.1049551963806152,3.9266730785369877,1.0,1.4579017162322998,26.930447188593046
71,1,715,657,703,0.9832167832167832,2.4018168449401855,2.1976778507232666,4.183978271484376,1.0,0.23960791528224945,6.785066505242261
72,1,715,670,704,0.9846153846153847,2.4200456142425537,2.2359001636505127,4.1137003898620605,1.0,0.034783314913511276,0.9723695695950675
73,1,715,674,702,0.9818181818181818,2.446549892425537,2.169206142425537,4.44016056060791,1.0,0.1548757553100586,2.564756397775119
74,1,715,631,694,0.9706293706293706,2.461913824081421,2.1957006454467773,4.6008376121521,1.0,0.23029698431491852,6.142482336871809
75,1,715,680,700,0.9790209790209791,2.460850715637207,2.181631088256836,4.453396320343018,1.0,0.22395604848861694,5.853437977185431
76,1,715,654,694,0.9706293706293706,2.5377540588378906,2.3343658447265625,4.397314453125,1.0,0.12009385228157043,4.596785926472699
77,1,715,587,639,0.8937062937062937,3.4273908138275146,2.8776650428771973,6.233331394195558,1.0,0.38644570112228394,7.57561689793419
78,1,715,602,604,0.8447552447552448,3.7755367755889893,3.0620524883270264,6.990581512451172,1.0,0.12606008350849152,4.522813251374459
79,1,715,501,515,0.7202797202797203,4.923402309417725,4.0712175369262695,8.969862937927246,1.0,0.3511650562286377,8.721275034183673
80,1,715,441,445,0.6223776223776224,5.924201011657715,5.010210990905762,11.172561073303223,1.0,0.4544864892959595,16.828711696166035
