iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,84.27056121826172,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,0.0,0.0,60.0,0.04409579560160637,2.645747736096382,10.0,0.13457021117210388,1.3457021117210388,800.0,0.10034888982772827,80.27911186218262,0.0,0.0,0.0,700000,700000,4237,10475,10475,310
2,rigid,83.75080871582031,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.04510935768485069,2.7065614610910416,10.0,0.1349671185016632,1.349671185016632,800.0,0.09961821883916855,79.69457507133484,0.0,0.0,0.0,700000,700000,4301,10475,10475,312
3,rigid,83.17018127441406,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,9.899756605591392e-07,9.899756605591392e-07,60.0,0.04510121047496796,2.7060726284980774,10.0,0.13501308858394623,1.3501308858394623,800.0,0.0988924652338028,79.11397218704224,0.0,0.0,0.0,700000,700000,4389,10475,10475,314
4,rigid,82.56189727783203,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,2.1510613805730827e-06,2.1510613805730827e-06,60.0,0.044835273176431656,2.6901163905858994,10.0,0.13350825011730194,1.3350825011730194,800.0,0.09817087650299072,78.53670120239258,0.0,0.0,0.0,700000,700000,4460,10475,10475,318
5,rigid,81.97108459472656,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,3.7844417875021463e-06,3.7844417875021463e-06,60.0,0.0445215217769146,2.671291306614876,10.0,0.13366353511810303,1.3366353511810303,800.0,0.09745393693447113,77.9631495475769,0.0,0.0,0.0,700000,700000,4544,10475,10475,319
6,rigid,81.40469360351562,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,5.876157956663519e-06,5.876157956663519e-06,60.0,0.044455334544181824,2.6673200726509094,10.0,0.13443182408809662,1.3443182408809662,800.0,0.09674131125211716,77.39304900169373,0.0,0.0,0.0,700000,700000,4613,10475,10475,319
7,rigid,80.80342102050781,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,8.508148312103003e-06,8.508148312103003e-06,60.0,0.04362482577562332,2.6174895465373993,10.0,0.13590052723884583,1.3590052723884583,800.0,0.09603364765644073,76.82691812515259,0.0,0.0,0.0,700000,700000,4682,10475,10475,318
8,rigid,80.31239318847656,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,1.1641838682407979e-05,1.1641838682407979e-05,60.0,0.044924043118953705,2.6954425871372223,10.0,0.13523052632808685,1.3523052632808685,800.0,0.09533078968524933,76.26463174819946,0.0,0.0,0.0,700000,700000,4793,10475,10475,323
9,rigid,79.7491683959961,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,1.526585765532218e-05,1.526585765532218e-05,60.0,0.044748179614543915,2.684890776872635,10.0,0.1357460618019104,1.357460618019104,800.0,0.09463350474834442,75.70680379867554,0.0,0.0,0.0,700000,700000,4852,10475,10475,325
10,rigid,79.1634292602539,100.0,1.195802786692758e-15,1.195802786692758e-13,250.0,0.0,0.0,1.0,1.944223913596943e-05,1.944223913596943e-05,60.0,0.04427716135978699,2.6566296815872192,10.0,0.13540762662887573,1.3540762662887573,800.0,0.09394087642431259,75.15270113945007,0.0,0.0,0.0,700000,700000,4914,10475,10475,329
