final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,0.9966012835502625,0.9966012835502625,500.0,5.455740756588057e-05,0.027278703782940283,15.0,0.0017004909459501505,0.025507364189252257,500.0,0.0008505397709086537,0.42526988545432687,200.0,2.6657395210349932e-05,0.0053314790420699865
