iter,total,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,human_pose_weight,human_pose_raw,human_pose_scaled,human_pose_smooth_weight,human_pose_smooth_raw,human_pose_smooth_scaled,object_scale_weight,object_scale_raw,object_scale_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled
0,16.18400764465332,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.006049445830285549,6.049445629119873,1000.0,0.0006085518398322165,0.6085518598556519,50.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005664020776748657,0.11328041553497314,1000.0,0.005534138530492783,5.5341386795043945,10000.0,0.0003878591232933104,3.878591299057007
25,13.018043518066406,20.0,2.9630850804096553e-06,5.9261699789203703e-05,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.004766176920384169,4.766176700592041,1000.0,0.00029650761280208826,0.2965076267719269,50.125,1.3368957297643647e-05,0.0006701189558953047,100.0,2.5054580419237027e-06,0.00025054579600691795,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0056056128814816475,0.11211225390434265,1000.0,0.00476165022701025,4.761650085449219,10000.0,0.0003080618043895811,3.080618143081665
50,10.826397895812988,20.0,1.0067637958854903e-05,0.00020135275553911924,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0038233748637139797,3.8233747482299805,1000.0,0.00018043506133835763,0.18043506145477295,50.25,4.968266875948757e-05,0.0024965540505945683,100.0,4.281816927687032e-06,0.0004281816945876926,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005612782668322325,0.11225565522909164,1000.0,0.004022244829684496,4.022244930267334,10000.0,0.0002684961655177176,2.6849615573883057
75,9.091599464416504,20.0,2.0462002794374712e-05,0.0004092400486115366,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0030677795875817537,3.067779541015625,1000.0,0.0001259046548511833,0.1259046494960785,50.375,0.00010568124707788229,0.005323692690581083,100.0,5.905023954255739e-06,0.0005905024008825421,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005591936409473419,0.11183872818946838,1000.0,0.0033958933781832457,3.3958933353424072,10000.0,0.00023838596825953573,2.383859634399414
100,7.69545841217041,20.0,3.3397143852198496e-05,0.0006679428624920547,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0024537004064768553,2.453700304031372,1000.0,0.00010133208706974983,0.10133208334445953,50.5,0.00017894570191856474,0.009036757983267307,100.0,7.503162123612128e-06,0.00075031619053334,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0056031933054327965,0.11206386983394623,1000.0,0.0028989347629249096,2.898934841156006,10000.0,0.00021189716062508523,2.118971586227417
125,6.550572395324707,20.0,4.836901280214079e-05,0.0009673802414909005,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0019561026711016893,1.956102728843689,1000.0,8.664208144182339e-05,0.0866420790553093,50.625,0.0002682129561435431,0.013578280806541443,100.0,9.02433748706244e-06,0.0009024337632581592,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0055920276790857315,0.11184055358171463,1000.0,0.0025004136841744184,2.500413656234741,10000.0,0.0001880125782918185,1.8801257610321045
150,5.590871334075928,20.0,6.545003998326138e-05,0.001309000770561397,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0015548896044492722,1.5548895597457886,1000.0,7.216188532765955e-05,0.07216188311576843,50.75,0.00037192110903561115,0.018874995410442352,100.0,1.039534981828183e-05,0.0010395350400358438,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005609424784779549,0.11218849569559097,1000.0,0.0021679853089153767,2.167985200881958,10000.0,0.0001662422582739964,1.66242253780365
175,4.7725934982299805,20.0,8.498165698256344e-05,0.0016996331978589296,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.001231329864822328,1.2313299179077148,1000.0,5.7019246014533564e-05,0.05701924487948418,50.875,0.0004893852164968848,0.02489747293293476,100.0,1.1870133675984107e-05,0.0011870133457705379,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005578808952122927,0.11157617717981339,1000.0,0.001882488140836358,1.8824881315231323,10000.0,0.00014623961760662496,1.4623961448669434
200,4.070374488830566,20.0,0.00010776600538520142,0.002155320020392537,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0009710735757835209,0.971073567867279,1000.0,4.345506749814376e-05,0.04345506802201271,51.0,0.0006227790145203471,0.03176172822713852,100.0,1.334012358711334e-05,0.0013340123696252704,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.005528932437300682,0.11057864874601364,1000.0,0.0016320619033649564,1.6320619583129883,10000.0,0.00012779541430063546,1.2779541015625
225,3.471329927444458,20.0,0.00013364518235903233,0.0026729037053883076,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0007647454622201622,0.7647454738616943,1000.0,3.3001699193846434e-05,0.033001698553562164,51.125,0.0007713164086453617,0.0394335500895977,100.0,1.4808885680395178e-05,0.0014808885753154755,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.00552429398521781,0.11048588156700134,1000.0,0.0014121970161795616,1.4121969938278198,10000.0,0.00011073124187532812,1.1073124408721924
