View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3630,0.2382,0.1517,0.0989,0.0676,0.0491,0.0374,0.0295,0.0240,0.0200,0.0170,0.0147,0.0128,0.0116,0.0103,0.0095,0.0085,0.0078,0.0071,0.0064,0.0057,0.0054,0.0054,0.0054
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6143,0.6996,0.7567,0.7930,0.8133,0.8221,0.8212,0.8097,0.7853,0.7415,0.6695,0.5552,0.3994,0.3133,0.2866,0.2875,0.2622,0.2517,0.2322,0.2031,0.1732,0.1581,0.1757,0.1876
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5789,0.5701,0.4428,0.2423,0.1183,0.0662,0.0422,0.0292,0.0215,0.0166,0.0133,0.0109,0.0091,0.0080,0.0070,0.0064,0.0056,0.0052,0.0049,0.0046,0.0044,0.0042,0.0041,0.0038
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3121,0.1653,0.0909,0.0548,0.0358,0.0253,0.0190,0.0148,0.0119,0.0098,0.0083,0.0071,0.0061,0.0055,0.0049,0.0046,0.0041,0.0037,0.0034,0.0031,0.0028,0.0026,0.0027,0.0026
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6239,0.6086,0.4442,0.2260,0.1100,0.0633,0.0414,0.0290,0.0213,0.0164,0.0131,0.0107,0.0089,0.0083,0.0075,0.0075,0.0069,0.0069,0.0073,0.0079,0.0087,0.0108,0.0102,0.0084
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6131,0.6864,0.7219,0.7208,0.6682,0.5364,0.3407,0.1882,0.1101,0.0720,0.0513,0.0386,0.0300,0.0260,0.0219,0.0201,0.0174,0.0161,0.0155,0.0148,0.0143,0.0140,0.0131,0.0119
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6255,0.7173,0.7793,0.8216,0.8506,0.8712,0.8863,0.8972,0.9055,0.9114,0.9153,0.9177,0.9184,0.9292,0.9315,0.9393,0.9397,0.9450,0.9508,0.9544,0.9571,0.9637,0.9661,0.9652
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3871,0.2728,0.1817,0.1202,0.0817,0.0584,0.0437,0.0338,0.0269,0.0220,0.0183,0.0154,0.0131,0.0117,0.0102,0.0093,0.0083,0.0075,0.0069,0.0063,0.0057,0.0055,0.0053,0.0050
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3861,0.2252,0.1180,0.0657,0.0401,0.0268,0.0191,0.0143,0.0111,0.0088,0.0072,0.0060,0.0050,0.0045,0.0039,0.0036,0.0032,0.0029,0.0027,0.0025,0.0023,0.0022,0.0021,0.0020
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6163,0.7050,0.7659,0.8059,0.8306,0.8444,0.8508,0.8508,0.8439,0.8315,0.8130,0.7856,0.7446,0.7328,0.7257,0.7442,0.7368,0.7565,0.7836,0.8025,0.8154,0.8339,0.8226,0.8017
