iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,3.8676986694335938,20.0,5.366078128820121e-16,1.0732156257640241e-14,10.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,0.0,0.005084601230919361,0.0,500.0,0.0077353972010314465,3.8676986005157232,0.0,0.0,0.0,700000,700000,122
2,rigid,3.7367048263549805,20.0,1.5865325622144155e-06,3.173065124428831e-05,10.0,0.0,0.0,1.0,2.521856572457182e-07,2.521856572457182e-07,0.01001001001001001,0.0043347557075321674,4.339094802334502e-05,500.0,0.007473258767277002,3.736629383638501,0.0,0.0,0.0,700000,700000,168
3,rigid,3.610220193862915,20.0,6.335144917102298e-06,0.00012670289834204596,10.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.02002002002002002,0.00416157441213727,8.33148030457912e-05,500.0,0.0072200181894004345,3.6100090947002172,0.0,0.0,0.0,700000,700000,206
4,rigid,3.4876933097839355,20.0,1.4227947758627124e-05,0.0002845589551725425,10.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,0.03003003003003003,0.004478291608393192,0.00013448323148327904,500.0,0.006974543910473585,3.4872719552367926,0.0,0.0,0.0,700000,700000,208
5,rigid,3.369868755340576,20.0,2.5249049940612167e-05,0.0005049809988122433,10.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.04004004004004004,0.0045981756411492825,0.00018411113678275405,500.0,0.006738351192325354,3.369175596162677,0.0,0.0,0.0,700000,700000,207
6,rigid,3.2561254501342773,20.0,3.9361228118650615e-05,0.0007872245623730123,10.0,0.0,0.0,1.0,6.269337063713465e-06,6.269337063713465e-06,0.05005005005005005,0.004305657930672169,0.00021549839492853698,500.0,0.006510233040899038,3.255116520449519,0.0,0.0,0.0,700000,700000,306
7,rigid,3.1464266777038574,20.0,5.654978667735122e-05,0.0011309957335470244,10.0,0.0,0.0,1.0,9.036308256327175e-06,9.036308256327175e-06,0.06006006006006006,0.004207257647067308,0.0002526881469710095,500.0,0.006290067918598652,3.145033959299326,0.0,0.0,0.0,700000,700000,343
8,rigid,3.040679931640625,20.0,7.677531539229676e-05,0.0015355063078459352,10.0,0.0,0.0,1.0,1.2307651559240185e-05,1.2307651559240185e-05,0.07007007007007007,0.004301592241972685,0.00030141286980789583,500.0,0.006077661644667387,3.0388308223336935,0.0,0.0,0.0,700000,700000,366
9,rigid,2.937833547592163,20.0,0.00010003725037677214,0.0020007450075354427,10.0,0.0,0.0,1.0,1.6083366062957793e-05,1.6083366062957793e-05,0.08008008008008008,0.0045636496506631374,0.00036545742948253354,500.0,0.005870902445167303,2.9354512225836515,0.0,0.0,0.0,700000,700000,438
10,rigid,2.8386168479919434,20.0,0.00012632925063371658,0.0025265850126743317,10.0,0.0,0.0,1.0,2.0363449948490597e-05,2.0363449948490597e-05,0.09009009009009009,0.004787002690136433,0.0004312615036158948,500.0,0.005671277176588774,2.835638588294387,0.0,0.0,0.0,700000,700000,506
11,rigid,2.7433857917785645,20.0,0.0001555962662678212,0.003111925325356424,10.0,0.0,0.0,1.0,2.5124378225882538e-05,2.5124378225882538e-05,0.1001001001001001,0.0048484792932868,0.00048533326259127133,500.0,0.005479527171701193,2.7397635858505964,0.0,0.0,0.0,700000,700000,552
12,rigid,2.6519973278045654,20.0,0.00018778341473080218,0.0037556682946160436,10.0,0.0,0.0,1.0,3.0410847102757543e-05,3.0410847102757543e-05,0.11011011011011011,0.005243030842393637,0.0005773107033666667,500.0,0.005295268259942532,2.647634129971266,0.0,0.0,0.0,700000,700000,624
