frame_idx,tracking_weight,tracking_raw,tracking_scaled,object_cd2d_weight,object_cd2d_raw,object_cd2d_scaled,object_part_cd2d_weight,object_part_cd2d_raw,object_part_cd2d_scaled,object_smooth_trans_weight,object_smooth_trans_raw,object_smooth_trans_scaled,object_smooth_rot_weight,object_smooth_rot_raw,object_smooth_rot_scaled,object_intersect_weight,object_intersect_raw,object_intersect_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,contact_drift_weight,contact_drift_raw,contact_drift_scaled,total_raw_local,total_scaled_local
0,20.0,1.3676448361366056e-05,0.00027352897450327873,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,20.0,0.001668224111199379,0.03336448222398758,1000.0,0.0005834132898598909,0.583413302898407,10000.0,0.0,0.0,0.002265313873067498,0.6170513033866882
1,20.0,8.280454494524747e-06,0.00016560908989049494,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,5.465478238875221e-07,0.0005465478170663118,1000.0,2.514014738608239e-07,0.0002514014777261764,0.0,0.0,0.0,20.0,0.002181350253522396,0.04362700507044792,1000.0,0.0005834655021317303,0.5834655165672302,10000.0,3.491395261789876e-08,0.00034913953277282417,0.0027739289216697216,0.6284052133560181
2,20.0,6.885397397127235e-06,0.0001377079461235553,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.6106565681184293e-07,0.0001610656618140638,1000.0,2.4094688910736295e-07,0.00024094688706099987,0.0,0.0,0.0,20.0,0.00239542406052351,0.0479084812104702,1000.0,0.0005852944450452924,0.5852944254875183,10000.0,6.589677781221326e-08,0.0006589677650481462,0.0029880718793720007,0.6344016194343567
3,20.0,7.060998541419394e-06,0.00014121996355243027,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1.3612958582598367e-07,0.00013612958719022572,1000.0,4.994323035134585e-07,0.0004994323244318366,0.0,0.0,0.0,20.0,0.002085511339828372,0.041710227727890015,1000.0,0.0005900826654396951,0.5900826454162598,10000.0,1.6081125409073138e-07,0.0016081125941127539,0.002683451399207115,0.6341778039932251
4,20.0,7.115091648302041e-06,0.00014230184024199843,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,9.96362018668151e-07,0.0009963620686903596,1000.0,2.2110403108399623e-07,0.0002211040264228359,0.0,0.0,0.0,20.0,0.002373921684920788,0.047478433698415756,1000.0,0.0005912993801757693,0.5912993550300598,10000.0,1.2400995785810665e-08,0.00012400995183270425,0.0029735660646110773,0.6402615904808044
5,20.0,6.874327482364606e-06,0.00013748655328527093,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,7.924977012407908e-07,0.0007924977107904851,1000.0,5.211492180023924e-07,0.0005211491952650249,0.0,0.0,0.0,20.0,0.00181547028478235,0.03630940616130829,1000.0,0.0005931438645347953,0.593143880367279,10000.0,3.275439652838941e-08,0.00032754396670497954,0.002416834933683276,0.631231963634491
6,20.0,7.174952770583332e-06,0.00014349905541166663,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.0541247042492614e-07,0.0003054124827031046,1000.0,1.1389997212063463e-07,0.0001138999723480083,0.0,0.0,0.0,20.0,0.001966486219316721,0.03932972252368927,1000.0,0.0005934025393798947,0.5934025645256042,10000.0,1.6923204171348516e-08,0.00016923203656915575,0.0025675001088529825,0.6334643363952637
7,20.0,7.354846729867859e-06,0.00014709692914038897,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,2.630330300235073e-07,0.0002630330272950232,1000.0,3.1761632612870017e-07,0.00031761632999405265,0.0,0.0,0.0,20.0,0.001602166797965765,0.03204333782196045,1000.0,0.0005913061322644353,0.5913061499595642,10000.0,1.0013841489353581e-07,0.0010013841092586517,0.0022015084978193045,0.6250786185264587
8,20.0,7.959954018588178e-06,0.00015919908764772117,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,4.120565506582352e-07,0.00041205654270015657,1000.0,2.575267785687174e-07,0.0002575267862994224,0.0,0.0,0.0,20.0,0.0025979592464864254,0.05195918679237366,1000.0,0.0005878953379578888,0.5878953337669373,10000.0,1.1484104334158474e-07,0.0011484104907140136,0.0031945989467203617,0.6418316960334778
9,20.0,9.095641871681437e-06,0.00018191283743362874,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,3.618919208747684e-07,0.0003618919290602207,1000.0,1.6931137736264645e-07,0.0001693113736109808,0.0,0.0,0.0,20.0,0.002389890607446432,0.04779781401157379,1000.0,0.0005823280080221593,0.5823280215263367,10000.0,3.3644789709796896e-07,0.003364478936418891,0.0029821819625794888,0.6342034339904785
