final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1000,0.3970288336277008,0.3970288336277008,20.0,2.1540339730563574e-05,0.00043080679461127147,10.0,0.00526021234691143,0.052602123469114304,1.0,8.639776206109673e-05,8.639776206109673e-05,10.0,0.005443850066512823,0.05443850066512823,500.0,0.00040915896533988416,0.20457948266994208,0.001,84.89152526855469,0.08489152526855469,700000,700000,1192
