iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,34.587406158447266,20.0,1.15648240555047e-16,2.31296481110094e-15,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014644107781350613,0.0,500.0,0.06917481124401093,34.58740562200546,0.0,0.0,0.0,700000,700000,1090
2,rigid,34.30845260620117,20.0,1.495611968493904e-06,2.991223936987808e-05,50.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.0050025012506253125,0.015027369372546673,7.517443407977325e-05,500.0,0.06861668825149536,34.30834412574768,0.0,0.0,0.0,700000,700000,1093
3,rigid,34.03193664550781,20.0,5.618091563519556e-06,0.00011236183127039112,50.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.010005002501250625,0.014853487722575665,0.00014860918181666498,500.0,0.06806334853172302,34.03167426586151,0.0,0.0,0.0,700000,700000,1100
4,rigid,33.756263732910156,20.0,1.1106209058198147e-05,0.00022212418116396293,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.01493863109499216,0.0002241915622059854,500.0,0.06751162558794022,33.75581279397011,0.0,0.0,0.0,700000,700000,1104
5,rigid,33.48194122314453,20.0,1.782701292540878e-05,0.0003565402585081756,50.0,0.0,0.0,1.0,4.006736617157003e-06,4.006736617157003e-06,0.02001000500250125,0.015546180307865143,0.0003110791457301679,500.0,0.06696254014968872,33.48127007484436,0.0,0.0,0.0,700000,700000,1086
6,rigid,33.209014892578125,20.0,2.6448962671565823e-05,0.0005289792534313165,50.0,0.0,0.0,1.0,6.245856184250442e-06,6.245856184250442e-06,0.02501250625312656,0.015614082105457783,0.0003905473262995943,500.0,0.0664161741733551,33.20808708667755,0.0,0.0,0.0,700000,700000,1087
7,rigid,32.93758010864258,20.0,3.747690061572939e-05,0.0007495380123145878,50.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,0.030015007503751877,0.015769099816679955,0.00047330964932506116,500.0,0.06587269902229309,32.936349511146545,0.0,0.0,0.0,700000,700000,1088
8,rigid,32.66709518432617,20.0,5.1174472901038826e-05,0.0010234894580207765,50.0,0.0,0.0,1.0,1.225830419571139e-05,1.225830419571139e-05,0.03501750875437719,0.015963252633810043,0.0005589933388527779,500.0,0.06533100455999374,32.66550227999687,0.0,0.0,0.0,700000,700000,1090
9,rigid,32.3978157043457,20.0,6.771115295123309e-05,0.0013542230590246618,50.0,0.0,0.0,1.0,1.602694646862801e-05,1.602694646862801e-05,0.0400200100050025,0.016151228919625282,0.0006463723429564895,500.0,0.06479159742593765,32.395798712968826,0.0,0.0,0.0,700000,700000,1098
10,rigid,32.13035202026367,20.0,8.692887786310166e-05,0.0017385775572620332,50.0,0.0,0.0,1.0,2.0278821466490626e-05,2.0278821466490626e-05,0.04502251125562781,0.015810184180736542,0.0007118141952307597,500.0,0.06425575911998749,32.127879559993744,0.0,0.0,0.0,700000,700000,1090
11,rigid,31.864198684692383,20.0,0.0001090781734092161,0.002181563468184322,50.0,0.0,0.0,1.0,2.503036375856027e-05,2.503036375856027e-05,0.05002501250625312,0.01599351316690445,0.0008000756961933191,500.0,0.0637223869562149,31.861193478107452,0.0,0.0,0.0,700000,700000,1089
12,rigid,31.599803924560547,20.0,0.00013376036076806486,0.002675207215361297,50.0,0.0,0.0,1.0,3.03074066323461e-05,3.03074066323461e-05,0.05502751375687844,0.016284814104437828,0.0008961128321601607,500.0,0.06319240480661392,31.59620240330696,0.0,0.0,0.0,700000,700000,1077
13,rigid,31.33649444580078,20.0,0.00016100239008665085,0.003220047801733017,50.0,0.0,0.0,1.0,3.606063182814978e-05,3.606063182814978e-05,0.060030015007503754,0.016018636524677277,0.0009615989909761247,500.0,0.06266455352306366,31.33227676153183,0.0,0.0,0.0,700000,700000,1077
14,rigid,31.07415008544922,20.0,0.00019081209029536694,0.003816241805907339,50.0,0.0,0.0,1.0,4.234406151226722e-05,4.234406151226722e-05,0.06503251625812906,0.015758758410811424,0.001024831712559022,500.0,0.06213853508234024,31.06926754117012,0.0,0.0,0.0,700000,700000,1091
15,rigid,30.813444137573242,20.0,0.00022298871772363782,0.004459774354472756,50.0,0.0,0.0,1.0,4.909896961180493e-05,4.909896961180493e-05,0.07003501750875438,0.015976719558238983,0.0011189298339937257,500.0,0.061615630984306335,30.807815492153168,0.0,0.0,0.0,700000,700000,1085
16,rigid,30.554258346557617,20.0,0.0002567978226579726,0.0051359564531594515,50.0,0.0,0.0,1.0,5.638878428726457e-05,5.638878428726457e-05,0.0750375187593797,0.015623495914041996,0.0011723483677370183,500.0,0.06109578534960747,30.547892674803734,0.0,0.0,0.0,700000,700000,1078
17,rigid,30.29669761657715,20.0,0.00029187032487243414,0.005837406497448683,50.0,0.0,0.0,1.0,6.418297562049702e-05,6.418297562049702e-05,0.080040020010005,0.01585214212536812,0.0012688057729159073,500.0,0.060579054057598114,30.289527028799057,0.0,0.0,0.0,700000,700000,1063
18,rigid,30.040374755859375,20.0,0.0003274707996752113,0.006549415993504226,50.0,0.0,0.0,1.0,7.248151814565063e-05,7.248151814565063e-05,0.08504252126063032,0.015827232971787453,0.0013459877965001836,500.0,0.06006481498479843,30.032407492399216,0.0,0.0,0.0,700000,700000,1070
19,rigid,29.78499412536621,20.0,0.0003633607120718807,0.007267214241437614,50.0,0.0,0.0,1.0,8.132678340189159e-05,8.132678340189159e-05,0.09004502251125562,0.015632260590791702,0.001407607256799653,500.0,0.059552475810050964,29.776237905025482,0.0,0.0,0.0,700000,700000,1077
20,rigid,29.53040313720703,20.0,0.0003999808104708791,0.007999616209417582,50.0,0.0,0.0,1.0,9.06364293769002e-05,9.06364293769002e-05,0.09504752376188094,0.01549187395721674,0.0014724642580646226,500.0,0.05904167890548706,29.52083945274353,0.0,0.0,0.0,700000,700000,1061
21,rigid,29.276697158813477,20.0,0.00043791631469503045,0.008758326293900609,50.0,0.0,0.0,1.0,0.00010045045928563923,0.00010045045928563923,0.10005002501250625,0.015627574175596237,0.0015635391871532001,500.0,0.05853255093097687,29.266275465488434,0.0,0.0,0.0,700000,700000,1055
22,rigid,29.02399253845215,20.0,0.00047758471919223666,0.009551694383844733,50.0,0.0,0.0,1.0,0.00011076886585215107,0.00011076886585215107,0.10505252626313157,0.015734052285552025,0.0016529019409534393,500.0,0.05802535265684128,29.01267632842064,0.0,0.0,0.0,700000,700000,1066
23,rigid,28.772151947021484,20.0,0.000519435154274106,0.01038870308548212,50.0,0.0,0.0,1.0,0.00012164338841103017,0.00012164338841103017,0.11005502751375688,0.015542769804596901,0.0017105599584849016,500.0,0.05751986429095268,28.75993214547634,0.0,0.0,0.0,700000,700000,1029
24,rigid,28.52126693725586,20.0,0.0005637879366986454,0.011275758733972907,50.0,0.0,0.0,1.0,0.00013302700244821608,0.00013302700244821608,0.11505752876438219,0.015652965754270554,0.0018009915575198736,500.0,0.05701611191034317,28.508055955171585,0.0,0.0,0.0,700000,700000,1018
25,rigid,28.271156311035156,20.0,0.0006109528476372361,0.012219056952744722,50.0,0.0,0.0,1.0,0.0001448632392566651,0.0001448632392566651,0.12006003001500751,0.015497777611017227,0.0018606636451446396,500.0,0.05651386082172394,28.25693041086197,0.0,0.0,0.0,700000,700000,1018
26,rigid,28.021944046020508,20.0,0.0006611148128286004,0.013222296256572008,50.0,0.0,0.0,1.0,0.0001573215558892116,0.0001573215558892116,0.12506253126563283,0.015691041946411133,0.0019623614240133983,500.0,0.05601320415735245,28.006602078676224,0.0,0.0,0.0,700000,700000,994
