final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,4.327288627624512,4.327288627624512,1.0,3.924248449038714e-05,3.924248449038714e-05,0.0,0.005230905953794718,0.0,20.0,0.006771290209144354,0.13542580418288708,20.0,0.00029718331643380225,0.005943666328676045,10.0,0.026403158903121948,0.2640315890312195,10.0,2.094193405355327e-05,0.00020941934053553268,25.0,0.00011851948511321098,0.0029629871278302744,15.0,0.00614717323333025,0.09220759849995375,20.0,0.16776829957962036,3.3553659915924072,500.0,0.000546975526958704,0.273487763479352,200.0,0.0005796209443360567,0.11592418886721134,1.0,0.08169043809175491,0.08169043809175491,0.0,0.0,0.0
