final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.39795657992362976,0.39795657992362976,1.0,0.00018584149074740708,0.00018584149074740708,20.0,6.225451943464577e-05,0.0012450903886929154,20.0,5.6824674175004475e-06,0.00011364934835000895,0.0,0.07896261662244797,0.0,25.0,5.547481123358011e-05,0.0013868702808395028,15.0,0.004551219753921032,0.06826829630881548,0.0,0.17381420731544495,0.0,500.0,0.00034027628134936094,0.17013814067468047,200.0,0.0005546823376789689,0.11093646753579378,1.0,0.04568221792578697,0.04568221792578697,0.0,0.0,0.0
