View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3755,0.2678,0.1893,0.1367,0.1010,0.0735,0.0523,0.0376,0.0276,0.0245,0.0198,0.0183,0.0156,0.0147,0.0131,0.0127,0.0117,0.0122,0.0143,0.0193,0.0283,0.0416,0.0625,0.1480
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6857,0.7808,0.8317,0.8651,0.8997,0.9382,0.9622,0.9743,0.9808,0.9855,0.9857,0.9877,0.9877,0.9890,0.9892,0.9900,0.9900,0.9912,0.9912,0.9909,0.9906,0.9893,0.9874,0.9848
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3905,0.2853,0.2021,0.1425,0.1007,0.0703,0.0488,0.0347,0.0254,0.0219,0.0176,0.0158,0.0135,0.0126,0.0114,0.0113,0.0107,0.0104,0.0097,0.0095,0.0093,0.0097,0.0101,0.0108
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5504,0.5934,0.6427,0.6794,0.6982,0.6682,0.5022,0.2412,0.1063,0.1042,0.0891,0.0924,0.0827,0.0857,0.0796,0.0807,0.0758,0.0869,0.1037,0.1450,0.2185,0.3938,0.5863,0.7580
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5885,0.5907,0.4342,0.2130,0.0983,0.0526,0.0313,0.0204,0.0141,0.0131,0.0106,0.0102,0.0089,0.0087,0.0079,0.0081,0.0076,0.0074,0.0066,0.0065,0.0064,0.0067,0.0070,0.0074
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3050,0.1063,0.0468,0.0267,0.0172,0.0117,0.0081,0.0058,0.0043,0.0037,0.0030,0.0027,0.0023,0.0022,0.0019,0.0019,0.0018,0.0017,0.0016,0.0015,0.0015,0.0015,0.0016,0.0017
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3295,0.1850,0.1052,0.0650,0.0435,0.0308,0.0226,0.0172,0.0135,0.0127,0.0108,0.0104,0.0091,0.0089,0.0081,0.0080,0.0074,0.0072,0.0064,0.0062,0.0059,0.0056,0.0054,0.0051
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6037,0.6637,0.6770,0.6337,0.4444,0.1639,0.0621,0.0319,0.0194,0.0174,0.0137,0.0129,0.0110,0.0106,0.0096,0.0096,0.0089,0.0093,0.0107,0.0127,0.0148,0.0135,0.0120,0.0111
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6416,0.7396,0.7970,0.8307,0.8549,0.8810,0.9052,0.9230,0.9352,0.9497,0.9505,0.9577,0.9579,0.9628,0.9637,0.9666,0.9668,0.9696,0.9680,0.9648,0.9610,0.9562,0.9505,0.9382
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6736,0.7254,0.7115,0.6497,0.4605,0.1809,0.0683,0.0343,0.0204,0.0200,0.0165,0.0166,0.0145,0.0147,0.0135,0.0138,0.0123,0.0115,0.0114,0.0119,0.0122,0.0120,0.0122,0.0121
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6059,0.6875,0.7465,0.7899,0.8224,0.8457,0.8599,0.8665,0.8660,0.8878,0.8857,0.8991,0.8972,0.9071,0.9070,0.9122,0.9083,0.9107,0.9109,0.9152,0.9188,0.9260,0.9319,0.9345
