iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
13,14.646326065063477,500.0,2.06662189157214e-05,0.0103331094578607,0.09004502251125562,0.0,0.0,500.0,0.02760126441717148,13.80063220858574,200.0,0.003014666261151433,0.6029332522302866
14,13.689596176147461,500.0,2.142716220987495e-05,0.010713581104937475,0.0975487743871936,0.0,0.0,500.0,0.025785602629184723,12.892801314592361,200.0,0.002837636275216937,0.5675272550433874
15,12.79356861114502,500.0,2.2239688405534253e-05,0.011119844202767126,0.10505252626313157,0.0,0.0,500.0,0.02407791092991829,12.038955464959145,200.0,0.0026758669409900904,0.5351733881980181
16,11.957460403442383,500.0,2.313351615157444e-05,0.01156675807578722,0.11255627813906953,0.0,0.0,500.0,0.02246081456542015,11.230407282710075,200.0,0.00252723996527493,0.505447993054986
17,11.171890258789062,500.0,2.4074999600998126e-05,0.012037499800499063,0.12006003001500751,0.0,0.0,500.0,0.020927047356963158,10.463523678481579,200.0,0.0023906477726995945,0.4781295545399189
18,10.421009063720703,500.0,2.50846533162985e-05,0.01254232665814925,0.12756378189094547,0.0,0.0,500.0,0.019476471468806267,9.738235734403133,200.0,0.002265952294692397,0.4531904589384794
19,9.712206840515137,500.0,2.613405740703456e-05,0.01306702870351728,0.13506753376688344,0.0,0.0,500.0,0.018106570467352867,9.053285233676434,200.0,0.0021269165445119143,0.42538330890238285
20,9.048108100891113,500.0,2.720461634453386e-05,0.01360230817226693,0.1425712856428214,0.0,0.0,500.0,0.01681404747068882,8.40702373534441,200.0,0.0019887431990355253,0.39774863980710506
21,8.422835350036621,500.0,2.829716686392203e-05,0.014148583431961015,0.1500750375187594,0.0,0.0,500.0,0.01559346355497837,7.796731777489185,200.0,0.0018604767974466085,0.3720953594893217
22,7.832225322723389,500.0,2.941269485745579e-05,0.014706347428727895,0.15757878939469736,0.0,0.0,500.0,0.014443178661167622,7.221589330583811,200.0,0.0017322744242846966,0.3464548848569393
23,7.278195858001709,500.0,3.05285575450398e-05,0.015264278772519901,0.16508254127063532,0.0,0.0,500.0,0.013364207930862904,6.682103965431452,200.0,0.0016084365779533982,0.32168731559067965
24,6.76073694229126,500.0,3.166236274410039e-05,0.015831181372050196,0.17258629314657328,0.0,0.0,500.0,0.01234937272965908,6.17468636482954,200.0,0.0014984728768467903,0.29969457536935806
25,6.276643753051758,500.0,3.2826421374920756e-05,0.016413210687460378,0.18009004502251125,0.0016552701126784086,0.0002980976691166719,500.0,0.011392511427402496,5.696255713701248,200.0,0.0014024825068190694,0.2804965013638139
26,5.848739147186279,500.0,3.40223778039217e-05,0.01701118890196085,0.1875937968984492,0.0005361444782465696,0.00010057737836041201,500.0,0.01049291342496872,5.24645671248436,200.0,0.001320011098869145,0.264002219773829
27,5.4253997802734375,500.0,3.529140667524189e-05,0.017645703337620944,0.1950975487743872,0.000990869477391243,0.0001933162061943896,500.0,0.009645025245845318,4.822512622922659,200.0,0.0012464317260310054,0.24928634520620108
28,5.025084972381592,500.0,3.656225453596562e-05,0.01828112726798281,0.20260130065032517,0.001097138156183064,0.00022228161743578835,500.0,0.008847475051879883,4.423737525939941,200.0,0.001149807940237224,0.22996158804744482
29,4.647278308868408,500.0,3.780319093493745e-05,0.018901595467468724,0.21010505252626313,0.0014338578330352902,0.0003012607753250735,500.0,0.008096441626548767,4.0482208132743835,200.0,0.0010465835221111774,0.2093167044222355
30,4.293834686279297,500.0,3.9071619539754465e-05,0.019535809769877233,0.2176088044022011,0.0019465809455141425,0.0004235931522254387,500.0,0.007391536142677069,3.6957680713385344,200.0,0.0009558660676702857,0.19117321353405714
31,3.9675586223602295,500.0,4.037118560518138e-05,0.02018559280259069,0.22511255627813906,0.001046950463205576,0.00023568169506878897,500.0,0.006731576751917601,3.3657883759588003,200.0,0.0008499660762026906,0.16999321524053812
32,3.6703617572784424,500.0,4.154362977715209e-05,0.020771814888576046,0.23261630815407705,0.0011029962915927172,0.0002565749252579357,500.0,0.006121328100562096,3.060664050281048,200.0,0.000751000945456326,0.1502001890912652
33,3.392071008682251,500.0,4.264120070729405e-05,0.021320600353647023,0.24012006003001501,0.0015347999287769198,0.00036853625103197676,500.0,0.005556824151426554,2.778412075713277,200.0,0.0006479285075329244,0.12958570150658488
34,3.1357967853546143,500.0,4.37001945101656e-05,0.0218500972550828,0.24762381190595298,0.00272918283008039,0.000675810655772783,500.0,0.005034968256950378,2.517484128475189,200.0,0.0005313952569849789,0.10627905139699578
35,2.903167486190796,500.0,4.472000728128478e-05,0.02236000364064239,0.25512756378189094,0.004699006211012602,0.0011988460068116194,500.0,0.004552436526864767,2.2762182634323835,200.0,0.0004276243853382766,0.08552487706765532
36,2.6907882690429688,500.0,4.567149153444916e-05,0.02283574576722458,0.26263131565782893,0.009235781617462635,0.0024256054773226033,500.0,0.004111169837415218,2.055584918707609,200.0,0.00033865237492136657,0.06773047498427331
37,2.5070888996124268,500.0,4.662562787416391e-05,0.023312813937081955,0.27013506753376687,0.010900839231908321,0.00294469894208629,500.0,0.003706150222569704,1.853075111284852,200.0,0.00027409321046434343,0.054818642092868686
38,2.336669921875,500.0,4.757969145430252e-05,0.02378984572715126,0.27763881940970486,0.011441688984632492,0.0031766570217463897,500.0,0.003333922242745757,1.6669611213728786,200.0,0.00023770409461576492,0.04754081892315298
39,2.180575370788574,500.0,4.871519195148721e-05,0.024357595975743607,0.2851425712856428,0.01181395910680294,0.0033686626767772264,500.0,0.0030016754753887653,1.5008377376943827,200.0,0.0001747454225551337,0.03494908451102674
40,2.058358669281006,500.0,5.0054502935381606e-05,0.025027251467690803,0.2926463231615808,0.012788227759301662,0.0037424278335124925,500.0,0.0026968049351125956,1.3484024675562978,200.0,0.00013903030776418746,0.02780606155283749
41,1.9469820261001587,500.0,5.165609036339447e-05,0.025828045181697235,0.3001500750375188,0.00684325722977519,0.0020540041710180664,500.0,0.0024143068585544825,1.2071534292772412,200.0,0.00010760759323602542,0.021521518647205085
42,1.8390533924102783,500.0,5.3828072850592434e-05,0.026914036425296217,0.3076538269134567,0.006387714296579361,0.0019652047485724396,500.0,0.0021492938976734877,1.0746469488367438,200.0,8.982094004750252e-05,0.017964188009500504
43,1.748136281967163,500.0,5.6096305343089625e-05,0.028048152671544813,0.3151575787893947,0.0064442576840519905,0.0020309566488007774,500.0,0.001919069793075323,0.9595348965376616,200.0,7.109467696864158e-05,0.014218935393728316
44,1.6821242570877075,500.0,5.8190376876154914e-05,0.029095188438077457,0.32266133066533265,0.0072983186691999435,0.0023548852134236934,500.0,0.0017268775263801217,0.8634387631900609,200.0,6.203180964803323e-05,0.012406361929606646
45,1.6252639293670654,500.0,6.0351107094902545e-05,0.030175553547451273,0.33016508254127064,0.008150001056492329,0.0026908457715282327,500.0,0.0015682079829275608,0.7841039914637804,200.0,4.764633922604844e-05,0.009529267845209688
46,1.5832492113113403,500.0,6.253628816921264e-05,0.03126814408460632,0.33766883441720863,0.008858799003064632,0.0029913403337011642,500.0,0.001434405567124486,0.717202783562243,200.0,3.630642095231451e-05,0.007261284190462902
47,1.5472556352615356,500.0,6.463628960773349e-05,0.032318144803866744,0.34517258629314657,0.009171061217784882,0.003165598919595582,500.0,0.0013248366303741932,0.6624183151870966,200.0,3.8973092159722e-05,0.0077946184319444
48,1.524978518486023,500.0,6.643110100412741e-05,0.033215550502063707,0.35267633816908456,0.009149122051894665,0.0032266788627242316,500.0,0.0012522884644567966,0.6261442322283983,200.0,4.9775717343436554e-05,0.00995514346868731
49,1.5167253017425537,500.0,6.816913082730025e-05,0.034084565413650125,0.3601800900450225,0.008662271313369274,0.0031199776616437605,500.0,0.0011916074436157942,0.5958037218078971,200.0,5.300411066855304e-05,0.010600822133710608
50,1.476253867149353,500.0,6.974211282795295e-05,0.034871056413976476,0.3676838419209605,0.008081261068582535,0.002971349117262713,500.0,0.001140299835242331,0.5701499176211655,200.0,5.086624150862917e-05,0.010173248301725835
51,1.4415650367736816,500.0,7.101644587237388e-05,0.03550822293618694,0.3751875937968984,0.007373768370598555,0.002766546412180548,500.0,0.0011011536698788404,0.5505768349394202,200.0,5.2122330089332536e-05,0.010424466017866507
52,1.4124246835708618,500.0,7.239953993121162e-05,0.03619976996560581,0.3826913456728364,0.00710833165794611,0.002720297007668221,500.0,0.0010677940445020795,0.5338970222510397,200.0,5.034657078795135e-05,0.01006931415759027
53,1.3773609399795532,500.0,7.375332643277943e-05,0.036876663216389716,0.3901950975487744,0.00682911416515708,0.0026646868678451836,500.0,0.0010396754369139671,0.5198377184569836,200.0,3.9936356188263744e-05,0.007987271237652749
54,1.3530101776123047,500.0,7.457180618075654e-05,0.03728590309037827,0.39769884942471234,0.006476075854152441,0.002575527915983587,500.0,0.0010235398076474667,0.5117699038237333,200.0,3.197542537236586e-05,0.006395085074473172
55,1.3577278852462769,500.0,7.55879664211534e-05,0.0377939832105767,0.40520260130065033,0.006602490320801735,0.0026753462530512283,500.0,0.0010109066497534513,0.5054533248767257,200.0,2.622946340125054e-05,0.005245892680250108
56,1.3463480472564697,500.0,7.660232222406194e-05,0.03830116111203097,0.41270635317658827,0.006382621359080076,0.002634148384812938,500.0,0.0010030153207480907,0.5015076603740454,200.0,2.3119242541724816e-05,0.004623848508344963
57,1.3147207498550415,500.0,7.765954069327563e-05,0.038829770346637815,0.42021010505252626,0.006109355483204126,0.002567212909400433,500.0,0.001000214833766222,0.500107416883111,200.0,2.267665149702225e-05,0.00453533029940445
58,1.3093609809875488,500.0,7.818885933374986e-05,0.03909442966687493,0.42771385692846425,0.006256859749555588,0.0026761456157428855,500.0,0.0010016578016802669,0.5008289008401334,200.0,2.3546304873889312e-05,0.004709260974777862
59,1.2773250341415405,500.0,7.823965279385448e-05,0.03911982639692724,0.4352176088044022,0.005866244900971651,0.002553093078461899,500.0,0.0010138526558876038,0.5069263279438019,200.0,2.6495157726458274e-05,0.005299031545291655
60,1.2617830038070679,500.0,7.740628643659875e-05,0.038703143218299374,0.4427213606803402,0.005909616127610207,0.0026163132931140737,500.0,0.001030262210406363,0.5151311052031815,200.0,3.2761061447672546e-05,0.006552212289534509
61,1.2535080909729004,500.0,7.665742305107415e-05,0.038328711525537074,0.4502251125562781,0.005679663270711899,0.0025571270353380235,500.0,0.0010467646643519402,0.5233823321759701,200.0,4.231839920976199e-05,0.008463679841952398
62,1.241855502128601,500.0,7.64398937462829e-05,0.03821994687314145,0.4577288644322161,0.005225151777267456,0.0023917027894946085,500.0,0.001058930647559464,0.529465323779732,200.0,5.228699228609912e-05,0.010457398457219824
63,1.2352242469787598,500.0,7.651348278159276e-05,0.03825674139079638,0.4652326163081541,0.0046212454326450825,0.0021499541032315795,500.0,0.0010683060390874743,0.5341530195437372,200.0,6.167935498524457e-05,0.012335870997048914
64,1.2235180139541626,500.0,7.56990339141339e-05,0.03784951695706695,0.47273636818409204,0.00409938907250762,0.0019379303019108059,500.0,0.0010739440331235528,0.5369720165617764,200.0,6.323132402030751e-05,0.012646264804061502
65,1.209347128868103,500.0,7.452364661730826e-05,0.03726182330865413,0.48024012006003003,0.003977256827056408,0.0019100382961351435,500.0,0.001073869876563549,0.5369349382817745,200.0,5.6427019444527104e-05,0.011285403888905421
66,1.2093536853790283,500.0,7.381612522294745e-05,0.036908062611473724,0.48774387193596797,0.003867135848850012,0.001886171812220491,500.0,0.0010729259811341763,0.5364629905670881,200.0,4.894633457297459e-05,0.009789266914594918
67,1.200501561164856,500.0,7.276453106896952e-05,0.03638226553448476,0.49524762381190596,0.0038614217191934586,0.001912359930966245,500.0,0.001073312247171998,0.536656123585999,200.0,4.6627748815808445e-05,0.009325549763161689
68,1.1889888048171997,500.0,7.138245564419776e-05,0.03569122782209888,0.5027513756878439,0.003795475233346224,0.0019081803949539543,500.0,0.00107054493855685,0.535272469278425,200.0,4.76765853818506e-05,0.00953531707637012
69,1.1799519062042236,500.0,6.932007818249986e-05,0.03466003909124993,0.5102551275637819,0.003660304006189108,0.0018676888876002452,500.0,0.0010647426825016737,0.5323713412508368,200.0,5.0665745220612735e-05,0.010133149044122547
70,1.1719532012939453,500.0,6.75643386784941e-05,0.03378216933924705,0.5177588794397199,0.0039036585949361324,0.0020211538998293633,500.0,0.0010555966291576624,0.5277983145788312,200.0,4.495241228141822e-05,0.008990482456283644
71,1.1676499843597412,500.0,6.584482616744936e-05,0.03292241308372468,0.5252626313156579,0.0037444019690155983,0.0019667944309486635,500.0,0.0010453300783410668,0.5226650391705334,200.0,3.774537253775634e-05,0.007549074507551268
72,1.1573187112808228,500.0,6.462168676080182e-05,0.03231084338040091,0.5327663831915957,0.0037112960126250982,0.0019772537535996644,500.0,0.001034522894769907,0.5172614473849535,200.0,3.0333931135828607e-05,0.006066786227165721
73,1.1616064310073853,500.0,6.326266884570941e-05,0.03163133442285471,0.5402701350675337,0.0035964278504252434,0.0019430425605098862,500.0,0.0010267975740134716,0.5133987870067358,200.0,2.7422162020229734e-05,0.005484432404045947
74,1.153161644935608,500.0,6.167759420350194e-05,0.03083879710175097,0.5477738869434717,0.003485546912997961,0.001909291580656712,500.0,0.00102623098064214,0.51311549032107,200.0,2.8363705496303737e-05,0.005672741099260747
75,1.1503852605819702,500.0,6.0025096900062636e-05,0.030012548450031318,0.5552776388194097,0.0032609044574201107,0.0018107073275319275,500.0,0.0010358986910432577,0.5179493455216289,200.0,2.9588805773528293e-05,0.0059177611547056586
76,1.1575576066970825,500.0,5.853989569004625e-05,0.029269947845023125,0.5627813906953477,0.002775573404505849,0.0015620410605648226,500.0,0.0010571577586233616,0.5285788793116808,200.0,2.576766928541474e-05,0.005153533857082948
77,1.1610734462738037,500.0,5.750673153670505e-05,0.028753365768352523,0.5702851425712856,0.0027936901897192,0.001593200008144016,500.0,0.00107664056122303,0.538320280611515,200.0,2.3207347112474963e-05,0.004641469422494993
78,1.1662849187850952,500.0,5.6683114962652326e-05,0.028341557481326163,0.5777888944472236,0.0025872013065963984,0.0014948561826507454,500.0,0.0010960492072626948,0.5480246036313474,200.0,2.239017703686841e-05,0.004478035407373682
79,1.1712751388549805,500.0,5.601268640020862e-05,0.02800634320010431,0.5852926463231616,0.002223032061010599,0.0013011243178501256,500.0,0.0011101554846391082,0.5550777423195541,200.0,2.3617523766006343e-05,0.004723504753201269
80,1.165791392326355,500.0,5.554900417337194e-05,0.02777450208668597,0.5927963981990996,0.0020710795652121305,0.0012277285066415082,500.0,0.0011199350701645017,0.5599675350822508,200.0,2.5952234864234924e-05,0.005190446972846985
81,1.1520612239837646,500.0,5.568920460063964e-05,0.02784460230031982,0.6003001500750376,0.001855767099186778,0.00111401726814614,500.0,0.0011232794495299459,0.5616397247649729,200.0,2.7044534363085404e-05,0.005408906872617081
82,1.146313190460205,500.0,5.6382574257440865e-05,0.028191287128720433,0.6078039019509754,0.0020797918550670147,0.001264105604755589,500.0,0.001125634415075183,0.5628172075375915,200.0,2.7189809770788997e-05,0.0054379619541577995
83,1.1400502920150757,500.0,5.756886093877256e-05,0.02878443046938628,0.6153076538269134,0.0018718107603490353,0.001151739487358336,500.0,0.0011267953086644411,0.5633976543322206,200.0,2.8156020562164485e-05,0.005631204112432897
84,1.1501508951187134,500.0,5.8314813941251487e-05,0.029157406970625743,0.6228114057028514,0.001697373460046947,0.0010571435506545519,500.0,0.0011318445904180408,0.5659222952090204,200.0,2.988716005347669e-05,0.005977432010695338
85,1.1534970998764038,500.0,5.873458576388657e-05,0.029367292881943285,0.6303151575787894,0.001801447244361043,0.0011354795036993069,500.0,0.0011351157445460558,0.5675578722730279,200.0,3.025188016181346e-05,0.006050376032362692
86,1.153962254524231,500.0,5.882801269763149e-05,0.029414006348815747,0.6378189094547274,0.0018354469211772084,0.0011706827536272842,500.0,0.001133573241531849,0.5667866207659245,200.0,2.8600208679563366e-05,0.005720041735912673
87,1.1472716331481934,500.0,5.900318865315057e-05,0.029501594326575287,0.6453226613306653,0.0021029857452958822,0.0013571043578947913,500.0,0.0011286570224910975,0.5643285112455487,200.0,2.5435674615437165e-05,0.005087134923087433
88,1.137974739074707,500.0,5.928814789513126e-05,0.02964407394756563,0.6528264132066033,0.0021427073515951633,0.0013988159548932906,500.0,0.0011204248294234276,0.5602124147117138,200.0,2.168621722375974e-05,0.004337243444751948
89,1.1297426223754883,500.0,5.9338402934372425e-05,0.029669201467186213,0.6603301650825413,0.002094179391860962,0.0013828498235400049,500.0,0.0011077552335336804,0.5538776167668402,200.0,1.8505952539271675e-05,0.003701190507854335
90,1.1190145015716553,500.0,5.910984327783808e-05,0.02955492163891904,0.6678339169584793,0.002031350042670965,0.0013566044557107248,500.0,0.001097212778404355,0.5486063892021775,200.0,1.6882877389434725e-05,0.003376575477886945
91,1.1244007349014282,500.0,5.8726676797959954e-05,0.029363338398979977,0.6753376688344173,0.0019637879449874163,0.0013262199728529326,500.0,0.0010885526426136494,0.5442763213068247,200.0,1.665399395278655e-05,0.00333079879055731
92,1.1258094310760498,500.0,5.848192085977644e-05,0.02924096042988822,0.6828414207103551,0.0018396171508356929,0.0012561667888397801,500.0,0.0010807188227772713,0.5403594113886356,200.0,1.6010439139790833e-05,0.0032020878279581666
93,1.1179064512252808,500.0,5.819798388984054e-05,0.02909899194492027,0.6903451725862931,0.001613319618627429,0.001113747410558205,500.0,0.0010732178343459964,0.5366089171729982,200.0,1.4750074114999734e-05,0.0029500148229999468
94,1.115402102470398,500.0,5.8117148000746965e-05,0.029058574000373483,0.6978489244622311,0.0017149685882031918,0.0011967889847641082,500.0,0.0010657815728336573,0.5328907864168286,200.0,1.2482974852900952e-05,0.0024965949705801904
95,1.1090366840362549,500.0,5.852192407473922e-05,0.02926096203736961,0.7053526763381691,0.001738463412038982,0.0012262298203976811,500.0,0.00105438067112118,0.52719033556059,200.0,1.0465901141287759e-05,0.002093180228257552
96,1.1109368801116943,500.0,5.929882900090888e-05,0.02964941450045444,0.7128564282141071,0.0020667093340307474,0.0014732670340139146,500.0,0.0010419875616207719,0.5209937808103859,200.0,9.881306141323876e-06,0.001976261228264775
97,1.1134940385818481,500.0,5.960825001238845e-05,0.029804125006194226,0.720360180090045,0.0021581207402050495,0.0015546242450701706,500.0,0.00103523931466043,0.517619657330215,200.0,1.0628092240949627e-05,0.0021256184481899254
98,1.1061819791793823,500.0,5.977045657346025e-05,0.029885228286730126,0.727863931965983,0.00218213046900928,0.0015882940632358693,500.0,0.0010305105242878199,0.5152552621439099,200.0,1.2242058801348321e-05,0.0024484117602696642
99,1.1074013710021973,500.0,5.9718964621424675e-05,0.029859482310712337,0.735367683841921,0.002141096629202366,0.001574493269098288,500.0,0.0010298423003405333,0.5149211501702666,200.0,1.4714756616740488e-05,0.0029429513233480975
100,1.1070523262023926,500.0,5.978815534035675e-05,0.029894077670178376,0.742871435717859,0.002186361001804471,0.0016241851364080238,500.0,0.0010282867588102818,0.5141433794051409,200.0,1.6552799934288487e-05,0.0033105599868576974
101,1.1056063175201416,500.0,6.007330375723541e-05,0.030036651878617704,0.7503751875937968,0.0021428458858281374,0.0016079383835628843,500.0,0.0010236147791147232,0.5118073895573616,200.0,1.7894702978082933e-05,0.0035789405956165865
102,1.1065738201141357,500.0,5.98419428570196e-05,0.0299209714285098,0.7578789394697348,0.002105718245729804,0.0015958795108957744,500.0,0.0010225365404039621,0.5112682702019811,200.0,1.9686096493387595e-05,0.003937219298677519
103,1.1072213649749756,500.0,5.9433219576021656e-05,0.029716609788010828,0.7653826913456728,0.001975863706320524,0.001512291881275839,500.0,0.0010220292024314404,0.5110146012157202,200.0,2.113204391207546e-05,0.004226408782415092
104,1.1055794954299927,500.0,5.929388134973124e-05,0.02964694067486562,0.7728864432216108,0.0020048359874635935,0.0015495105555934227,500.0,0.0010195702780038118,0.5097851390019059,200.0,2.1855998056707904e-05,0.004371199611341581
105,1.1028857231140137,500.0,5.95137316850014e-05,0.0297568658425007,0.7803901950975488,0.002112527145072818,0.0016485954708922441,500.0,0.0010130138834938407,0.5065069417469203,200.0,2.1521889721043408e-05,0.004304377944208682
106,1.1000208854675293,500.0,5.956701352261007e-05,0.029783506761305034,0.7878939469734867,0.0019718329422175884,0.0015535952396161588,500.0,0.0010096164187416434,0.5048082093708217,200.0,2.099735866067931e-05,0.004199471732135862
107,1.0999375581741333,500.0,5.934867658652365e-05,0.029674338293261826,0.7953976988494247,0.001963344868272543,0.0015616399902718076,500.0,0.0010113677708432078,0.5056838854216039,200.0,2.174079418182373e-05,0.004348158836364746
108,1.096672534942627,500.0,5.9183556004427373e-05,0.029591778002213687,0.8029014507253627,0.001952311024069786,0.0015675133534927496,500.0,0.001011490821838379,0.5057454109191895,200.0,2.2100895876064897e-05,0.004420179175212979
109,1.094398021697998,500.0,5.869362212251872e-05,0.02934681106125936,0.8104052026013007,0.0019704420119524,0.0015968564579103995,500.0,0.0010119903599843383,0.5059951799921691,200.0,2.2984719180385582e-05,0.004596943836077116
110,1.0913008451461792,500.0,5.8151847042609006e-05,0.029075923521304503,0.8179089544772387,0.001922557596117258,0.0015724770733625399,500.0,0.0010165836429223418,0.5082918214611709,200.0,2.5658851882326417e-05,0.005131770376465283
111,1.0906749963760376,500.0,5.758757470175624e-05,0.02879378735087812,0.8254127063531765,0.0019121384248137474,0.0015783033521474153,500.0,0.0010247740428894758,0.5123870214447379,200.0,2.9674805773538537e-05,0.0059349611547077075
112,1.089381217956543,500.0,5.730528573621996e-05,0.02865264286810998,0.8329164582291145,0.0018657539039850235,0.0015540171336343492,500.0,0.0010302986484020948,0.5151493242010474,200.0,3.188755363225937e-05,0.006377510726451874
113,1.0857640504837036,500.0,5.7148812629748136e-05,0.028574406314874068,0.8404202101050525,0.00181326805613935,0.0015239071207174128,500.0,0.0010354517726227641,0.517725886311382,200.0,3.196293982909992e-05,0.006392587965819985
114,1.0862635374069214,500.0,5.70586635149084e-05,0.0285293317574542,0.8479239619809905,0.0018267487175762653,0.0015489440101509604,500.0,0.001041868352331221,0.5209341761656106,200.0,3.0121263989713043e-05,0.006024252797942609
115,1.0845247507095337,500.0,5.7269149692729115e-05,0.028634574846364558,0.8554277138569285,0.0018785630818456411,0.0016069749224392428,500.0,0.001039901515468955,0.5199507577344775,200.0,2.8859140002168715e-05,0.005771828000433743
116,1.0835270881652832,500.0,5.727812822442502e-05,0.02863906411221251,0.8629314657328664,0.0018700759392231703,0.001613747371265617,500.0,0.0010342644527554512,0.5171322263777256,200.0,2.9217555493232794e-05,0.005843511098646559
117,1.0784422159194946,500.0,5.69177427678369e-05,0.02845887138391845,0.8704352176088044,0.0019611534662544727,0.001707057044163473,500.0,0.0010338902939110994,0.5169451469555497,200.0,3.018732604687102e-05,0.006037465209374204
118,1.0865998268127441,500.0,5.633949695038609e-05,0.028169748475193046,0.8779389694847424,0.0018463656306266785,0.0016209963390444325,500.0,0.0010364796034991741,0.5182398017495871,200.0,3.212413867004216e-05,0.0064248277340084314
119,1.0911688804626465,500.0,5.6046919780783355e-05,0.028023459890391678,0.8854427213606804,0.0021387278102338314,0.0018937209725432124,500.0,0.0010356948478147388,0.5178474239073694,200.0,3.2765477953944355e-05,0.006553095590788871
120,1.0858635902404785,500.0,5.599853830062784e-05,0.02799926915031392,0.8929464732366184,0.0021316821221262217,0.00190347803301416,500.0,0.0010320567525923252,0.5160283762961626,200.0,3.2174615625990555e-05,0.006434923125198111
121,1.0838569402694702,500.0,5.623554898193106e-05,0.02811777449096553,0.9004502251125562,0.002137820702046156,0.001925001132407744,500.0,0.0010243330616503954,0.5121665308251977,200.0,3.0479845008812845e-05,0.006095969001762569
122,1.0749742984771729,500.0,5.679352761944756e-05,0.02839676380972378,0.9079539769884942,0.002006382215768099,0.0018217027121656324,500.0,0.0010117837227880955,0.5058918613940477,200.0,2.8003127226838842e-05,0.005600625445367768
123,1.0776617527008057,500.0,5.756576138082892e-05,0.02878288069041446,0.9154577288644322,0.0020558657124638557,0.0018820581559824193,500.0,0.0009985186625272036,0.4992593312636018,200.0,2.612203752505593e-05,0.005224407505011186
124,1.0793596506118774,500.0,5.8033037930727005e-05,0.029016518965363503,0.9229614807403702,0.0018367439042776823,0.0016952438736329784,500.0,0.0009883646853268147,0.4941823426634073,200.0,2.6153518774663098e-05,0.00523070375493262
125,1.0789130926132202,500.0,5.83370347158052e-05,0.0291685173579026,0.9304652326163082,0.001895411405712366,0.0017636144145197605,500.0,0.0009775072103366256,0.4887536051683128,200.0,2.7799555027741008e-05,0.0055599110055482015
126,1.079912543296814,500.0,5.822035382152535e-05,0.029110176910762675,0.9379689844922461,0.0020060294773429632,0.0018815934317248904,500.0,0.0009695509797893465,0.48477548989467323,200.0,3.0380422685993835e-05,0.006076084537198767
127,1.0758862495422363,500.0,5.781084473710507e-05,0.028905422368552536,0.9454727363681841,0.0018148614326491952,0.0017159020048559174,500.0,0.0009647931437939405,0.48239657189697027,200.0,3.3324555261060596e-05,0.006664911052212119
128,1.067864179611206,500.0,5.723845606553368e-05,0.02861922803276684,0.9529764882441221,0.0017737189773470163,0.001690312482164115,500.0,0.0009638424962759018,0.4819212481379509,200.0,3.5857730836141855e-05,0.007171546167228371
