iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,73.44483947753906,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,0.0,0.01526299212127924,0.0,0.0,0.34647729992866516,0.0,800.0,0.09180605411529541,73.44484329223633,0.0,0.0,0.0,700000,700000,1785,10475,10475,1337
2,rigid,73.01386260986328,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,0.015007503751875938,0.015112685039639473,0.00022680367743330875,0.0,0.3428418040275574,0.0,800.0,0.09126704186201096,73.01363348960876,0.0,0.0,0.0,700000,700000,1801,10475,10475,1348
3,rigid,72.5851058959961,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,0.030015007503751877,0.015308217145502567,0.00045947625249132267,0.0,0.3395281136035919,0.0,800.0,0.09073080867528915,72.58464694023132,0.0,0.0,0.0,700000,700000,1820,10475,10475,1358
4,rigid,72.15922546386719,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.04502251125562781,0.015460291877388954,0.0006960611650650354,0.0,0.3362732529640198,0.0,800.0,0.09019815921783447,72.15852737426758,0.0,0.0,0.0,700000,700000,1815,10475,10475,1368
5,rigid,71.73617553710938,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.060030015007503754,0.01531383115798235,0.000919289514236059,0.0,0.33283358812332153,0.0,800.0,0.08966906368732452,71.73525094985962,0.0,0.0,0.0,700000,700000,1800,10475,10475,1379
6,rigid,71.3157958984375,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,0.0750375187593797,0.015403859317302704,0.0011558673824889473,0.0,0.32898667454719543,0.0,800.0,0.0891432911157608,71.31463289260864,0.0,0.0,0.0,700000,700000,1786,10475,10475,1392
7,rigid,70.89823150634766,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.09004502251125562,0.015649640932679176,0.001409172270076164,0.0,0.3247540593147278,0.0,800.0,0.08862101286649704,70.89681029319763,0.0,0.0,0.0,700000,700000,1790,10475,10475,1407
8,rigid,70.48394775390625,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,1.224187872139737e-05,1.224187872139737e-05,0.10505252626313157,0.015835309401154518,0.0016635392567495991,0.0,0.3224436342716217,0.0,800.0,0.08810283243656158,70.48226594924927,0.0,0.0,0.0,700000,700000,1790,10475,10475,1414
9,rigid,70.07279205322266,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,1.602694646862801e-05,1.602694646862801e-05,0.12006003001500751,0.015613800846040249,0.0018745933982239418,0.0,0.32106563448905945,0.0,800.0,0.08758862316608429,70.07089853286743,0.0,0.0,0.0,700000,700000,1783,10475,10475,1417
10,rigid,69.66393280029297,100.0,9.25185924440376e-16,9.25185924440376e-14,250.0,0.0,0.0,1.0,2.0278821466490626e-05,2.0278821466490626e-05,0.13506753376688344,0.015593171119689941,0.0021061311667415128,0.0,0.31746771931648254,0.0,800.0,0.08707725256681442,69.66180205345154,0.0,0.0,0.0,700000,700000,1780,10475,10475,1430
