frame_idx,num_active,sum_weight,reproj_mean_px,reproj_p50_px,reproj_p90_px,rotation_angle_deg,translation_magnitude,tx,ty,tz
0,3805,3805.0,0.7071022987365723,0.7071067690849304,0.7071283459663391,0.0,0.0,0.0,0.0,0.0
1,3025,3025.0,0.24207636713981628,0.23911291360855103,0.39361464977264404,0.07401874669521497,0.002962465863674879,-0.0024716376792639494,-4.176628135610372e-05,-0.001632625819183886
2,3025,3025.0,0.3246002495288849,0.31460103392601013,0.526698648929596,0.10467831862106505,0.003400827059522271,-0.0028952474240213633,0.0004449711414054036,-0.0017277633305639029
3,3025,3025.0,0.3853238821029663,0.3734697997570038,0.6466860771179199,0.10835235341483028,0.0030575150158256292,-0.002693935763090849,0.0005538637051358819,-0.0013357932912185788
4,3018,3018.0,0.4426776170730591,0.4203070402145386,0.7368779182434082,0.10467831862106505,0.0028918760363012552,-0.002333835931494832,0.0005822886596433818,-0.0016053338767960668
5,3018,3018.0,0.46509021520614624,0.42857351899147034,0.8098992109298706,0.09278741951342903,0.002691867295652628,-0.0018052487866953015,0.0005105944001115859,-0.0019304197048768401
6,3007,3007.0,0.5095977187156677,0.45550253987312317,0.9325190186500549,0.06852804833489162,0.0019935276359319687,-0.00018995863501913846,-0.0006534649874083698,-0.0018737800419330597
7,3004,3004.0,0.5419707298278809,0.46895545721054077,1.0258532762527466,0.06255725571100383,0.0018737376667559147,0.0011204322800040245,-0.0010666942689567804,-0.0010572074679657817
8,3004,3004.0,0.5798149704933167,0.4872356653213501,1.1353026628494263,0.06255725571100383,0.00226660561747849,0.0018107159994542599,-0.001202935352921486,-0.0006416812539100647
9,3005,3005.0,0.5865407586097717,0.4901091754436493,1.1430515050888062,0.055952909680744456,0.00216598785482347,0.0016759703867137432,-0.0005630373489111662,-0.0012512457324191928
10,3006,3006.0,0.6103732585906982,0.5062296390533447,1.2113964557647705,0.055952909680744456,0.001514234347268939,0.0009214231977239251,0.000461355724837631,-0.001109520671889186
11,3002,3002.0,0.5915249586105347,0.49825695157051086,1.1359429359436035,0.06255725571100383,0.001963844755664468,0.0011128614423796535,0.000877038692124188,-0.0013597897486761212
12,3002,3002.0,0.590835452079773,0.49617069959640503,1.1474789381027222,0.08846932589537937,0.003497233148664236,0.0027295078616589308,0.0007589161396026611,-0.0020504810381680727
13,2998,2998.0,0.653054416179657,0.5550895929336548,1.2496336698532104,0.18130823863184795,0.006084834225475788,0.004991211462765932,0.0014745524385944009,-0.0031525723170489073
14,2995,2995.0,0.7193883657455444,0.6122549176216125,1.3840829133987427,0.2373882405239649,0.007962754927575588,0.006823867093771696,0.0016687569441273808,-0.003749072551727295
15,2992,2992.0,0.7291719317436218,0.6219272613525391,1.4274340867996216,0.25178830700676164,0.008786545135080814,0.007822616957128048,0.0009537292062304914,-0.0038859297055751085
16,2988,2988.0,0.6960055232048035,0.592384934425354,1.3404762744903564,0.20935673062362264,0.007540839724242687,0.0066137718968093395,0.0011496621882542968,-0.003435194958001375
17,2982,2982.0,0.7057937979698181,0.598412036895752,1.3324930667877197,0.18557489238771097,0.00609908951446414,0.004264974966645241,0.0024762158282101154,-0.003588486462831497
18,2982,2982.0,0.7977626323699951,0.6723745465278625,1.4938573837280273,0.2373882405239649,0.007567226886749268,0.004636458586901426,0.004045848269015551,-0.004404234699904919
19,2977,2977.0,0.7985234260559082,0.6745060086250305,1.5069339275360107,0.2683409502951702,0.00879621971398592,0.006314503960311413,0.003838200122117996,-0.00477165961638093
20,2969,2969.0,0.8492040634155273,0.7074893116950989,1.6430102586746216,0.36045200098788943,0.011774750426411629,0.008244664408266544,0.005884308367967606,-0.006003762595355511
21,2963,2963.0,0.8348660469055176,0.7125795483589172,1.5806220769882202,0.4140146379438203,0.014413413591682911,0.010343664325773716,0.006917990278452635,-0.00727299926802516
22,2953,2953.0,0.8823579549789429,0.7714360356330872,1.6741032600402832,0.508219168297575,0.018296554684638977,0.01402931660413742,0.007583760190755129,-0.00896820891648531
23,2949,2949.0,0.9061755537986755,0.792140543460846,1.7559438943862915,0.5733491308193192,0.02100757136940956,0.01728726737201214,0.008129069581627846,-0.008739945478737354
24,2941,2941.0,0.9285591244697571,0.8098925352096558,1.8077831268310547,0.6218108170844405,0.02301042154431343,0.019585363566875458,0.008035865612328053,-0.009017640724778175
25,2926,2926.0,0.9690520167350769,0.8495537042617798,1.894639492034912,0.6795497145114375,0.025190621614456177,0.021505257114768028,0.008386309258639812,-0.010087673552334309
26,2908,2908.0,0.9611501097679138,0.8375464677810669,1.8532674312591553,0.6932334649050291,0.025671446695923805,0.02178964577615261,0.009044000878930092,-0.010121293365955353
27,2896,2896.0,0.9436522722244263,0.8345807790756226,1.8310859203338623,0.6949250039416651,0.02590019628405571,0.022116990759968758,0.008942321874201298,-0.010084334760904312
28,2893,2893.0,0.9712432026863098,0.8510560989379883,1.8739776611328125,0.7236167610150376,0.026979848742485046,0.0233306847512722,0.008934042416512966,-0.010186965577304363
29,2887,2887.0,1.0125057697296143,0.8803531527519226,1.9494900703430176,0.7610474783271768,0.028338445350527763,0.024463845416903496,0.009304294362664223,-0.010863601230084896
30,2892,2892.0,1.0518995523452759,0.9049866199493408,2.013360023498535,0.7722776433440001,0.028697587549686432,0.024511737748980522,0.009336477145552635,-0.011642870493233204
31,2889,2889.0,1.0870559215545654,0.9234254360198975,2.0887551307678223,0.7883269337070904,0.029074639081954956,0.024448171257972717,0.01022564247250557,-0.011960675939917564
32,2879,2879.0,1.079313039779663,0.9041304588317871,2.0892627239227295,0.7589877494055948,0.02778763324022293,0.023017382249236107,0.010379185900092125,-0.01160280779004097
33,2889,2889.0,1.0865333080291748,0.9302852153778076,2.078871965408325,0.7154583668557217,0.02551800012588501,0.02001255378127098,0.010854053311049938,-0.011526296846568584
34,2886,2886.0,1.0551997423171997,0.9028155207633972,2.0234780311584473,0.636121664221204,0.02232394739985466,0.016443194821476936,0.010829898528754711,-0.010521087795495987
35,2890,2890.0,1.064855933189392,0.905673623085022,2.07906174659729,0.5875081129687555,0.020463863387703896,0.014451677910983562,0.010428606532514095,-0.01005797553807497
36,2885,2885.0,1.083074688911438,0.9085487127304077,2.1442556381225586,0.6000308379251508,0.02098873071372509,0.014745495282113552,0.010617162100970745,-0.010505856946110725
37,2880,2880.0,1.0955592393875122,0.9197095632553101,2.1664931774139404,0.6122975375093763,0.021663887426257133,0.015459438785910606,0.010775038041174412,-0.010687765665352345
38,2864,2864.0,1.084020972251892,0.9157800674438477,2.0961649417877197,0.6355061467831095,0.02259094826877117,0.016059430316090584,0.010946040973067284,-0.011516503058373928
39,2858,2858.0,1.102049469947815,0.9385380744934082,2.0935983657836914,0.6391903401492437,0.023026229813694954,0.01472499966621399,0.012017512694001198,-0.012998501770198345
