iter,total,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,scale_reg_weight,scale_reg_raw,scale_reg_scaled,translation_reg_weight,translation_reg_raw,translation_reg_scaled,intersect_weight,intersect_raw,intersect_scaled,floor_intersect_weight,floor_intersect_raw,floor_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
15,6.641957759857178,0.1,7.005569204920903e-05,7.0055692049209035e-06,1.0,0.0030243953224271536,0.0030243953224271536,0.01,0.00018455721146892756,1.8455721146892756e-06,0.5,0.00036640604957938194,0.00018320302478969097,0.03500875218804701,0.008889940567314625,0.0003112257262875838,0.03500875218804701,0.011453441344201565,0.00040097068971948466,1000.0,0.006298806983977556,6.298806983977556,1000.0,0.0003392221115063876,0.3392221115063876
16,6.401187419891357,0.1,7.008513784967363e-05,7.008513784967363e-06,1.0,0.0032899733632802963,0.0032899733632802963,0.01,0.00020887322898488492,2.088732289848849e-06,0.5,0.0004119414370507002,0.0002059707185253501,0.037509377344336084,0.010403922758996487,0.0003902446646285254,0.037509377344336084,0.006704648956656456,0.00025148720767653623,1000.0,0.006092892959713936,6.092892959713936,1000.0,0.00030414757202379405,0.30414757202379405
17,6.135527610778809,0.1,6.998409662628546e-05,6.998409662628547e-06,1.0,0.003653758205473423,0.003653758205473423,0.01,0.00023521282128058374,2.3521282128058372e-06,0.5,0.00046071718679741025,0.00023035859339870512,0.040010002500625155,0.011870574206113815,0.0004749417036704702,0.040010002500625155,0.007863858714699745,0.00031463300683969974,1000.0,0.005890458822250366,5.890458822250366,1000.0,0.00024038540141191334,0.24038540141191334
18,5.894281387329102,0.1,6.978522287681699e-05,6.978522287681699e-06,1.0,0.004112968221306801,0.004112968221306801,0.01,0.00026333468849770725,2.6333468849770725e-06,0.5,0.0005125097231939435,0.00025625486159697175,0.04251062765691423,0.012707305140793324,0.000540195517363057,0.04251062765691423,0.009018795564770699,0.00038339466016779663,1000.0,0.005695137195289135,5.695137195289135,1000.0,0.0001938419882208109,0.1938419882208109
19,5.679893493652344,0.1,6.953733100090176e-05,6.953733100090176e-06,1.0,0.004625018686056137,0.004625018686056137,0.01,0.000292911718133837,2.9291171813383698e-06,0.5,0.0005668861558660865,0.00028344307793304324,0.0450112528132033,0.015059268102049828,0.000677836523723173,0.0450112528132033,0.010001270100474358,0.00045016969694558246,1000.0,0.00550762377679348,5.50762377679348,1000.0,0.0001662235736148432,0.1662235736148432
20,5.492596626281738,0.1,6.925653724465519e-05,6.92565372446552e-06,1.0,0.005046897102147341,0.005046897102147341,0.01,0.00032360333716496825,3.236033371649683e-06,0.5,0.000623237865511328,0.000311618932755664,0.047511877969492376,0.01512230932712555,0.0007184893153673055,0.047511877969492376,0.010907144285738468,0.0005182189082996522,1000.0,0.005328281782567501,5.328281782567501,1000.0,0.00015770936443004757,0.15770936443004757
21,5.330358982086182,0.1,6.897929415572435e-05,6.897929415572435e-06,1.0,0.0055826399475336075,0.0055826399475336075,0.01,0.0003550578258000314,3.5505782580003143e-06,0.5,0.0006808391772210598,0.0003404195886105299,0.05001250312578145,0.016001004725694656,0.0008002502988594477,0.05001250312578145,0.012025052681565285,0.0006014029848244704,1000.0,0.005155754275619984,5.155754275619984,1000.0,0.00016726981266401708,0.16726981266401708
22,5.190389156341553,0.1,6.87266729073599e-05,6.87266729073599e-06,1.0,0.006304225418716669,0.006304225418716669,0.01,0.00038688693894073367,3.868869389407337e-06,0.5,0.0007387013174593449,0.00036935065872967243,0.05251312828207052,0.015285343863070011,0.0008026812231169549,0.05251312828207052,0.012876304797828197,0.0006761750456473922,1000.0,0.004991319961845875,4.991319961845875,1000.0,0.0001909062557388097,0.1909062557388097
23,5.055624008178711,0.1,6.828818004578352e-05,6.828818004578353e-06,1.0,0.007533909287303686,0.007533909287303686,0.01,0.000419142481405288,4.19142481405288e-06,0.5,0.000795992324128747,0.0003979961620643735,0.05501375343835959,0.016564713791012764,0.0009112870802757709,0.05501375343835959,0.014386236667633057,0.0007914408769390529,1000.0,0.004835118073970079,4.835118073970079,1000.0,0.00021086027845740318,0.21086027845740318
24,4.905876636505127,0.1,6.765301804989576e-05,6.765301804989576e-06,1.0,0.00900979619473219,0.00900979619473219,0.01,0.00045163469621911645,4.5163469621911645e-06,0.5,0.0008512820932082832,0.0004256410466041416,0.05751437859464866,0.016922447830438614,0.0009732840712680373,0.05751437859464866,0.015508179552853107,0.0008919433101165828,1000.0,0.004686840809881687,4.686840809881687,1000.0,0.00020772352581843734,0.20772352581843734
25,4.735497951507568,0.1,6.687204586341977e-05,6.687204586341977e-06,1.0,0.010337083600461483,0.010337083600461483,0.01,0.0004852631245739758,4.852631245739758e-06,0.5,0.000907517212908715,0.0004537586064543575,0.06001500375093773,0.0177178792655468,0.001063338590580453,0.06001500375093773,0.016774501651525497,0.0010067217795364139,1000.0,0.004544610623270273,4.544610623270273,1000.0,0.00017801531066652387,0.17801531066652387
26,4.583896636962891,0.1,6.61239173496142e-05,6.612391734961421e-06,1.0,0.011021332815289497,0.011021332815289497,0.01,0.0005199381266720593,5.199381266720593e-06,0.5,0.0009661070071160793,0.00048305350355803967,0.06251562890722681,0.018879448994994164,0.0011802606273439713,0.06251562890722681,0.018322762101888657,0.0011454589961170704,1000.0,0.0044063543900847435,4.4063543900847435,1000.0,0.0001636998786125332,0.1636998786125332
27,4.424998760223389,0.1,6.560141628142446e-05,6.560141628142446e-06,1.0,0.010957670398056507,0.010957670398056507,0.01,0.0005559509736485779,5.55950973648578e-06,0.5,0.0010305797914043069,0.0005152898957021534,0.06501625406351588,0.02026146650314331,0.0013173246538677821,0.06501625406351588,0.019741974771022797,0.001283549247428339,1000.0,0.004271656274795532,4.271656274795532,1000.0,0.00013925699749961495,0.13925699749961495
28,4.261750221252441,0.1,6.516359280794859e-05,6.51635928079486e-06,1.0,0.010966597124934196,0.010966597124934196,0.01,0.0005936287343502045,5.936287343502045e-06,0.5,0.0011010249145328999,0.0005505124572664499,0.06751687921980495,0.020047709345817566,0.0013535587705353195,0.06751687921980495,0.021119268611073494,0.001425907108024467,1000.0,0.004140209406614304,4.140209406614304,1000.0,0.00010723205923568457,0.10723205923568457
29,4.09769868850708,0.1,6.480432057287544e-05,6.480432057287544e-06,1.0,0.010171961970627308,0.010171961970627308,0.01,0.000632482289802283,6.324822898022831e-06,0.5,0.0011761058121919632,0.0005880529060959816,0.07001750437609403,0.020883750170469284,0.0014622280689500875,0.07001750437609403,0.02280494198203087,0.0015967451250234166,1000.0,0.004013599827885628,4.013599827885628,1000.0,7.026721141301095e-05,0.07026721141301095
30,3.949507713317871,0.1,6.449188367696479e-05,6.4491883676964795e-06,1.0,0.009323892183601856,0.009323892183601856,0.01,0.0006726246210746467,6.726246210746467e-06,0.5,0.0012549539096653461,0.0006274769548326731,0.0725181295323831,0.022349992766976357,0.0016207796705234167,0.0725181295323831,0.02432597056031227,0.0017640738840936632,1000.0,0.003892791224643588,3.892791224643588,1000.0,4.3367152102291584e-05,0.043367152102291584
31,3.825834035873413,0.1,6.421108264476061e-05,6.421108264476061e-06,1.0,0.008893783204257488,0.008893783204257488,0.01,0.0007134484476409853,7.134484476409853e-06,0.5,0.0013359636068344116,0.0006679818034172058,0.07501875468867217,0.02257186733186245,0.0016933133782342422,0.07501875468867217,0.02562696486711502,0.001922502990781322,1000.0,0.0037793186493217945,3.7793186493217945,1000.0,3.3324180549243465e-05,0.033324180549243465
32,3.726165294647217,0.1,6.398363620974123e-05,6.398363620974124e-06,1.0,0.008960396982729435,0.008960396982729435,0.01,0.0007542794337496161,7.5427943374961615e-06,0.5,0.0014172398950904608,0.0007086199475452304,0.07751937984496124,0.022830169647932053,0.0017697805928629498,0.07751937984496124,0.027034390717744827,0.0020956892029259555,1000.0,0.0036736042238771915,3.6736042238771915,1000.0,3.90125933336094e-05,0.0390125933336094
33,3.647782325744629,0.1,6.381676939781755e-05,6.381676939781755e-06,1.0,0.009357710368931293,0.009357710368931293,0.01,0.0007944480166770518,7.944480166770518e-06,0.5,0.0014967980096116662,0.0007483990048058331,0.08002000500125031,0.0237895417958498,0.0019036392534813543,0.08002000500125031,0.02820640802383423,0.002257076911134522,1000.0,0.0035753953270614147,3.5753953270614147,1000.0,5.810597212985158e-05,0.05810597212985158
34,3.5617330074310303,0.1,6.372289499267936e-05,6.372289499267936e-06,1.0,0.00889131985604763,0.00889131985604763,0.01,0.0008333429577760398,8.333429577760399e-06,0.5,0.0015727930003777146,0.0007863965001888573,0.08252063015753938,0.023945769295096397,0.001976019971838412,0.08252063015753938,0.029142092913389206,0.00240482387132244,1000.0,0.0034849257208406925,3.4849257208406925,1000.0,6.273384497035295e-05,0.06273384497035295
35,3.4881768226623535,0.1,6.359535473166034e-05,6.359535473166034e-06,1.0,0.008140788413584232,0.008140788413584232,0.01,0.0008716114098206162,8.716114098206163e-06,0.5,0.0016471475828438997,0.0008235737914219499,0.08502125531382845,0.023815903812646866,0.0020248580385846295,0.08502125531382845,0.029963763430714607,0.0025475567808059428,1000.0,0.0034012363757938147,3.4012363757938147,1000.0,7.338864088524133e-05,0.07338864088524133
36,3.4124112129211426,0.1,6.341279367916286e-05,6.341279367916286e-06,1.0,0.007529109716415405,0.007529109716415405,0.01,0.0009098107111640275,9.098107111640275e-06,0.5,0.0017230708617717028,0.0008615354308858514,0.08752188047011752,0.024454370141029358,0.0021402924604551825,0.08752188047011752,0.031076423823833466,0.002719867051348265,1000.0,0.003322383388876915,3.322383388876915,1000.0,7.67613819334656e-05,0.0767613819334656
37,3.352358341217041,0.1,6.320453394437209e-05,6.320453394437209e-06,1.0,0.007082248572260141,0.007082248572260141,0.01,0.0009473617537878454,9.473617537878454e-06,0.5,0.0017990851774811745,0.0008995425887405872,0.0900225056264066,0.025443963706493378,0.0022905293659258854,0.0900225056264066,0.03227042034268379,0.0029050640968657573,1000.0,0.003248985158279538,3.248985158279538,1000.0,9.018024138640612e-05,0.09018024138640612
38,3.2983715534210205,0.1,6.297948129940778e-05,6.297948129940778e-06,1.0,0.0068938094191253185,0.0068938094191253185,0.01,0.000983638223260641,9.836382232606412e-06,0.5,0.0018735062330961227,0.0009367531165480614,0.09252313078269567,0.026726117357611656,0.002472784051591976,0.09252313078269567,0.03331955522298813,0.003082829565517781,1000.0,0.0031810281798243523,3.1810281798243523,1000.0,0.00010394126002211124,0.10394126002211124
39,3.2279603481292725,0.1,6.274834595387802e-05,6.274834595387802e-06,1.0,0.0069760712794959545,0.0069760712794959545,0.01,0.0010203832061961293,1.0203832061961293e-05,0.5,0.001950497622601688,0.000975248811300844,0.09502375593898475,0.02796601504087448,0.0026574357878300335,0.09502375593898475,0.034310221672058105,0.003260286130378115,1000.0,0.0031165655236691236,3.1165655236691236,1000.0,9.750940080266446e-05,0.09750940080266446
40,3.146268367767334,0.1,6.252527964534238e-05,6.252527964534238e-06,1.0,0.0071983374655246735,0.0071983374655246735,0.01,0.001056884415447712,1.056884415447712e-05,0.5,0.0020281283650547266,0.0010140641825273633,0.09752438109527382,0.02771534025669098,0.0027029214053787155,0.09752438109527382,0.03519130125641823,0.0034320098749695198,1000.0,0.0030571725219488144,3.0571725219488144,1000.0,7.473159348592162e-05,0.07473159348592162
41,3.076662540435791,0.1,6.227707490324974e-05,6.227707490324975e-06,1.0,0.006713424809277058,0.006713424809277058,0.01,0.0010938654886558652,1.0938654886558652e-05,0.5,0.002105747815221548,0.001052873907610774,0.1000250062515629,0.028403718024492264,0.0028410820729674684,0.1000250062515629,0.03594483062624931,0.003595381908101957,1000.0,0.003001902950927615,3.001902950927615,1000.0,6.0539467085618526e-05,0.060539467085618526
42,3.020482301712036,0.1,6.2029022956267e-05,6.2029022956267e-06,1.0,0.0064587946981191635,0.0064587946981191635,0.01,0.0011305606458336115,1.1305606458336115e-05,0.5,0.0021811381448060274,0.0010905690724030137,0.10252563140785197,0.02986310049891472,0.0030617332344473704,0.10252563140785197,0.036993931978940964,0.003792826234400049,1000.0,0.0029510618187487125,2.9510618187487125,1000.0,5.4999229178065434e-05,0.054999229178065434
43,2.9763283729553223,0.1,6.179380579851568e-05,6.179380579851568e-06,1.0,0.006421179044991732,0.006421179044991732,0.01,0.0011662418255582452,1.1662418255582452e-05,0.5,0.002252136589959264,0.001126068294979632,0.10502625656414104,0.03078598342835903,0.00323333659412623,0.10502625656414104,0.03798368200659752,0.003989283931675658,1000.0,0.002904752502217889,2.904752502217889,1000.0,5.678822344634682e-05,0.05678822344634682
44,2.939289093017578,0.1,6.158011819934472e-05,6.158011819934473e-06,1.0,0.006541797425597906,0.006541797425597906,0.01,0.0012002064613625407,1.2002064613625407e-05,0.5,0.0023166844621300697,0.0011583422310650349,0.10752688172043011,0.03153185918927193,0.0033905224934701,0.10752688172043011,0.03890551999211311,0.004183389246463776,1000.0,0.0028628676664084196,2.8628676664084196,1000.0,6.1129241657909e-05,0.061129241657909006
45,2.8881711959838867,0.1,6.14228774793446e-05,6.142287747934461e-06,1.0,0.006218304857611656,0.006218304857611656,0.01,0.0012344674905762076,1.2344674905762076e-05,0.5,0.00238386495038867,0.001191932475194335,0.11002750687671918,0.032136641442775726,0.0035359145373396648,0.11002750687671918,0.03968982771039009,0.004366972791340745,1000.0,0.002824094146490097,2.824094146490097,1000.0,4.8745561798568815e-05,0.048745561798568815
46,2.8421599864959717,0.1,6.132693670224398e-05,6.132693670224398e-06,1.0,0.0056222970597445965,0.0056222970597445965,0.01,0.0012683934764936566,1.2683934764936566e-05,0.5,0.002451797481626272,0.001225898740813136,0.11252813203300825,0.03293408825993538,0.0037060114321007553,0.11252813203300825,0.04054233431816101,0.004562153149080384,1000.0,0.0027884766459465027,2.7884766459465027,1000.0,3.8547979784198105e-05,0.038547979784198105
47,2.8003127574920654,0.1,6.110662798164412e-05,6.110662798164413e-06,1.0,0.0050825802609324455,0.0050825802609324455,0.01,0.001301991636864841,1.301991636864841e-05,0.5,0.002519773319363594,0.001259886659681797,0.11502875718929732,0.03334444388747215,0.0038355699395441834,0.11502875718929732,0.041463807225227356,0.004769530213454509,1000.0,0.002756125060841441,2.756125060841441,1000.0,2.9221073418739252e-05,0.029221073418739252
48,2.7671594619750977,0.1,6.0791484429501e-05,6.0791484429501e-06,1.0,0.004765189718455076,0.004765189718455076,0.01,0.0013345798943191767,1.3345798943191768e-05,0.5,0.002585867652669549,0.0012929338263347745,0.1175293823455864,0.034266870468854904,0.004027364121120731,0.1175293823455864,0.04244134947657585,0.004988105589895136,1000.0,0.002727112965658307,2.727112965658307,1000.0,2.495347689546179e-05,0.02495347689546179
49,2.7419052124023438,0.1,6.041400047251955e-05,6.041400047251955e-06,1.0,0.00472665298730135,0.00472665298730135,0.01,0.001365525764413178,1.365525764413178e-05,0.5,0.002648360328748822,0.001324180164374411,0.12003000750187547,0.034507982432842255,0.004141993390288643,0.12003000750187547,0.04333819821476936,0.0052018842568365324,1000.0,0.002701119054108858,2.701119054108858,1000.0,2.537185173423495e-05,0.02537185173423495
50,2.7236721515655518,0.1,5.999384302413091e-05,5.999384302413092e-06,1.0,0.005005315411835909,0.005005315411835909,0.01,0.0013941896613687277,1.3941896613687276e-05,0.5,0.002705469261854887,0.0013527346309274435,0.12253063265816454,0.035168591886758804,0.0043092298135813485,0.12253063265816454,0.044147346168756485,0.005409402256236729,1000.0,0.0026779640465974808,2.6779640465974808,1000.0,2.961165228043683e-05,0.02961165228043683
51,2.7103283405303955,0.1,5.956458335276693e-05,5.956458335276693e-06,1.0,0.005512750707566738,0.005512750707566738,0.01,0.0014200914883986115,1.4200914883986116e-05,0.5,0.002755916677415371,0.0013779583387076855,0.12503125781445362,0.035204898566007614,0.004401712748938187,0.12503125781445362,0.044724397361278534,0.005591947657074086,1000.0,0.002656908007338643,2.656908007338643,1000.0,3.651568476925604e-05,0.03651568476925604
52,2.7002358436584473,0.1,5.914702342124656e-05,5.914702342124656e-06,1.0,0.005927425343543291,0.005927425343543291,0.01,0.0014428056310862303,1.4428056310862303e-05,0.5,0.0027985358610749245,0.0013992679305374622,0.1275318829707427,0.035720087587833405,0.004555450029956248,0.1275318829707427,0.04524296149611473,0.005769920070772322,1000.0,0.0026377777103334665,2.6377777103334665,1000.0,4.478576374822296e-05,0.04478576374822296
53,2.6913671493530273,0.1,5.874923590454273e-05,5.874923590454274e-06,1.0,0.0062743681482970715,0.0062743681482970715,0.01,0.0014620113652199507,1.4620113652199508e-05,0.5,0.0028325081802904606,0.0014162540901452303,0.13003250812703177,0.03528321534395218,0.004587964985960273,0.13003250812703177,0.0457451231777668,0.0059483531013850306,1000.0,0.002619953593239188,2.619953593239188,1000.0,5.3166259021963924e-05,0.053166259021963924
54,2.6825380325317383,0.1,5.838461947860196e-05,5.838461947860197e-06,1.0,0.006554269231855869,0.006554269231855869,0.01,0.0014775743475183845,1.4775743475183844e-05,0.5,0.0028577735647559166,0.0014288867823779583,0.13253313328332084,0.03591955825686455,0.004760531601935037,0.13253313328332084,0.04610510170459747,0.00611045358925648,1000.0,0.0026029865257441998,2.6029865257441998,1000.0,6.067674985388294e-05,0.06067674985388294
55,2.6726315021514893,0.1,5.806014087283984e-05,5.806014087283984e-06,1.0,0.006626571994274855,0.006626571994274855,0.01,0.0014894562773406506,1.4894562773406506e-05,0.5,0.002874616999179125,0.0014373084995895624,0.1350337584396099,0.036036137491464615,0.004866095085119003,0.1350337584396099,0.046428002417087555,0.006269347663222626,1000.0,0.002586714457720518,2.586714457720518,1000.0,6.669678259640932e-05,0.06669678259640932
56,2.6615116596221924,0.1,5.774980672867969e-05,5.774980672867969e-06,1.0,0.0066424161195755005,0.0066424161195755005,0.01,0.0014977360842749476,1.4977360842749477e-05,0.5,0.0028839483857154846,0.0014419741928577423,0.13753438359589898,0.036227937787771225,0.004982587092591691,0.13753438359589898,0.046786919236183167,0.0064348100974995605,1000.0,0.0025710291229188442,2.5710291229188442,1000.0,7.096005720086396e-05,0.07096005720086396
57,2.6492457389831543,0.1,5.745777161791921e-05,5.745777161791921e-06,1.0,0.006662494502961636,0.006662494502961636,0.01,0.0015026089968159795,1.5026089968159795e-05,0.5,0.0028866801876574755,0.0014433400938287377,0.14003500875218805,0.036456093192100525,0.0051051293292263804,0.14003500875218805,0.04696854203939438,0.006577240195564104,1000.0,0.0025558744091540575,2.5558744091540575,1000.0,7.356231799349189e-05,0.07356231799349189
58,2.636289119720459,0.1,5.719007094739936e-05,5.719007094739937e-06,1.0,0.006710847839713097,0.006710847839713097,0.01,0.0015043565072119236,1.5043565072119237e-05,0.5,0.0028839604929089546,0.0014419802464544773,0.14253563390847712,0.037127166986465454,0.0052919442816417375,0.14253563390847712,0.0471392460167408,0.006719022312963805,1000.0,0.0025412696413695812,2.5412696413695812,1000.0,7.48351521906443e-05,0.0748351521906443
59,2.623140335083008,0.1,5.6939050409710035e-05,5.693905040971004e-06,1.0,0.006791651248931885,0.006791651248931885,0.01,0.001503319595940411,1.503319595940411e-05,0.5,0.0028769834898412228,0.0014384917449206114,0.1450362590647662,0.03741655498743057,0.00542675716246805,0.1450362590647662,0.04727543145418167,0.006856651723787289,1000.0,0.0025273640640079975,2.5273640640079975,1000.0,7.524200191255659e-05,0.07524200191255659
60,2.6103196144104004,0.1,5.670449900208041e-05,5.670449900208042e-06,1.0,0.006899815518409014,0.006899815518409014,0.01,0.0014999014092609286,1.4999014092609287e-05,0.5,0.002866986207664013,0.0014334931038320065,0.14753688422105526,0.03718496486544609,0.005486153856117328,0.14753688422105526,0.04746825620532036,0.007003318619939738,1000.0,0.002514168620109558,2.514168620109558,1000.0,7.530748553108424e-05,0.07530748553108424
61,2.5984933376312256,0.1,5.6480257626390085e-05,5.6480257626390085e-06,1.0,0.007033608388155699,0.007033608388155699,0.01,0.001494462601840496,1.494462601840496e-05,0.5,0.0028550289571285248,0.0014275144785642624,0.15003750937734434,0.03775276988744736,0.005664331566008605,0.15003750937734434,0.047461751848459244,0.0071210430380283934,1000.0,0.002501728944480419,2.501728944480419,1000.0,7.549718429800123e-05,0.07549718429800123
62,2.588303565979004,0.1,5.626422353088856e-05,5.626422353088856e-06,1.0,0.007065521087497473,0.007065521087497473,0.01,0.001487531466409564,1.487531466409564e-05,0.5,0.0028425389900803566,0.0014212694950401783,0.1525381345336334,0.03831471875309944,0.005844455723778609,0.1525381345336334,0.04760364443063736,0.00726137111845181,1000.0,0.002490437123924494,2.490437123924494,1000.0,7.625335274497047e-05,0.07625335274497047
63,2.5794739723205566,0.1,5.604864418273792e-05,5.604864418273792e-06,1.0,0.006788570899516344,0.006788570899516344,0.01,0.0014795473543927073,1.4795473543927074e-05,0.5,0.002830545185133815,0.0014152725925669074,0.15503875968992248,0.03800785541534424,0.005892690762068874,0.15503875968992248,0.047722406685352325,0.0073988227419150895,1000.0,0.0024801308754831553,2.4801308754831553,1000.0,7.782728789607063e-05,0.07782728789607063
64,2.5725412368774414,0.1,5.5831638746894896e-05,5.58316387468949e-06,1.0,0.006557136308401823,0.006557136308401823,0.01,0.0014709059614688158,1.4709059614688158e-05,0.5,0.0028199085500091314,0.0014099542750045657,0.15753938484621155,0.03833986446261406,0.006040038662527346,0.15753938484621155,0.047827888280153275,0.0075347760981486775,1000.0,0.0024706553667783737,2.4706553667783737,1000.0,8.032374898903072e-05,0.08032374898903072
