final_iter,final_total_loss,total_scaled,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
2000,0.9976771473884583,0.9976771473884583,100.0,0.00023609225172549486,0.023609225172549486,250.0,0.0011572233634069562,0.28930584085173905,1.0,0.0007281366852112114,0.0007281366852112114,60.0,0.002957360353320837,0.17744162119925022,0.0,0.0,0.0,800.0,0.00063324038637802,0.506592309102416,0.0,0.0,0.0,700000,700000,452
