iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,84.83931732177734,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,0.0,0.032562486827373505,0.0,0.0,0.42358577251434326,0.0,800.0,0.10604914277791977,84.83931422233582,0.0,0.0,0.0,700000,700000,8874,10475,10459,6086
2,rigid,84.32217407226562,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,0.015007503751875938,0.0324152410030365,0.000486471850971033,0.0,0.42330965399742126,0.0,800.0,0.10540210455656052,84.32168364524841,0.0,0.0,0.0,700000,700000,8875,10475,10460,6097
3,rigid,83.80973052978516,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,0.030015007503751877,0.0326947346329689,0.000981332705341738,0.0,0.42501530051231384,0.0,800.0,0.10476092994213104,83.80874395370483,0.0,0.0,0.0,700000,700000,8954,10475,10458,6075
4,rigid,83.30193328857422,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,0.04502251125562781,0.03253144770860672,0.0014646474706226137,0.0,0.4253166913986206,0.0,800.0,0.10412558913230896,83.30047130584717,0.0,0.0,0.0,700000,700000,9021,10475,10458,6072
5,rigid,82.79908752441406,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,3.98797010348062e-06,3.98797010348062e-06,0.060030015007503754,0.03255577012896538,0.001954323369422634,0.0,0.4251650869846344,0.0,800.0,0.10349640995264053,82.79712796211243,0.0,0.0,0.0,700000,700000,9079,10475,10459,6073
6,rigid,82.30117797851562,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,6.222419870027807e-06,6.222419870027807e-06,0.0750375187593797,0.032793812453746796,0.0024607663171896045,0.0,0.42473292350769043,0.0,800.0,0.10287339240312576,82.29871392250061,0.0,0.0,0.0,700000,700000,9118,10475,10458,6079
7,rigid,81.7949447631836,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,8.937820894061588e-06,8.937820894061588e-06,0.09004502251125562,0.033190153539180756,0.0029886081225875614,0.0,0.4238927364349365,0.0,800.0,0.1022399291396141,81.79194331169128,0.0,0.0,0.0,700000,700000,9118,10475,10457,6092
8,rigid,81.29326629638672,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,1.2094535122741945e-05,1.2094535122741945e-05,0.10505252626313157,0.033482324331998825,0.0035174027562379956,0.0,0.42286449670791626,0.0,800.0,0.1016121655702591,81.28973245620728,0.0,0.0,0.0,700000,700000,9197,10475,10458,6109
9,rigid,80.79620361328125,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,1.5653373338864185e-05,1.5653373338864185e-05,0.12006003001500751,0.03413070738315582,0.0040977337528551264,0.0,0.42172178626060486,0.0,800.0,0.10099011659622192,80.79209327697754,0.0,0.0,0.0,700000,700000,9226,10475,10459,6129
10,rigid,80.3039321899414,100.0,3.1456320795698075e-16,3.1456320795698075e-14,250.0,0.0,0.0,1.0,1.9587370843510143e-05,1.9587370843510143e-05,0.13506753376688344,0.03382040187716484,0.00456803827255353,0.0,0.4202275574207306,0.0,800.0,0.10037418454885483,80.29934763908386,0.0,0.0,0.0,700000,700000,9203,10475,10459,6155
