View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4750,0.2296,0.0842,0.0397,0.0236,0.0163,0.0121,0.0108,0.0099,0.0093,0.0088,0.0084,0.0080,0.0076,0.0073,0.0072,0.0070,0.0068,0.0067,0.0070,0.0074,0.0077,0.0081,0.0084
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6263,0.7124,0.7502,0.7409,0.6917,0.6013,0.4602,0.4241,0.4296,0.4387,0.4478,0.4567,0.4630,0.4695,0.4833,0.5024,0.5174,0.5287,0.5488,0.5919,0.6355,0.6745,0.7083,0.7378
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5973,0.6699,0.7154,0.7353,0.7312,0.7003,0.6355,0.6105,0.5927,0.5752,0.5581,0.5417,0.5314,0.5210,0.5036,0.4998,0.4906,0.4787,0.4710,0.4581,0.4424,0.4234,0.4022,0.3807
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3385,0.1772,0.0878,0.0487,0.0310,0.0218,0.0163,0.0137,0.0118,0.0105,0.0095,0.0086,0.0079,0.0073,0.0068,0.0065,0.0061,0.0057,0.0055,0.0056,0.0057,0.0056,0.0055,0.0054
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6243,0.7240,0.7931,0.8378,0.8673,0.8879,0.9034,0.9227,0.9349,0.9436,0.9501,0.9552,0.9592,0.9625,0.9653,0.9684,0.9709,0.9729,0.9743,0.9731,0.9713,0.9695,0.9676,0.9654
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5996,0.5592,0.3213,0.1351,0.0694,0.0436,0.0306,0.0266,0.0240,0.0223,0.0210,0.0200,0.0190,0.0182,0.0174,0.0172,0.0169,0.0165,0.0165,0.0194,0.0238,0.0295,0.0375,0.0504
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3807,0.1440,0.0568,0.0288,0.0173,0.0116,0.0084,0.0069,0.0058,0.0050,0.0043,0.0038,0.0034,0.0030,0.0027,0.0025,0.0023,0.0022,0.0020,0.0019,0.0018,0.0017,0.0016,0.0015
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6232,0.7219,0.7896,0.8324,0.8601,0.8803,0.8962,0.9175,0.9307,0.9398,0.9466,0.9518,0.9557,0.9590,0.9618,0.9647,0.9670,0.9689,0.9702,0.9700,0.9697,0.9693,0.9688,0.9682
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3569,0.2033,0.1063,0.0602,0.0385,0.0271,0.0202,0.0168,0.0144,0.0126,0.0112,0.0101,0.0092,0.0085,0.0078,0.0074,0.0069,0.0065,0.0062,0.0062,0.0062,0.0061,0.0059,0.0057
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3697,0.2379,0.1403,0.0850,0.0560,0.0400,0.0302,0.0249,0.0211,0.0182,0.0160,0.0142,0.0128,0.0116,0.0105,0.0096,0.0089,0.0082,0.0077,0.0074,0.0071,0.0068,0.0065,0.0062
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3669,0.2365,0.1418,0.0876,0.0586,0.0422,0.0320,0.0262,0.0220,0.0189,0.0166,0.0147,0.0132,0.0119,0.0108,0.0100,0.0092,0.0085,0.0079,0.0076,0.0072,0.0069,0.0066,0.0062
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3749,0.2501,0.1539,0.0960,0.0642,0.0463,0.0351,0.0288,0.0242,0.0208,0.0181,0.0160,0.0143,0.0129,0.0117,0.0107,0.0099,0.0092,0.0085,0.0081,0.0077,0.0073,0.0070,0.0066
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3684,0.2372,0.1412,0.0865,0.0574,0.0411,0.0311,0.0254,0.0214,0.0184,0.0161,0.0142,0.0127,0.0115,0.0104,0.0096,0.0089,0.0082,0.0077,0.0074,0.0072,0.0069,0.0066,0.0063
