View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6094,0.6913,0.7511,0.7954,0.8291,0.8547,0.8743,0.8889,0.8987,0.9054,0.9105,0.9148,0.9184,0.9211,0.9238,0.9271,0.9338,0.9429,0.9495,0.9535,0.9560,0.9653,0.9656,0.9657
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5877,0.6151,0.5968,0.5253,0.4093,0.2716,0.1628,0.0969,0.0587,0.0385,0.0275,0.0208,0.0164,0.0135,0.0113,0.0097,0.0086,0.0079,0.0072,0.0063,0.0055,0.0056,0.0051,0.0046
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6076,0.6742,0.7235,0.7620,0.7924,0.8214,0.8440,0.8642,0.8855,0.9073,0.9241,0.9361,0.9449,0.9519,0.9570,0.9612,0.9642,0.9654,0.9652,0.9626,0.9576,0.9642,0.9621,0.9596
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5904,0.6500,0.6925,0.7279,0.7530,0.7716,0.7860,0.7975,0.8066,0.8143,0.8210,0.8322,0.8406,0.8291,0.8045,0.7664,0.6943,0.5035,0.2472,0.1151,0.0644,0.0670,0.0584,0.0512
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6338,0.7003,0.7215,0.7242,0.6882,0.5634,0.3515,0.1628,0.0767,0.0436,0.0288,0.0210,0.0163,0.0130,0.0107,0.0090,0.0077,0.0066,0.0058,0.0051,0.0045,0.0046,0.0042,0.0038
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3845,0.2880,0.2168,0.1657,0.1290,0.1024,0.0824,0.0672,0.0555,0.0464,0.0392,0.0335,0.0289,0.0252,0.0221,0.0195,0.0173,0.0152,0.0134,0.0118,0.0105,0.0098,0.0088,0.0081
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3857,0.2882,0.2129,0.1594,0.1202,0.0908,0.0695,0.0531,0.0405,0.0315,0.0252,0.0208,0.0175,0.0150,0.0130,0.0114,0.0102,0.0091,0.0081,0.0073,0.0065,0.0062,0.0056,0.0052
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5952,0.6581,0.6982,0.7213,0.7345,0.7362,0.7227,0.6834,0.5936,0.4428,0.2812,0.1694,0.1097,0.0786,0.0602,0.0480,0.0403,0.0355,0.0317,0.0284,0.0256,0.0281,0.0261,0.0242
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5765,0.5999,0.5740,0.4930,0.3773,0.2508,0.1568,0.0991,0.0646,0.0427,0.0294,0.0212,0.0161,0.0129,0.0106,0.0089,0.0076,0.0065,0.0058,0.0053,0.0050,0.0053,0.0050,0.0048
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6319,0.6516,0.5931,0.4632,0.2779,0.1419,0.0779,0.0449,0.0272,0.0183,0.0132,0.0101,0.0081,0.0067,0.0056,0.0048,0.0042,0.0037,0.0032,0.0028,0.0025,0.0025,0.0022,0.0020
