frame_idx,pnp_ok,num_alive,ransac_inliers,reproj_mean,reproj_p90,visibility_mean,delta_t,delta_rot_deg
0,1,2000,2000,0.7071205377578735,0.7071499228477478,1.0,0.0,0.0
1,1,2000,2000,1.8902982473373413,2.530881834030152,1.0,0.08629505336284637,1.1274380798633696
2,1,2000,1553,4.001186847686768,9.996676731109627,1.0,0.8795676827430725,12.980660431577288
3,1,2000,1525,4.885148525238037,13.758247089385987,1.0,1.511123538017273,21.560732944497587
4,1,2000,1454,6.106055736541748,18.565245628356934,1.0,0.1488090455532074,1.5856024456542732
5,1,2000,1442,6.921001434326172,21.895290565490722,1.0,0.063667893409729,1.0430522814287246
6,1,2000,1426,8.474483489990234,28.264188194274904,1.0,0.08012964576482773,1.705020694345723
7,1,2000,1422,9.324373245239258,31.988540267944337,1.0,0.010155841708183289,1.2939196287828432
8,1,2000,1404,11.191606521606445,39.665998458862305,1.0,0.08613696694374084,1.5277748829573472
9,1,2000,1399,12.335953712463379,44.60258827209473,1.0,0.036439016461372375,0.959403756859951
10,1,2000,1375,14.544145584106445,53.552585220336915,1.0,0.08652062714099884,1.91417746055559
11,1,2000,1366,15.680741310119629,58.28034973144531,1.0,0.02302469126880169,0.7768250032593382
12,1,2000,1340,17.913461685180664,67.31626052856446,1.0,0.09755654633045197,1.4878001026685628
13,1,2000,1327,18.971681594848633,71.55824508666993,1.0,0.10063877701759338,1.6255804414818327
14,1,2000,1320,20.58993148803711,77.97657165527343,1.0,0.04953514412045479,1.0516466854274433
15,1,2000,1309,21.35143280029297,80.68227844238281,1.0,0.03985675424337387,0.6892704252425614
16,1,2000,1309,22.59667205810547,85.38214797973633,1.0,0.07676799595355988,1.5149116782155352
17,1,2000,1295,23.31784439086914,87.58425674438476,1.0,0.052862394601106644,0.9253500677394845
18,1,2000,1255,24.532949447631836,91.9749740600586,1.0,0.02718213200569153,0.6714387582096996
19,1,2000,1245,25.156524658203125,94.24979019165039,1.0,0.015033742412924767,0.11869406681127799
20,1,2000,1213,26.19772720336914,98.40143356323242,1.0,0.06484772264957428,1.5554480798205557
21,1,2000,1195,26.763492584228516,100.77474975585938,1.0,0.06622878462076187,1.1106509343474469
22,1,2000,1150,27.59123992919922,104.41285552978516,1.0,0.04520593583583832,1.8053691085259265
23,1,2000,1136,28.027507781982422,106.03997421264648,1.0,0.04080693796277046,0.5855063709741706
24,1,2000,1138,28.70992660522461,108.47797393798828,1.0,0.02539227157831192,0.3805216247788785
25,1,2000,1144,28.98366928100586,109.362158203125,1.0,0.026754900813102722,0.45370303978557097
26,1,2000,1166,29.653833389282227,111.4716423034668,1.0,0.08109604567289352,1.3845149162126733
27,1,2000,1177,30.12875747680664,112.92098541259766,1.0,0.03149948641657829,0.6268255703287543
28,1,2000,1179,30.792478561401367,115.02020797729492,1.0,0.013015509583055973,0.39167113038474294
29,1,2000,1176,30.9365234375,115.5118797302246,1.0,0.00899298395961523,0.1083523598284494
30,1,2000,1176,30.320241928100586,113.33674545288086,1.0,0.0160905122756958,0.3604520005964281
31,1,2000,1177,28.200519561767578,106.23582000732422,1.0,0.0373370386660099,0.6649964725972803
32,1,2000,1194,26.592788696289062,100.45949935913086,1.0,0.06455221027135849,0.7833468365828998
33,1,2000,1203,23.235586166381836,87.14875946044921,1.0,0.04096610099077225,0.8943809438743524
34,1,2000,1212,21.443668365478516,79.83855895996093,1.0,0.04252894967794418,0.2987071358280474
35,1,2000,1161,17.278898239135742,60.05326309204102,1.0,0.3687228560447693,4.857687061319836
36,1,2000,1137,15.289299011230469,50.19538917541504,1.0,0.0532102957367897,1.142609682122478
37,1,2000,1134,12.278575897216797,34.751956939697266,1.0,0.06406714767217636,0.7677033168056279
38,1,2000,1161,10.925400733947754,27.95621910095215,1.0,0.06634054332971573,1.1766958693067626
39,1,2000,1168,8.832752227783203,16.68726463317871,1.0,0.04128585010766983,1.806452788252986
40,1,2000,1275,8.090209007263184,12.727882289886475,1.0,0.07557781785726547,1.0321138708358424
41,1,2000,1611,7.064810752868652,12.536553955078126,1.0,0.39858171343803406,7.75230897788272
42,1,2000,1535,7.548088550567627,13.88961296081543,1.0,0.1198296770453453,1.8738795457396316
43,1,2000,1565,8.420230865478516,14.285158538818363,1.0,0.43529313802719116,5.6138088380059425
44,1,2000,1606,8.778959274291992,16.85508270263672,1.0,0.09423941373825073,0.9017890064019615
45,1,2000,1445,8.90737533569336,17.167692947387696,1.0,0.2551509737968445,3.0789247571505247
46,1,2000,1443,9.019831657409668,18.270408821105956,1.0,0.013034556992352009,0.1370561110185936
47,1,2000,1442,9.221726417541504,20.36967945098877,1.0,0.03406897559762001,1.1666752210489357
