best_iter,best_total_loss,total_scaled,frame_loss_semantics,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
4341,1.4811594486236572,1.4811594486236572,diagnostic_local,0.02763567492365837,0.5527135133743286,0.0014083603164181113,0.28167206048965454,8.639508450869471e-05,0.012959262356162071,0.0009444336756132543,0.018888672813773155,0.03500603139400482,0.42007237672805786,0.0,0.0,0.0,0.0,0.0,0.0,0.0008180644945241511,0.04908386990427971,0.0012147470843046904,0.1457696557044983,0.0,0.0
