iter,total,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled
66,1.1933289766311646,500.0,6.367107562255114e-05,0.03183553781127557,0.48774387193596797,0.004009404219686985,0.0019555623382665386,500.0,0.0011008750880137086,0.5504375440068543
67,1.186713695526123,500.0,6.267130083870143e-05,0.031335650419350713,0.49524762381190596,0.003701357403770089,0.001833088459095742,500.0,0.0011072892230004072,0.5536446115002036
68,1.1773537397384644,500.0,6.203589146025479e-05,0.031017945730127394,0.5027513756878439,0.0033089921344071627,0.0016636003477134558,500.0,0.0011122016003355384,0.5561008001677692
69,1.1722482442855835,500.0,6.156755262054503e-05,0.030783776310272515,0.5102551275637819,0.0033688389230519533,0.001718967334423708,500.0,0.0011140928836539388,0.5570464418269694
70,1.1648224592208862,500.0,6.163840589579195e-05,0.030819202947895974,0.5177588794397199,0.0033150024246424437,0.001716371940722826,500.0,0.0011112357024103403,0.5556178512051702
71,1.1619796752929688,500.0,6.20563660049811e-05,0.03102818300249055,0.5252626313156579,0.002999451942741871,0.001575500019949457,500.0,0.0011002491228282452,0.5501245614141226
72,1.16085684299469,500.0,6.2749873904977e-05,0.0313749369524885,0.5327663831915957,0.0027281353250145912,0.0014534587899652524,500.0,0.0010892708087339997,0.5446354043669999
73,1.165985345840454,500.0,6.328076415229589e-05,0.031640382076147944,0.5402701350675337,0.0023593835067003965,0.0012747044458411346,500.0,0.0010798040311783552,0.5399020155891776
74,1.1725229024887085,500.0,6.33417148492299e-05,0.03167085742461495,0.5477738869434717,0.0022861952893435955,0.0012523180799555963,500.0,0.001075049745850265,0.5375248729251325
75,1.17073655128479,500.0,6.320265674730763e-05,0.031601328373653814,0.5552776388194097,0.0023302468471229076,0.0012939339671367823,500.0,0.0010728008346632123,0.5364004173316061
76,1.1665140390396118,500.0,6.265318370424211e-05,0.031326591852121055,0.5627813906953477,0.0023478425573557615,0.0013213220995623972,500.0,0.0010703179286792874,0.5351589643396437
77,1.157659888267517,500.0,6.171592394821346e-05,0.03085796197410673,0.5702851425712856,0.0023421647492796183,0.0013357017579683666,500.0,0.001068428042344749,0.5342140211723745
78,1.151315450668335,500.0,6.0496611695270985e-05,0.030248305847635493,0.5777888944472236,0.0023426141124218702,0.0013535364181326965,500.0,0.0010707342298701406,0.5353671149350703
79,1.1489808559417725,500.0,5.947765021119267e-05,0.029738825105596334,0.5852926463231616,0.0021983552724123,0.00128668117494867,500.0,0.0010723726591095328,0.5361863295547664
80,1.1446354389190674,500.0,5.882151162950322e-05,0.02941075581475161,0.5927963981990996,0.002159018535166979,0.001279858411292081,500.0,0.0010725969914346933,0.5362984957173467
81,1.1441876888275146,500.0,5.8648656704463065e-05,0.029324328352231532,0.6003001500750376,0.002051030518487096,0.0012312339280562857,500.0,0.0010680912528187037,0.5340456264093518
82,1.140363335609436,500.0,5.835685442434624e-05,0.02917842721217312,0.6078039019509754,0.001918521011248231,0.001166084556611606,500.0,0.0010634076315909624,0.5317038157954812
83,1.1362125873565674,500.0,5.831754970131442e-05,0.02915877485065721,0.6153076538269134,0.0019287810428068042,0.0011867937381952823,500.0,0.0010589747689664364,0.5294873844832182
84,1.1320406198501587,500.0,5.828762732562609e-05,0.029143813662813045,0.6228114057028514,0.0017909538000822067,0.0011154264537780627,500.0,0.0010602106340229511,0.5301053170114756
85,1.127295732498169,500.0,5.824764957651496e-05,0.02912382478825748,0.6303151575787894,0.0016944869421422482,0.0010680608039515922,500.0,0.001065204618498683,0.5326023092493415
86,1.1288328170776367,500.0,5.844159750267863e-05,0.029220798751339316,0.6378189094547274,0.0018523656763136387,0.0011814738555777336,500.0,0.0010732432128861547,0.5366216064430773
87,1.1318424940109253,500.0,5.871244866284542e-05,0.02935622433142271,0.6453226613306653,0.0020017940551042557,0.0012918030670757827,500.0,0.001078369445167482,0.539184722583741
88,1.1202154159545898,500.0,5.924693323322572e-05,0.02962346661661286,0.6528264132066033,0.0021117280703037977,0.00137859186180413,500.0,0.001080099493265152,0.540049746632576
89,1.1171342134475708,500.0,5.997838161420077e-05,0.029989190807100385,0.6603301650825413,0.002137221861630678,0.0014112720647086018,500.0,0.00107919133733958,0.53959566866979
90,1.1219658851623535,500.0,6.057428981876001e-05,0.030287144909380004,0.6678339169584793,0.002329700393602252,0.0015558529391991028,500.0,0.001074713421985507,0.5373567109927535
91,1.1183040142059326,500.0,6.072095857234672e-05,0.03036047928617336,0.6753376688344173,0.0023044992703944445,0.0015563151650987996,500.0,0.0010690069757401943,0.5345034878700972
92,1.1130306720733643,500.0,6.040995504008606e-05,0.03020497752004303,0.6828414207103551,0.0023867920972406864,0.0016298005066200784,500.0,0.0010618979576975107,0.5309489788487554
93,1.1083869934082031,500.0,5.986267206026241e-05,0.029931336030131206,0.6903451725862931,0.002405649283900857,0.0016607283700766295,500.0,0.0010534229222685099,0.5267114611342549
94,1.1158136129379272,500.0,5.9041340136900544e-05,0.029520670068450272,0.6978489244622311,0.0020415806211531162,0.001424714840674636,500.0,0.0010468729306012392,0.5234364653006196
95,1.1236213445663452,500.0,5.857852738699876e-05,0.02928926369349938,0.7053526763381691,0.0019499128684401512,0.0013753762603804969,500.0,0.0010394136188551784,0.5197068094275892
96,1.1158689260482788,500.0,5.829076690133661e-05,0.029145383450668305,0.7128564282141071,0.0018762479303404689,0.0013374953980666174,500.0,0.001032404601573944,0.516202300786972
97,1.113906741142273,500.0,5.820173100801185e-05,0.029100865504005924,0.720360180090045,0.00203566811978817,0.0014664142533741694,500.0,0.0010245592566207051,0.5122796283103526
98,1.1123780012130737,500.0,5.8410245401319116e-05,0.029205122700659558,0.727863931965983,0.0020070120226591825,0.0014608316623157132,500.0,0.0010129836155101657,0.5064918077550828
99,1.111482858657837,500.0,5.8728241128847e-05,0.0293641205644235,0.735367683841921,0.0017202167073264718,0.0012649917757728431,500.0,0.0010033095022663474,0.5016547511331737
100,1.1041059494018555,500.0,5.920146941207349e-05,0.029600734706036747,0.742871435717859,0.0020095952786505222,0.0014928709298629443,500.0,0.0009972855914384127,0.49864279571920633
101,1.099230170249939,500.0,5.9878919273614883e-05,0.02993945963680744,0.7503751875937968,0.002190365456044674,0.0016435958899784946,500.0,0.0009892890229821205,0.49464451149106026
102,1.1011683940887451,500.0,6.018592102918774e-05,0.03009296051459387,0.7578789394697348,0.002025838242843747,0.0015353401390236503,500.0,0.0009882100857794285,0.49410504288971424
103,1.1039791107177734,500.0,6.001308065606281e-05,0.030006540328031406,0.7653826913456728,0.0020343123469501734,0.0015570274591464558,500.0,0.0009903335012495518,0.4951667506247759
104,1.1029930114746094,500.0,5.978037370368838e-05,0.02989018685184419,0.7728864432216108,0.0020593544468283653,0.0015916471337417831,500.0,0.0009908206993713975,0.49541034968569875
105,1.0924851894378662,500.0,5.95848832745105e-05,0.02979244163725525,0.7803901950975488,0.002033744938671589,0.0015871146094685736,500.0,0.0009902333840727806,0.4951166920363903
106,1.0893824100494385,500.0,5.931810665060766e-05,0.02965905332530383,0.7878939469734867,0.002141121542081237,0.001686976702740344,500.0,0.0009897843701764941,0.49489218508824706
107,1.088269829750061,500.0,5.9362708270782605e-05,0.029681354135391302,0.7953976988494247,0.002077315701171756,0.0016522921284957937,500.0,0.0009856014512479305,0.49280072562396526
108,1.0867208242416382,500.0,5.939326365478337e-05,0.029696631827391684,0.8029014507253627,0.0020327384117990732,0.0016320886197786456,500.0,0.0009804842993617058,0.4902421496808529
109,1.0843957662582397,500.0,5.911069820285775e-05,0.029555349101428874,0.8104052026013007,0.001982651650905609,0.0016067512128399633,500.0,0.0009817859390750527,0.49089296953752637
110,1.0834343433380127,500.0,5.86441092309542e-05,0.0293220546154771,0.8179089544772387,0.0018550765234977007,0.0015172836998092751,500.0,0.0009822691790759563,0.4911345895379782
111,1.082507848739624,500.0,5.849687659065239e-05,0.029248438295326196,0.8254127063531765,0.0018542525358498096,0.0015305236038780318,500.0,0.0009802666027098894,0.4901333013549447
112,1.0816385746002197,500.0,5.842612881679088e-05,0.02921306440839544,0.8329164582291145,0.0018434044905006886,0.001535401939311479,500.0,0.0009804549627006054,0.4902274813503027
113,1.0792548656463623,500.0,5.84108020120766e-05,0.0292054010060383,0.8404202101050525,0.0019125116523355246,0.0016073134446841827,500.0,0.0009816650999709964,0.4908325499854982
114,1.077645182609558,500.0,5.802482337458059e-05,0.029012411687290296,0.8479239619809905,0.0018913294188678265,0.0016037035342576118,500.0,0.0009822758147493005,0.49113790737465024
115,1.0748629570007324,500.0,5.801389488624409e-05,0.029006947443122044,0.8554277138569285,0.001934492727741599,0.0016548186915648496,500.0,0.000977386487647891,0.4886932438239455
116,1.0722962617874146,500.0,5.786268593510613e-05,0.028931342967553064,0.8629314657328664,0.001904803328216076,0.0016437147279503405,500.0,0.0009782880079001188,0.4891440039500594
117,1.0728133916854858,500.0,5.783333472209051e-05,0.028916667361045256,0.8704352176088044,0.00194863963406533,0.0016961645639187964,500.0,0.00097964471206069,0.48982235603034496
118,1.0712506771087646,500.0,5.770787538494915e-05,0.028853937692474574,0.8779389694847424,0.002009388990700245,0.0017641208997893597,500.0,0.0009794320212677121,0.48971601063385606
119,1.0670908689498901,500.0,5.733874422730878e-05,0.02866937211365439,0.8854427213606804,0.0019570186268538237,0.0017328278987149915,500.0,0.0009778562234714627,0.48892811173573136
120,1.0684479475021362,500.0,5.69314397580456e-05,0.0284657198790228,0.8929464732366184,0.0018312232568860054,0.0016351843489452325,500.0,0.000980970449745655,0.49048522487282753
121,1.0705441236495972,500.0,5.673441773978993e-05,0.028367208869894966,0.9004502251125562,0.0018212198046967387,0.001639917783118624,500.0,0.0009817957179620862,0.4908978589810431
122,1.0635058879852295,500.0,5.6726523325778544e-05,0.028363261662889272,0.9079539769884942,0.0017976395320147276,0.0016321739622845075,500.0,0.000980276963673532,0.490138481836766
123,1.0624737739562988,500.0,5.686017175321467e-05,0.028430085876607336,0.9154577288644322,0.001793193630874157,0.0016415929687342208,500.0,0.0009758576052263379,0.48792880261316895
124,1.0598678588867188,500.0,5.6651391787454486e-05,0.028325695893727243,0.9229614807403702,0.001695486018434167,0.0015648682861485934,500.0,0.0009720425005070865,0.48602125025354326
125,1.0606290102005005,500.0,5.6055774621199816e-05,0.028027887310599908,0.9304652326163082,0.0018577899318188429,0.001728608941062055,500.0,0.0009720489615574479,0.48602448077872396
126,1.0587767362594604,500.0,5.596356641035527e-05,0.027981783205177635,0.9379689844922461,0.0017254368867725134,0.001618406284491477,500.0,0.0009699902730062604,0.4849951365031302
127,1.0572216510772705,500.0,5.617852002615109e-05,0.028089260013075545,0.9454727363681841,0.001718125189654529,0.001624440524485773,500.0,0.0009719958761706948,0.4859979380853474
128,1.0570679903030396,500.0,5.59623003937304e-05,0.0279811501968652,0.9529764882441221,0.001739591476507485,0.0016577897762615102,500.0,0.0009792600758373737,0.48963003791868687
129,1.0540894269943237,500.0,5.547569890040904e-05,0.02773784945020452,0.9604802401200601,0.0016885087825357914,0.001621779320894807,500.0,0.0009845258900895715,0.49226294504478574
130,1.0526113510131836,500.0,5.551079084398225e-05,0.027755395421991125,0.967983991995998,0.0017543104477226734,0.00169814443038688,500.0,0.0009818533435463905,0.49092667177319527
131,1.0524972677230835,500.0,5.574242823058739e-05,0.027871214115293697,0.9754877438719359,0.0017009563744068146,0.0016592620960946916,500.0,0.0009789506439119577,0.48947532195597887
132,1.0497968196868896,500.0,5.597617200692184e-05,0.02798808600346092,0.9829914957478739,0.001769132912158966,0.0017390426074999341,500.0,0.0009785373695194721,0.48926868475973606
133,1.0522266626358032,500.0,5.60877269890625e-05,0.02804386349453125,0.9904952476238119,0.0017160724382847548,0.0016997615946992568,500.0,0.0009779033716768026,0.4889516858384013
134,1.0504467487335205,500.0,5.621682066703215e-05,0.028108410333516076,0.9979989994997499,0.001700198045000434,0.0016967959478618637,500.0,0.000974116032011807,0.4870580160059035
135,1.0503690242767334,500.0,5.643285840051249e-05,0.028216429200256243,1.0055027513756878,0.0015978077426552773,0.0016066000814092582,500.0,0.0009667754056863487,0.48338770284317434
136,1.0482689142227173,500.0,5.617314309347421e-05,0.028086571546737105,1.0130065032516258,0.0015116861322894692,0.0015313478828845298,500.0,0.000965076731517911,0.4825383657589555
137,1.0484548807144165,500.0,5.597778726951219e-05,0.027988893634756096,1.0205102551275638,0.0016621383838355541,0.0016962292661453378,500.0,0.0009632869623601437,0.48164348118007183
138,1.0469706058502197,500.0,5.6053286243695766e-05,0.028026643121847883,1.0280140070035018,0.001599593204446137,0.001644404219678245,500.0,0.0009662788361310959,0.48313941806554794
139,1.0446357727050781,500.0,5.6099168432410806e-05,0.028049584216205403,1.0355177588794398,0.001734275370836258,0.001795872945288171,500.0,0.0009742568363435566,0.4871284181717783
140,1.045259952545166,500.0,5.589182546827942e-05,0.02794591273413971,1.0430215107553777,0.0017099569085985422,0.0017835218381330468,500.0,0.0009787153685465455,0.48935768427327275
141,1.0435935258865356,500.0,5.593166861217469e-05,0.027965834306087345,1.0505252626313157,0.001747227506712079,0.0018355066353653658,500.0,0.000979697797447443,0.4898488987237215
142,1.0404361486434937,500.0,5.5929773225216195e-05,0.027964886612608097,1.0580290145072537,0.0019175827037543058,0.0020288581382893233,500.0,0.0009837438119575381,0.49187190597876906
143,1.03939688205719,500.0,5.595866605290212e-05,0.02797933302645106,1.0655327663831915,0.0019301465945318341,0.0020566344403966015,500.0,0.000984469661489129,0.49223483074456453
144,1.035847783088684,500.0,5.5782606068532914e-05,0.027891303034266457,1.0730365182591295,0.0018856856040656567,0.0020234095151179755,500.0,0.0009829704649746418,0.4914852324873209
145,1.0357376337051392,500.0,5.548087210627273e-05,0.027740436053136364,1.0805402701350675,0.0018002643482759595,0.0019452581252006364,500.0,0.0009781685657799244,0.4890842828899622
146,1.0349061489105225,500.0,5.5409596825484186e-05,0.027704798412742093,1.0880440220110055,0.0017330264672636986,0.0018856090876931187,500.0,0.0009758631349541247,0.48793156747706234
147,1.0359301567077637,500.0,5.553773735300638e-05,0.02776886867650319,1.0955477738869435,0.0017591282958164811,0.0019272090884632784,500.0,0.000973996939137578,0.486998469568789
148,1.0338737964630127,500.0,5.531828719540499e-05,0.027659143597702496,1.1030515257628815,0.0017137310933321714,0.0018903336972473427,500.0,0.0009749056771397591,0.48745283856987953
149,1.0350714921951294,500.0,5.4702515626559034e-05,0.027351257813279517,1.1105552776388194,0.0017108743777498603,0.0019000205695871386,500.0,0.0009785700822249055,0.48928504111245275
150,1.0360617637634277,500.0,5.444029375212267e-05,0.027220146876061335,1.1180590295147574,0.001715062651783228,0.0019175412840097621,500.0,0.0009799899999052286,0.4899949999526143
151,1.0315121412277222,500.0,5.450029857456684e-05,0.02725014928728342,1.1255627813906954,0.0016018908936530352,0.001803028769744537,500.0,0.0009787700837478042,0.4893850418739021
152,1.0310466289520264,500.0,5.49776668776758e-05,0.0274888334388379,1.1330665332666334,0.0018147294176742435,0.0020562091701011313,500.0,0.0009764358983375132,0.4882179491687566
153,1.0332056283950806,500.0,5.5125718063209206e-05,0.027562859031604603,1.1405702851425712,0.0018946948694065213,0.0021610326674571627,500.0,0.0009774473728612065,0.48872368643060327
154,1.0295151472091675,500.0,5.490760668180883e-05,0.027453803340904415,1.1480740370185092,0.0018569000530987978,0.002131858740301021,500.0,0.0009781644912436604,0.4890822456218302
155,1.0275182723999023,500.0,5.437620711745694e-05,0.02718810355872847,1.1555777888944472,0.0017847397830337286,0.0020624056522300714,500.0,0.000980318640358746,0.490159320179373
156,1.028955101966858,500.0,5.411947495304048e-05,0.02705973747652024,1.1630815407703852,0.0017273786943405867,0.002009082273307586,500.0,0.0009802831336855888,0.4901415668427944
157,1.0267871618270874,500.0,5.4117568652145565e-05,0.027058784326072782,1.1705852926463232,0.0017125617014244199,0.0020046995404367895,500.0,0.0009777350351214409,0.48886751756072044
158,1.0248702764511108,500.0,5.448537558550015e-05,0.027242687792750075,1.1780890445222612,0.001677582855336368,0.0019763419831501485,500.0,0.0009735595667734742,0.4867797833867371
159,1.026593565940857,500.0,5.4565840400755405e-05,0.027282920200377703,1.1855927963981991,0.001761424820870161,0.0020883325790206513,500.0,0.0009732936741784215,0.48664683708921075
160,1.0247418880462646,500.0,5.436016363091767e-05,0.027180081815458834,1.1930965482741371,0.001782336039468646,0.002126498976554638,500.0,0.0009749974706210196,0.4874987353105098
161,1.0231387615203857,500.0,5.412797327153385e-05,0.027063986635766923,1.2006003001500751,0.0017424458637833595,0.0020919810270535583,500.0,0.0009769292082637548,0.4884646041318774
162,1.0241007804870605,500.0,5.428239091997966e-05,0.02714119545998983,1.208104052026013,0.0017294585704803467,0.0020893659068084228,500.0,0.0009759264066815376,0.4879632033407688
163,1.0257774591445923,500.0,5.432226316770539e-05,0.027161131583852693,1.215607803901951,0.0018084936309605837,0.0021984189711026603,500.0,0.000976047944277525,0.4880239721387625
164,1.0211460590362549,500.0,5.4222418839344755e-05,0.027111209419672377,1.2231115557778889,0.0018336429493501782,0.0022427498805208533,500.0,0.0009763833368197083,0.4881916684098542
165,1.0200722217559814,500.0,5.3970936278346926e-05,0.026985468139173463,1.2306153076538269,0.0017437568167224526,0.0021458938314843586,500.0,0.0009739924571476877,0.48699622857384384
