iter,total,corr,reproj,scale_reg,t_reg,scale,tx,ty,tz
96,0.09452980,0.02326288,71.06925964,0.13042502,0.06723254,1.43497014,0.00702091,0.02058527,0.25837860
97,0.09268174,0.02190526,70.57797241,0.13155165,0.06694409,1.43720543,0.00699364,0.02051598,0.25782606
98,0.09092779,0.02065888,70.06963348,0.13264972,0.06662989,1.43937802,0.00695888,0.02044665,0.25722247
99,0.08926038,0.01951572,69.54464722,0.13371943,0.06629105,1.44148910,0.00692111,0.02038106,0.25656921
100,0.08767298,0.01846837,69.00392151,0.13476105,0.06592859,1.44353962,0.00688483,0.02032018,0.25586769
101,0.08615948,0.01750970,68.44845581,0.13577490,0.06554343,1.44553065,0.00685346,0.02026209,0.25511938
102,0.08471394,0.01663315,67.87888336,0.13676128,0.06513640,1.44746327,0.00682855,0.02020298,0.25432578
103,0.08333091,0.01583244,67.29603577,0.13772057,0.06470827,1.44933856,0.00680956,0.02013863,0.25348833
104,0.08200528,0.01510173,66.70063782,0.13865316,0.06425989,1.45115757,0.00679417,0.02006590,0.25260857
105,0.08073211,0.01443530,66.09346771,0.13955948,0.06379214,1.45292187,0.00677907,0.01998381,0.25168797
106,0.07950722,0.01382799,65.47547913,0.14044002,0.06330600,1.45463252,0.00676091,0.01989365,0.25072801
107,0.07832640,0.01327501,64.84730530,0.14129522,0.06280252,1.45629072,0.00673720,0.01979848,0.24973014
108,0.07718601,0.01277181,64.20979309,0.14212565,0.06228274,1.45789790,0.00670690,0.01970186,0.24869579
109,0.07608248,0.01231419,63.56360626,0.14293180,0.06174774,1.45945525,0.00667056,0.01960665,0.24762638
110,0.07501259,0.01189829,62.90938568,0.14371425,0.06119852,1.46096420,0.00663006,0.01951411,0.24652335
111,0.07397347,0.01152047,62.24788666,0.14447357,0.06063601,1.46242607,0.00658803,0.01942362,0.24538812
112,0.07296242,0.01117739,61.57975388,0.14521036,0.06006107,1.46384239,0.00654705,0.01933310,0.24422210
113,0.07197706,0.01086595,60.90570450,0.14592522,0.05947454,1.46521449,0.00650899,0.01923991,0.24302673
114,0.07101511,0.01058340,60.22621536,0.14661878,0.05887721,1.46654356,0.00647459,0.01914188,0.24180339
115,0.07007474,0.01032698,59.54219437,0.14729165,0.05826993,1.46783125,0.00644337,0.01903805,0.24055345
116,0.06915405,0.01009440,58.85404968,0.14794448,0.05765354,1.46907878,0.00641384,0.01892898,0.23927827
117,0.06825137,0.00988336,58.16239929,0.14857791,0.05702889,1.47028768,0.00638404,0.01881641,0.23797916
118,0.06736551,0.00969188,57.46804428,0.14919257,0.05639688,1.47145927,0.00635210,0.01870262,0.23665743
119,0.06649492,0.00951817,56.77119827,0.14978915,0.05575830,1.47259486,0.00631677,0.01858955,0.23531432
120,0.06563852,0.00936046,56.07257843,0.15036827,0.05511398,1.47369599,0.00627770,0.01847819,0.23395112
121,0.06479537,0.00921732,55.37265396,0.15093058,0.05446463,1.47476387,0.00623547,0.01836831,0.23256904
122,0.06396458,0.00908731,54.67197800,0.15147674,0.05381096,1.47579992,0.00619137,0.01825872,0.23116930
123,0.06314542,0.00896921,53.97105026,0.15200737,0.05315360,1.47680533,0.00614698,0.01814776,0.22975308
124,0.06233701,0.00886183,53.27016068,0.15252313,0.05249321,1.47778165,0.00610372,0.01803405,0.22832154
125,0.06153907,0.00876412,52.57009125,0.15302464,0.05183040,1.47873008,0.00606245,0.01791694,0.22687580
126,0.06075091,0.00867521,51.87101746,0.15351254,0.05116581,1.47965181,0.00602334,0.01779677,0.22541696
127,0.05997204,0.00859426,51.17329407,0.15398742,0.05050007,1.48054802,0.00598583,0.01767467,0.22394606
128,0.05920229,0.00852045,50.47755814,0.15444990,0.04983377,1.48142004,0.00594888,0.01755207,0.22246416
