final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
2000,0.9343916177749634,0.9343916177749634,20.0,0.00047093344619497657,0.009418668923899531,50.0,0.002930083777755499,0.14650418888777494,1.0,0.00019810968660749495,0.00019810968660749495,10.0,0.008024335838854313,0.08024335838854313,10.0,0.013492802157998085,0.13492802157998085,800.0,0.0005653235130012035,0.45225881040096283,0.001,110.84043884277344,0.11084043884277343,700000,700000,1561,10475,8042,175
