frame_idx,num_active,sum_weight,reproj_mean_px,reproj_p50_px,reproj_p90_px,rotation_angle_deg,translation_magnitude,tx,ty,tz
0,2122,2122.0,0.7071011066436768,0.7071067690849304,0.7071283459663391,0.0,0.0,0.0,0.0,0.0
1,1735,1735.0,0.3400394916534424,0.32747647166252136,0.5829805135726929,1.7947145935777136,0.09629307687282562,0.0768984854221344,-0.05110422521829605,-0.02733747474849224
2,1735,1735.0,0.5354899168014526,0.4864562451839447,0.9808139204978943,3.7693064878159444,0.2093612104654312,0.17535372078418732,-0.10747183859348297,-0.039153482764959335
3,1735,1735.0,0.8625842928886414,0.7718395590782166,1.5814024209976196,5.306072157198956,0.30828797817230225,0.2555381953716278,-0.1712229996919632,-0.020600436255335808
4,1735,1735.0,1.075510859489441,0.9086166620254517,2.015660285949707,7.842825332396025,0.4631135165691376,0.3838525414466858,-0.25627148151397705,-0.038161419332027435
5,1735,1735.0,1.14706552028656,1.000468373298645,2.187281370162964,8.660024169415847,0.5237815976142883,0.4287649393081665,-0.2988350987434387,-0.03471874073147774
6,1735,1735.0,1.451235055923462,1.2892125844955444,2.8415980339050293,10.380742627959759,0.6068350076675415,0.4935252368450165,-0.3513607084751129,-0.03503168001770973
7,1735,1735.0,1.849794626235962,1.6372358798980713,3.6201183795928955,12.524070503661745,0.7675896286964417,0.6406615972518921,-0.42018869519233704,-0.04677598550915718
8,1735,1735.0,2.031911849975586,1.7583811283111572,4.011908531188965,14.17960505186164,0.9011965394020081,0.7561595439910889,-0.4893113672733307,-0.030859097838401794
9,1735,1735.0,2.2688148021698,2.023190975189209,4.394069671630859,16.398471404689385,1.0679901838302612,0.9111610054969788,-0.556762158870697,-0.020111219957470894
10,1735,1735.0,2.4726715087890625,2.129634141921997,4.963765621185303,17.508689625970984,1.149894118309021,1.0033681392669678,-0.5580630898475647,-0.06383273005485535
11,1735,1735.0,2.6188693046569824,2.2960007190704346,5.185973644256592,18.698290013333764,1.244788646697998,1.1021275520324707,-0.5745999813079834,-0.06818050891160965
12,1735,1735.0,2.882582902908325,2.5408754348754883,5.636033058166504,20.272826201940124,1.3694219589233398,1.2223057746887207,-0.6160398721694946,-0.04218973219394684
13,1735,1735.0,3.04117751121521,2.6120479106903076,6.052346706390381,21.301420247545487,1.4575035572052002,1.3160136938095093,-0.6260117292404175,-0.02310073748230934
14,1735,1735.0,3.2231760025024414,2.771308422088623,6.444906234741211,22.503270579184687,1.5597137212753296,1.4341578483581543,-0.6130850315093994,-0.005015150178223848
15,1735,1735.0,3.2554125785827637,2.8118770122528076,6.4539947509765625,23.402989200435663,1.627733826637268,1.5080373287200928,-0.6120086312294006,0.028042029589414597
16,1735,1735.0,3.4246954917907715,2.8817174434661865,6.89860725402832,24.137275517347053,1.6868150234222412,1.5745136737823486,-0.6034444570541382,0.045892778784036636
17,1735,1735.0,3.6014790534973145,3.073432683944702,7.156719207763672,24.867417616979537,1.7404450178146362,1.64042329788208,-0.5778971314430237,0.06477102637290955
18,1735,1735.0,3.701946496963501,3.1557884216308594,7.392348289489746,25.855407895516468,1.8030297756195068,1.7238620519638062,-0.5192424654960632,0.0979960635304451
19,1735,1735.0,3.800032138824463,3.2656757831573486,7.57896089553833,26.678594247117452,1.8651281595230103,1.7981151342391968,-0.47795116901397705,0.13056756556034088
20,1735,1735.0,3.846607208251953,3.376868486404419,7.6194844245910645,27.69803071659312,1.9424240589141846,1.887088418006897,-0.4251033663749695,0.17662379145622253
21,1735,1735.0,3.952465534210205,3.5312182903289795,7.768265247344971,28.659869908345364,2.0101938247680664,1.9607272148132324,-0.3883756995201111,0.21352390944957733
22,1735,1735.0,3.978766679763794,3.5813724994659424,7.706355094909668,29.482849646723956,2.0644044876098633,2.0192248821258545,-0.3555647134780884,0.24097751080989838
23,1735,1735.0,4.002267360687256,3.611757516860962,7.722632884979248,30.358415011522474,2.11268949508667,2.0741662979125977,-0.31330838799476624,0.25125500559806824
24,1731,1731.0,4.021022319793701,3.5566563606262207,7.820613861083984,31.10302515936434,2.1566803455352783,2.122781276702881,-0.2720751166343689,0.2665436863899231
25,1730,1730.0,4.042093753814697,3.582883834838867,7.839303970336914,31.857354666395132,2.2048442363739014,2.1715199947357178,-0.24424424767494202,0.2935706377029419
26,1726,1726.0,4.067750453948975,3.6496939659118652,7.730688095092773,32.75508399505034,2.2601420879364014,2.226544141769409,-0.21235433220863342,0.32503655552864075
27,1725,1725.0,4.13161039352417,3.690744638442993,7.908177375793457,33.546614127395614,2.304586887359619,2.271507501602173,-0.17701846361160278,0.34646734595298767
28,1722,1722.0,4.1992363929748535,3.7824513912200928,8.068428039550781,34.32312808885061,2.3442561626434326,2.312516212463379,-0.12456170469522476,0.3637165427207947
29,1722,1722.0,4.346876621246338,3.84944486618042,8.327675819396973,35.34781014360885,2.398744583129883,2.364610433578491,-0.07573159039020538,0.3960525095462799
30,1722,1722.0,4.465549945831299,3.9699811935424805,8.505342483520508,36.19738322352088,2.449221134185791,2.4133858680725098,-0.029613032937049866,0.4163840711116791
31,1722,1722.0,4.6111273765563965,4.139499187469482,8.696100234985352,37.243023713747306,2.504181146621704,2.465099811553955,0.02225515991449356,0.4401257634162903
32,1722,1722.0,4.7469282150268555,4.338138580322266,8.787520408630371,38.19766217856706,2.5530076026916504,2.508406162261963,0.07546510547399521,0.4690965414047241
33,1722,1722.0,4.919833183288574,4.532008171081543,9.202035903930664,39.119922131626375,2.597003698348999,2.5477712154388428,0.15083757042884827,0.4801439344882965
34,1722,1722.0,5.219040393829346,4.819138526916504,9.793078422546387,40.11057959903419,2.6402909755706787,2.5845818519592285,0.23460420966148376,0.48583367466926575
35,1722,1722.0,5.236610412597656,4.913395404815674,9.825959205627441,40.61359571064895,2.6722519397735596,2.6108345985412598,0.2568974196910858,0.5084067583084106
36,1722,1722.0,5.375036239624023,5.147549629211426,10.025404930114746,41.90396529393151,2.739830732345581,2.665071964263916,0.318897545337677,0.5498796105384827
37,1722,1722.0,5.570793628692627,5.364986419677734,10.54136848449707,43.34327739734996,2.821807384490967,2.731713056564331,0.3784964680671692,0.5975629091262817
38,1722,1722.0,5.70047664642334,5.531243801116943,10.769298553466797,45.114949920875816,2.922731637954712,2.812288761138916,0.43609556555747986,0.6657426357269287
39,1722,1722.0,6.019917964935303,5.757794380187988,11.597028732299805,46.495307246473295,2.9994120597839355,2.8713481426239014,0.4933398962020874,0.7130551338195801
40,1722,1722.0,6.239062786102295,5.947247505187988,11.85677719116211,47.67894146359607,3.0654525756835938,2.921802282333374,0.5301132798194885,0.7609538435935974
41,1722,1722.0,6.476707458496094,6.137426376342773,12.402873039245605,49.11458234033564,3.146327018737793,2.9839301109313965,0.5693932175636292,0.8193454742431641
42,1722,1722.0,6.982997894287109,6.861856460571289,12.942646980285645,51.40071837252519,3.270021915435791,3.0771429538726807,0.5978512167930603,0.9310254454612732
43,1722,1722.0,7.215545654296875,7.1011762619018555,13.382089614868164,52.92428768954491,3.3526611328125,3.136230707168579,0.6062335968017578,1.0182700157165527
44,1722,1722.0,7.479513645172119,7.268307685852051,13.838220596313477,54.593637149114805,3.445605754852295,3.202162027359009,0.6037065982818604,1.1197748184204102
45,1721,1721.0,7.718709945678711,7.549805164337158,14.264216423034668,56.12410837229083,3.529463768005371,3.2598819732666016,0.6120291948318481,1.2065263986587524
46,1685,1685.0,7.984627723693848,7.812641143798828,14.83798885345459,57.443796542585666,3.5943849086761475,3.3016092777252197,0.6236133575439453,1.2767479419708252
47,1655,1655.0,8.18824291229248,7.774255752563477,14.901371002197266,58.522536129529975,3.646075487136841,3.326550245285034,0.6695207357406616,1.3340435028076172
48,1647,1647.0,8.341655731201172,7.820024490356445,15.116937637329102,59.56030141164337,3.696451425552368,3.3470568656921387,0.7088982462882996,1.3994379043579102
49,1623,1623.0,8.476571083068848,7.843536376953125,15.487004280090332,60.66091126431006,3.7408814430236816,3.369220733642578,0.7128567695617676,1.4609521627426147
50,1594,1594.0,8.619380950927734,7.8719964027404785,15.792679786682129,61.94613430005302,3.7905516624450684,3.397819757461548,0.7156496047973633,1.5201802253723145
51,1583,1583.0,8.6630859375,8.041400909423828,15.764094352722168,62.75155703717009,3.8227527141571045,3.4135565757751465,0.7088968753814697,1.5679713487625122
52,1563,1563.0,8.7326078414917,7.9825873374938965,15.939237594604492,63.670094537131746,3.850909471511841,3.4273438453674316,0.6697845458984375,1.6230236291885376
53,1542,1542.0,8.81912612915039,8.206260681152344,16.05158233642578,64.34404296291524,3.8594002723693848,3.4340667724609375,0.6214550137519836,1.648013710975647
54,1529,1529.0,8.873322486877441,8.250557899475098,16.548982620239258,64.72629449981501,3.8594443798065186,3.436782121658325,0.5913109183311462,1.6535388231277466
55,1528,1528.0,8.878686904907227,8.17140007019043,16.487096786499023,64.8520246220566,3.860973358154297,3.4360899925231934,0.5728829503059387,1.6649945974349976
56,1526,1526.0,8.992210388183594,8.364189147949219,17.073486328125,65.12132532065186,3.8616151809692383,3.4405758380889893,0.5671194195747375,1.6591819524765015
57,1521,1521.0,8.949796676635742,8.134041786193848,16.914579391479492,65.44030198508062,3.8667197227478027,3.446263074874878,0.5345446467399597,1.6700462102890015
58,1519,1519.0,8.894224166870117,7.8523173332214355,17.226110458374023,65.96622655117162,3.8903985023498535,3.459634304046631,0.4833562672138214,1.712453842163086
59,1517,1517.0,8.812682151794434,7.884003162384033,17.090646743774414,67.14825225874485,3.973994731903076,3.5114119052886963,0.4410444498062134,1.8077888488769531
60,1516,1516.0,8.723424911499023,7.68666934967041,16.928325653076172,68.35003770358693,4.069431781768799,3.5658626556396484,0.40341439843177795,1.91889488697052
61,1513,1513.0,8.7154541015625,7.729452610015869,16.941919326782227,69.54336737423654,4.169976711273193,3.6222290992736816,0.38211536407470703,2.0303077697753906
62,1507,1507.0,8.601797103881836,7.55464506149292,16.977087020874023,70.85650539311735,4.2752861976623535,3.6806232929229736,0.37825003266334534,2.1419646739959717
63,1495,1495.0,8.653583526611328,7.455648422241211,17.329187393188477,71.85135659667554,4.364967346191406,3.730881690979004,0.39483842253685,2.2310452461242676
64,1491,1491.0,8.581960678100586,7.229118347167969,17.158613204956055,72.46441388600839,4.427817344665527,3.765420436859131,0.3451559841632843,2.3039188385009766
65,1482,1482.0,8.525904655456543,7.1953582763671875,17.322057723999023,72.74572205716453,4.466796398162842,3.78784441947937,0.3275021016597748,2.344621181488037
66,1459,1459.0,8.453374862670898,6.799445629119873,17.34652328491211,73.2289169598079,4.519571304321289,3.831334114074707,0.3444315493106842,2.3725032806396484
67,1450,1450.0,8.516963005065918,6.904877662658691,17.55840492248535,73.95730882346558,4.577051639556885,3.869739055633545,0.3444867730140686,2.419886350631714
68,1434,1434.0,8.595959663391113,6.889684200286865,17.670860290527344,74.42471915893707,4.625800609588623,3.8982512950897217,0.3214413523674011,2.4694817066192627
69,1414,1414.0,8.48022747039795,6.967139720916748,17.466400146484375,74.83466711292122,4.682498931884766,3.928661823272705,0.2733255624771118,2.5331218242645264
70,1411,1411.0,8.716570854187012,7.120141983032227,17.775745391845703,75.23197921694087,4.7260823249816895,3.9558446407318115,0.22326630353927612,2.576296091079712
71,1403,1403.0,8.673048973083496,7.0732221603393555,17.654075622558594,75.2206069519728,4.75313663482666,3.970611095428467,0.19155174493789673,2.6057369709014893
72,1399,1399.0,8.812418937683105,7.428656101226807,17.53626823425293,75.86771956450731,4.8278021812438965,4.020547866821289,0.11892780661582947,2.6699671745300293
73,1396,1396.0,8.885498046875,7.469677925109863,17.680355072021484,76.57978044585948,4.888718605041504,4.058935165405273,0.08384902030229568,2.723524570465088
74,1394,1394.0,8.933265686035156,7.436734199523926,17.56235122680664,77.43345163927353,4.9544548988342285,4.091392517089844,0.06342414021492004,2.7934038639068604
75,1393,1393.0,9.045809745788574,7.4834489822387695,17.862957000732422,78.68979663520567,5.043656349182129,4.133431434631348,0.009379321709275246,2.8901774883270264
76,1391,1391.0,9.047027587890625,7.663482666015625,17.451339721679688,79.71325950119706,5.133624076843262,4.178793907165527,-0.07021272927522659,2.981081485748291
77,1390,1390.0,9.177348136901855,8.18449592590332,17.65667724609375,80.54609178745339,5.212725639343262,4.219196319580078,-0.14356979727745056,3.0578222274780273
78,1388,1388.0,8.924029350280762,7.820935249328613,17.313472747802734,81.63944797922153,5.295540809631348,4.260738372802734,-0.22030828893184662,3.136929512023926
79,1387,1387.0,8.709307670593262,7.715510368347168,16.74120330810547,82.41647078976969,5.389541149139404,4.295120716094971,-0.35412493348121643,3.236307144165039
80,1387,1387.0,8.445660591125488,7.375696659088135,16.5081729888916,83.35955598960837,5.514917373657227,4.335103988647461,-0.5302550792694092,3.3674938678741455
