View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6085,0.6878,0.7412,0.7758,0.7936,0.8020,0.8040,0.8043,0.8042,0.8032,0.7987,0.7931,0.7902,0.7894,0.7865,0.7816,0.7686,0.7360,0.6774,0.6968,0.6841,0.6630,0.6370,0.6055
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3610,0.2358,0.1479,0.0951,0.0642,0.0463,0.0351,0.0275,0.0222,0.0184,0.0156,0.0134,0.0118,0.0104,0.0093,0.0084,0.0077,0.0070,0.0063,0.0060,0.0055,0.0050,0.0047,0.0043
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6189,0.7115,0.7764,0.8187,0.8475,0.8686,0.8848,0.8967,0.9057,0.9130,0.9190,0.9241,0.9284,0.9319,0.9350,0.9378,0.9408,0.9437,0.9465,0.9570,0.9578,0.9586,0.9594,0.9602
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3813,0.2381,0.1336,0.0764,0.0489,0.0345,0.0258,0.0197,0.0153,0.0122,0.0101,0.0085,0.0073,0.0064,0.0056,0.0050,0.0045,0.0040,0.0036,0.0035,0.0032,0.0030,0.0027,0.0025
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3581,0.2168,0.1250,0.0752,0.0488,0.0349,0.0266,0.0210,0.0172,0.0145,0.0124,0.0108,0.0095,0.0084,0.0075,0.0067,0.0061,0.0055,0.0049,0.0047,0.0043,0.0039,0.0036,0.0033
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4535,0.3595,0.2440,0.1510,0.0961,0.0626,0.0428,0.0311,0.0237,0.0186,0.0153,0.0130,0.0113,0.0099,0.0088,0.0079,0.0071,0.0065,0.0060,0.0064,0.0061,0.0060,0.0059,0.0059
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6491,0.7319,0.7653,0.7556,0.6991,0.5600,0.3556,0.1848,0.1027,0.0673,0.0497,0.0389,0.0314,0.0261,0.0223,0.0193,0.0171,0.0152,0.0135,0.0138,0.0124,0.0112,0.0101,0.0092
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5307,0.4689,0.3122,0.1664,0.0896,0.0568,0.0397,0.0298,0.0236,0.0196,0.0167,0.0144,0.0125,0.0110,0.0098,0.0088,0.0080,0.0074,0.0069,0.0069,0.0063,0.0057,0.0052,0.0047
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6193,0.7091,0.7700,0.8107,0.8386,0.8574,0.8697,0.8784,0.8846,0.8888,0.8929,0.8981,0.9030,0.9067,0.9102,0.9141,0.9182,0.9231,0.9277,0.9438,0.9451,0.9460,0.9469,0.9474
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4286,0.2765,0.1415,0.0759,0.0459,0.0312,0.0227,0.0174,0.0137,0.0113,0.0094,0.0080,0.0070,0.0062,0.0056,0.0051,0.0047,0.0044,0.0041,0.0040,0.0038,0.0035,0.0033,0.0031
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3900,0.2687,0.1712,0.1091,0.0735,0.0519,0.0383,0.0292,0.0229,0.0184,0.0152,0.0130,0.0113,0.0099,0.0088,0.0078,0.0071,0.0064,0.0057,0.0056,0.0051,0.0047,0.0044,0.0041
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3816,0.2751,0.1936,0.1379,0.1017,0.0770,0.0598,0.0477,0.0391,0.0327,0.0279,0.0244,0.0216,0.0193,0.0174,0.0158,0.0144,0.0134,0.0124,0.0120,0.0113,0.0108,0.0103,0.0099
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6204,0.7059,0.7610,0.7954,0.8184,0.8360,0.8499,0.8589,0.8631,0.8638,0.8604,0.8500,0.8325,0.8125,0.7850,0.7438,0.6743,0.5686,0.4429,0.4703,0.4662,0.4644,0.4644,0.4694
