iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,49.88080978393555,20.0,9.251858979705965e-17,1.850371795941193e-15,50.0,0.0,0.0,1.0,0.0,0.0,0.0,0.010677573271095753,0.0,500.0,0.09976162016391754,49.88081008195877,0.0,0.0,0.0,700000,700000,242
2,rigid,49.38949966430664,20.0,1.8598284441395663e-06,3.7196568882791325e-05,50.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,0.0050025012506253125,0.010517784394323826,5.261522958641233e-05,500.0,0.09877881407737732,49.38940703868866,0.0,0.0,0.0,700000,700000,247
3,rigid,48.90296936035156,20.0,7.405009000649443e-06,0.00014810018001298886,50.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,0.010005002501250625,0.01031326875090599,0.00010318427964888435,500.0,0.0978054329752922,48.9027164876461,0.0,0.0,0.0,700000,700000,257
4,rigid,48.42015075683594,20.0,1.659010558796581e-05,0.0003318021117593162,50.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.015007503751875938,0.010204177349805832,0.0001531392298620185,500.0,0.09683932363986969,48.419661819934845,0.0,0.0,0.0,700000,700000,266
5,rigid,47.94173049926758,20.0,2.928067624452524e-05,0.0005856135248905048,50.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,0.02001000500250125,0.010317997075617313,0.00020646317309889572,500.0,0.0958818644285202,47.9409322142601,0.0,0.0,0.0,700000,700000,267
6,rigid,47.46669006347656,20.0,4.507166886469349e-05,0.0009014333772938699,50.0,0.0,0.0,1.0,6.23413325229194e-06,6.23413325229194e-06,0.02501250625312656,0.010212884284555912,0.00025544983202991273,500.0,0.09493105113506317,47.465525567531586,0.0,0.0,0.0,700000,700000,283
7,rigid,46.993072509765625,20.0,6.402256985893473e-05,0.0012804513971786946,50.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,0.030015007503751877,0.010125527158379555,0.00030391777363820575,500.0,0.09398295730352402,46.99147865176201,0.0,0.0,0.0,700000,700000,286
8,rigid,46.52165222167969,20.0,8.617053390480578e-05,0.0017234106780961156,50.0,0.0,0.0,1.0,1.220905778609449e-05,1.220905778609449e-05,0.03501750875437719,0.010088385082781315,0.00035327011295382293,500.0,0.0930391252040863,46.51956260204315,0.0,0.0,0.0,700000,700000,290
9,rigid,46.05202102661133,20.0,0.00011143990559503436,0.0022287981119006872,50.0,0.0,0.0,1.0,1.595188041392248e-05,1.595188041392248e-05,0.0400200100050025,0.010227616876363754,0.0004093093297194099,500.0,0.09209873527288437,46.049367636442184,0.0,0.0,0.0,700000,700000,286
10,rigid,45.58536148071289,20.0,0.00013966072583571076,0.0027932145167142153,50.0,0.0,0.0,1.0,2.0173283701296896e-05,2.0173283701296896e-05,0.04502251125562781,0.01067234668880701,0.00048049584892077585,500.0,0.09116414189338684,45.58207094669342,0.0,0.0,0.0,700000,700000,277
11,rigid,45.12218475341797,20.0,0.000171017978573218,0.0034203595714643598,50.0,0.0,0.0,1.0,2.48662727244664e-05,2.48662727244664e-05,0.05002501250625312,0.010551833547651768,0.000527855605185181,500.0,0.09023641794919968,45.11820897459984,0.0,0.0,0.0,700000,700000,272
12,rigid,44.66048812866211,20.0,0.00020547647727653384,0.004109529545530677,50.0,0.0,0.0,1.0,3.0101058655418456e-05,3.0101058655418456e-05,0.05502751375687844,0.0109278978779912,0.0006013350508149235,500.0,0.08931149542331696,44.65574771165848,0.0,0.0,0.0,700000,700000,275
13,rigid,44.20185852050781,20.0,0.00024292297894135118,0.0048584595788270235,50.0,0.0,0.0,1.0,3.572322748368606e-05,3.572322748368606e-05,0.060030015007503754,0.011481956578791142,0.0006892620257403386,500.0,0.08839254826307297,44.196274131536484,0.0,0.0,0.0,700000,700000,261
14,rigid,43.74474334716797,20.0,0.00028290710179135203,0.005658142035827041,50.0,0.0,0.0,1.0,4.188720049569383e-05,4.188720049569383e-05,0.06503251625812906,0.011386905796825886,0.0007405191363618635,500.0,0.08747661113739014,43.73830556869507,0.0,0.0,0.0,700000,700000,266
15,rigid,43.28999328613281,20.0,0.0003256124909967184,0.006512249819934368,50.0,0.0,0.0,1.0,4.854150029132143e-05,4.854150029132143e-05,0.07003501750875438,0.01172542106360197,0.0008211900694868814,500.0,0.08656522631645203,43.28261315822601,0.0,0.0,0.0,700000,700000,266
16,rigid,42.83937454223633,20.0,0.00037078847526572645,0.007415769505314529,50.0,0.0,0.0,1.0,5.561610305448994e-05,5.561610305448994e-05,0.0750375187593797,0.01173436176031828,0.0008805173907192307,500.0,0.08566205203533173,42.83102601766586,0.0,0.0,0.0,700000,700000,265
17,rigid,42.39197540283203,20.0,0.00041821220656856894,0.008364244131371379,50.0,0.0,0.0,1.0,6.317178485915065e-05,6.317178485915065e-05,0.080040020010005,0.012027977034449577,0.0009627195225172248,500.0,0.08476516604423523,42.382583022117615,0.0,0.0,0.0,700000,700000,265
18,rigid,41.947505950927734,20.0,0.00046802216093055904,0.00936044321861118,50.0,0.0,0.0,1.0,7.120856025721878e-05,7.120856025721878e-05,0.08504252126063032,0.012161314487457275,0.0010342288458567968,500.0,0.08387407660484314,41.93703830242157,0.0,0.0,0.0,700000,700000,265
19,rigid,41.50439453125,20.0,0.0005199985462240875,0.01039997092448175,50.0,0.0,0.0,1.0,7.964259566506371e-05,7.964259566506371e-05,0.09004502251125562,0.012232081964612007,0.0011014380958630121,500.0,0.08298562467098236,41.49281233549118,0.0,0.0,0.0,700000,700000,264
20,rigid,41.063140869140625,20.0,0.0005745732923969626,0.011491465847939253,50.0,0.0,0.0,1.0,8.859273657435551e-05,8.859273657435551e-05,0.09504752376188094,0.012117298319935799,0.0011517191999938978,500.0,0.08210081607103348,41.05040803551674,0.0,0.0,0.0,700000,700000,276
21,rigid,40.62278366088867,20.0,0.0006319198873825371,0.012638397747650743,50.0,0.0,0.0,1.0,9.792644414119422e-05,9.792644414119422e-05,0.10005002501250625,0.012275679968297482,0.0012281820878736849,500.0,0.08121763914823532,40.60881957411766,0.0,0.0,0.0,700000,700000,275
22,rigid,40.18378829956055,20.0,0.0006921500898897648,0.013843001797795296,50.0,0.0,0.0,1.0,0.00010767880303319544,0.00010767880303319544,0.10505252626313157,0.011901263147592545,0.0012502577593769056,500.0,0.08033717423677444,40.16858711838722,0.0,0.0,0.0,700000,700000,285
23,rigid,39.74744415283203,20.0,0.0007554949261248112,0.015109898522496223,50.0,0.0,0.0,1.0,0.0001179449973278679,0.0001179449973278679,0.11005502751375688,0.012676229700446129,0.0013950828084533008,500.0,0.07946164160966873,39.730820804834366,0.0,0.0,0.0,700000,700000,264
24,rigid,39.314674377441406,20.0,0.0008220320451073349,0.016440640902146697,50.0,0.0,0.0,1.0,0.00012857206456828862,0.00012857206456828862,0.11505752876438219,0.012965640053153038,0.0014917945033642815,500.0,0.07859322428703308,39.29661214351654,0.0,0.0,0.0,700000,700000,262
25,rigid,38.88450241088867,20.0,0.0008919307729229331,0.017838615458458662,50.0,0.0,0.0,1.0,0.00013954659516457468,0.00013954659516457468,0.12006003001500751,0.012807107530534267,0.001537621714521373,500.0,0.0777299702167511,38.86498510837555,0.0,0.0,0.0,700000,700000,268
26,rigid,38.45646286010742,20.0,0.0009653476881794631,0.019306953763589263,50.0,0.0,0.0,1.0,0.00015102817269507796,0.00015102817269507796,0.12506253126563283,0.012146614491939545,0.0015190863546697781,500.0,0.07687097042798996,38.43548521399498,0.0,0.0,0.0,700000,700000,291
27,rigid,38.03172302246094,20.0,0.0010424138745293021,0.020848277490586042,50.0,0.0,0.0,1.0,0.00016290368512272835,0.00016290368512272835,0.13006503251625812,0.011582696810364723,0.0015065038372660468,500.0,0.07601840794086456,38.00920397043228,0.0,0.0,0.0,700000,700000,308
28,rigid,37.60997009277344,20.0,0.0011232624528929591,0.022465249057859182,50.0,0.0,0.0,1.0,0.00017504225252196193,0.00017504225252196193,0.13506753376688344,0.011964691802859306,0.0016160414140930527,500.0,0.07517142593860626,37.58571296930313,0.0,0.0,0.0,700000,700000,296
29,rigid,37.19050979614258,20.0,0.0012080034939572215,0.02416006987914443,50.0,0.0,0.0,1.0,0.00018761699902825058,0.00018761699902825058,0.14007003501750875,0.012722025625407696,0.0017819745748444997,500.0,0.07432875782251358,37.16437891125679,0.0,0.0,0.0,700000,700000,285
30,rigid,36.77256393432617,20.0,0.0012967603979632258,0.025935207959264517,50.0,0.0,0.0,1.0,0.00020062786643393338,0.00020062786643393338,0.14507253626813407,0.01293959654867649,0.0018771800896028926,500.0,0.07348910719156265,36.744553595781326,0.0,0.0,0.0,700000,700000,275
31,rigid,36.35736846923828,20.0,0.0013896239688619971,0.027792479377239943,50.0,0.0,0.0,1.0,0.00021407486929092556,0.00021407486929092556,0.1500750375187594,0.012447981163859367,0.0018681312401990047,500.0,0.07265499234199524,36.32749617099762,0.0,0.0,0.0,700000,700000,289
