final_iter,final_total_loss,total_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1000,0.7515835762023926,0.7515835762023926,20.0,9.25635322346352e-05,0.001851270644692704,10.0,0.0017821964574977756,0.017821964574977756,1.0,0.0005241268081590533,0.0005241268081590533,10.0,0.02043466828763485,0.2043466828763485,500.0,0.0009558481979183853,0.47792409895919263,0.001,49.115447998046875,0.049115447998046874,700000,700000,1928
