node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
"person 1, hips",target object 1,0.15473181954619522,0.3094528996655377,0.20356703451052702,0.999715,0.008510774700306523,0.01453796404227802
"person 1, left leg",target object 1,0.10337137063585744,0.26986497232343265,0.19689842309464523,0.999715,0.008510774700306523,0.01453796404227802
"person 1, right leg",target object 1,0.24483811760691868,0.4014058140740198,0.3222711674886274,0.999715,0.008510774700306523,0.01453796404227802
"person 1, right hand",target object 2,1.2374605327909747,1.3271217207239356,1.2772183420177903,0.999715,0.008510774700306523,0.01453796404227802
