best_iter,best_total_loss,total_scaled,frame_loss_semantics,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
1527,1.260781168937683,1.260781168937683,diagnostic_local,0.014152630232274532,0.28305259346961975,0.001309237559325993,0.26184752583503723,5.04569397890009e-05,0.00756854098290205,0.0007354216068051755,0.014708432368934155,0.019651474431157112,0.39302948117256165,0.0011001726379618049,0.11001726239919662,1.5465597243746743e-05,0.00046396791003644466,3.019473842869047e-05,0.0012077895225957036,0.0006153357098810375,0.03692014142870903,0.0010495781898498535,0.12594938278198242,0.0008671969408169389,0.026015907526016235
