best_iter,best_total_loss,total_scaled,frame_loss_semantics,prior_raw,prior_scaled,contact_raw,contact_scaled,dynamics_raw,dynamics_scaled,penetration_raw,penetration_scaled,smooth_raw,smooth_scaled,human_prior_raw,human_prior_scaled,human_smooth_raw,human_smooth_scaled,human_mask_2d_raw,human_mask_2d_scaled,object_mask_2d_raw,object_mask_2d_scaled,object_part_mask_2d_raw,object_part_mask_2d_scaled,object_scale_reg_raw,object_scale_reg_scaled
1738,0.5238593816757202,0.5238593816757202,diagnostic_local,0.00822350475937128,0.16447009146213531,0.0014423964312300086,0.2884792983531952,0.00032287772046402097,0.04843165725469589,0.00012067483476130292,0.002413496607914567,0.0013332085218280554,0.01599850133061409,0.0,0.0,0.0,0.0,0.0,0.0,6.777208182029426e-05,0.004066324792802334,0.0,0.0,0.0,0.0
