iter,total,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
1,24.052433013916016,1.0,1.871126914920751e-05,1.871126914920751e-05,0.0,0.0012758178636431694,0.0,20.0,0.0,0.0,20.0,3.0791341698588326e-16,6.158268339717665e-15,10.0,0.0,0.0,10.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.360885888338089,0.0,500.0,0.04585282877087593,22.926414385437965,200.0,0.005630000494420528,1.1260000988841057,0.0,0.07617417722940445,0.0,0.0,0.0,0.0
2,22.656679153442383,1.0,1.757445716066286e-05,1.757445716066286e-05,0.0,0.0008855972555465996,0.0,20.0,1.0000139809562825e-06,2.000027961912565e-05,20.0,1.4747470231668558e-06,2.9494940463337116e-05,10.0,9.99992494143953e-07,9.99992494143953e-06,10.0,9.999947678807075e-07,9.999947678807075e-06,25.0,9.99999883788405e-07,2.4999997094710125e-05,0.007503751875937969,0.0,0.0,0.0,0.35574638843536377,0.0,500.0,0.043147310614585876,21.57365530729294,200.0,0.00541436392813921,1.082872785627842,0.0005002501250625312,0.07613714039325714,3.8087614003630386e-05,0.0,0.0,0.0
3,21.309694290161133,1.0,1.6605379641987383e-05,1.6605379641987383e-05,0.0,0.0012003111187368631,0.0,20.0,4.000294666184345e-06,8.00058933236869e-05,20.0,5.897427399759181e-06,0.00011794854799518362,10.0,3.99571081288741e-06,3.99571081288741e-05,10.0,4.000473381893244e-06,4.0004733818932436e-05,25.0,4.000715762231266e-06,0.00010001789405578165,0.015007503751875938,0.0,0.0,0.0,0.3530968129634857,0.0,500.0,0.04053446650505066,20.26723325252533,200.0,0.005209947004914284,1.0419894009828568,0.0010005002501250625,0.07609916478395462,7.613723340065494e-05,0.0,0.0,0.0
4,20.012094497680664,1.0,1.585124664416071e-05,1.585124664416071e-05,0.0,0.0023660154547542334,0.0,20.0,9.000962563732173e-06,0.00018001925127464347,20.0,1.3265420420793816e-05,0.00026530840841587633,10.0,8.96779602044262e-06,8.96779602044262e-05,10.0,9.001678336062469e-06,9.001678336062469e-05,25.0,8.99894985195715e-06,0.00022497374629892875,0.022511255627813906,0.0,0.0,0.0,0.35288378596305847,0.0,500.0,0.038015805184841156,19.007902592420578,200.0,0.0050160568207502365,1.0032113641500473,0.0015007503751875938,0.07606028020381927,0.0001141474940527553,0.0,0.0,0.0
5,18.766281127929688,1.0,1.5300352970371023e-05,1.5300352970371023e-05,0.0,0.0031311726197600365,0.0,20.0,1.6002777556423098e-05,0.00032005555112846196,20.0,2.3567195967189036e-05,0.0004713439193437807,10.0,1.5903309758869e-05,0.00015903309758869,10.0,1.6001647964003496e-05,0.00016001647964003496,25.0,1.598504422872793e-05,0.00039962610571819823,0.030015007503751877,0.0,0.0,0.0,0.35458213090896606,0.0,500.0,0.03559759259223938,17.79879629611969,200.0,0.004829034674912691,0.9658069349825382,0.002001000500250125,0.07601866871118546,0.0001521133941194306,0.0,0.0,0.0
6,17.572587966918945,1.0,1.4980279956944287e-05,1.4980279956944287e-05,0.0,0.002512577688321471,0.0,20.0,2.5005942006828263e-05,0.0005001188401365653,20.0,3.6782283132197335e-05,0.0007356456626439467,10.0,2.4765222406131215e-05,0.00024765222406131215,10.0,2.4988505174405873e-05,0.00024988505174405873,25.0,2.4923590899561532e-05,0.0006230897724890383,0.03751875937968985,0.0,0.0,0.0,0.35647258162498474,0.0,500.0,0.033280156552791595,16.640078276395798,200.0,0.004649742040783167,0.9299484081566334,0.0025012506253126563,0.07597038894891739,0.00019002098286372533,0.0,0.0,0.0
7,16.43035888671875,1.0,1.4816851944488008e-05,1.4816851944488008e-05,0.0,0.002611524425446987,0.0,20.0,3.601082426030189e-05,0.0007202164852060378,20.0,5.2887095080222934e-05,0.0010577419016044587,10.0,3.5501561796991155e-05,0.00035501561796991155,10.0,3.594760346459225e-05,0.0003594760346459225,25.0,3.5772256524069235e-05,0.0008943064131017309,0.04502251125562781,0.0,0.0,0.0,0.3574787974357605,0.0,500.0,0.031061574816703796,15.530787408351898,200.0,0.004479711875319481,0.8959423750638962,0.0030015007503751876,0.07591722905635834,0.00022786561997906453,0.0,0.0,0.0
8,15.340702056884766,1.0,1.4768421351618599e-05,1.4768421351618599e-05,0.0,0.0017172221560031176,0.0,20.0,4.9017235141946e-05,0.00098034470283892,20.0,7.183349225670099e-05,0.0014366698451340199,10.0,4.796690700459294e-05,0.0004796690700459294,10.0,4.885054659098387e-05,0.0004885054659098387,25.0,4.845942748943344e-05,0.001211485687235836,0.05252626313156578,0.0,0.0,0.0,0.358609676361084,0.0,500.0,0.028944794088602066,14.472397044301033,200.0,0.004317144863307476,0.8634289726614952,0.003501750875437719,0.0758412629365921,0.00026557720888251363,0.0,0.0,0.0
9,14.303956031799316,1.0,1.4837265553069301e-05,1.4837265553069301e-05,0.0,0.0014429864240810275,0.0,20.0,6.402467261068523e-05,0.0012804934522137046,20.0,9.356110240332782e-05,0.0018712220480665565,10.0,6.208277045516297e-05,0.0006208277045516297,10.0,6.365550507325679e-05,0.0006365550507325679,25.0,6.287924770731479e-05,0.0015719811926828697,0.060030015007503754,0.0,0.0,0.0,0.358300119638443,0.0,500.0,0.02693028375506401,13.465141877532005,200.0,0.004162571858614683,0.8325143717229366,0.00400200100050025,0.07574181258678436,0.00030311880975201344,0.0,0.0,0.0
10,13.32015323638916,1.0,1.4995058336353395e-05,1.4995058336353395e-05,0.0,0.0006796774687245488,0.0,20.0,8.10312558314763e-05,0.001620625116629526,20.0,0.00011800592619692907,0.0023601185239385813,10.0,7.776514394208789e-05,0.0007776514394208789,10.0,8.029373566387221e-05,0.0008029373566387221,25.0,7.887604442657903e-05,0.0019719011106644757,0.06753376688344172,0.0,0.0,0.0,0.3556390404701233,0.0,500.0,0.025017444044351578,12.508722022175789,200.0,0.004017708823084831,0.8035417646169662,0.004502251125562781,0.07562121003866196,0.0003404656780129853,0.0,0.0,0.0
11,12.387317657470703,1.0,1.5174957297858782e-05,1.5174957297858782e-05,0.0,0.001553887501358986,0.0,20.0,0.00010003390343626961,0.0020006780687253922,20.0,0.00014511436165776104,0.0029022872331552207,10.0,9.49347740970552e-05,0.000949347740970552,10.0,9.866843902273104e-05,0.0009866843902273104,25.0,9.623866935726255e-05,0.002405966733931564,0.0750375187593797,0.0,0.0,0.0,0.35188764333724976,0.0,500.0,0.023203574120998383,11.601787060499191,200.0,0.0038794646970927715,0.7758929394185543,0.0050025012506253125,0.07548826932907104,0.0003776301617262183,0.0,0.0,0.0
12,11.503214836120605,1.0,1.5406290913233534e-05,1.5406290913233534e-05,0.0,0.0017458259826526046,0.0,20.0,0.00012103080371161923,0.0024206160742323846,20.0,0.00017476134235039353,0.0034952268470078707,10.0,0.00011354252637829632,0.0011354252637829632,10.0,0.00011865101987496018,0.0011865101987496018,25.0,0.00011471594916656613,0.0028678987291641533,0.08254127063531766,0.0,0.0,0.0,0.3474467098712921,0.0,500.0,0.021485552191734314,10.742776095867157,200.0,0.0037445169873535633,0.7489033974707127,0.005502751375687844,0.07534632831811905,0.00041461211180555756,0.0,0.0,0.0
13,10.666505813598633,1.0,1.5697582057327963e-05,1.5697582057327963e-05,0.0,0.002103992272168398,0.0,20.0,0.00014401906810235232,0.0028803813620470464,20.0,0.000206866447115317,0.00413732894230634,10.0,0.0001335224515059963,0.0013352245150599629,10.0,0.00014006874698679894,0.0014006874698679894,25.0,0.0001339986629318446,0.003349966573296115,0.09004502251125562,0.0,0.0,0.0,0.34358471632003784,0.0,500.0,0.01985987462103367,9.929937310516834,200.0,0.00361498910933733,0.722997821867466,0.006003001500750375,0.07519771158695221,0.000451411975509468,0.0,0.0,0.0
14,9.876023292541504,1.0,1.6068079276010394e-05,1.6068079276010394e-05,0.0,0.001630879007279873,0.0,20.0,0.000168994243722409,0.00337988487444818,20.0,0.00024134176783263683,0.004826835356652737,10.0,0.00015479075955227017,0.0015479075955227017,10.0,0.00016272328502964228,0.0016272328502964228,25.0,0.00015369091124739498,0.0038422727811848745,0.0975487743871936,0.0,0.0,0.0,0.34055307507514954,0.0,500.0,0.01832415908575058,9.16207954287529,200.0,0.0034910726826637983,0.6982145365327597,0.0065032516258129065,0.07504740357398987,0.00048805214930558693,0.0,0.0,0.0
15,9.129494667053223,1.0,1.6462552594020963e-05,1.6462552594020963e-05,0.0,0.00102741620503366,0.0,20.0,0.00019595064804889262,0.003919012960977852,20.0,0.0002781166695058346,0.005562333390116692,10.0,0.00017731192929204553,0.0017731192929204553,10.0,0.00018641103815753013,0.0018641103815753013,25.0,0.00017334031872451305,0.004333507968112826,0.10505252626313157,0.0,0.0,0.0,0.33951783180236816,0.0,500.0,0.0168757401406765,8.43787007033825,200.0,0.0033681574277579784,0.6736314855515957,0.007003501750875438,0.07489780336618423,0.0005245468970117955,0.0,0.0,0.0
16,8.425968170166016,1.0,1.6924248484428972e-05,1.6924248484428972e-05,0.0,0.0007309603388421237,0.0,20.0,0.00022488401737064123,0.004497680347412825,20.0,0.0003170128329657018,0.006340256659314036,10.0,0.00020118361862841994,0.0020118361862841994,10.0,0.00021091545931994915,0.0021091545931994915,25.0,0.0001924548705574125,0.004811371763935313,0.11255627813906953,0.0,0.0,0.0,0.339606910943985,0.0,500.0,0.015512919053435326,7.756459526717663,200.0,0.003245802130550146,0.6491604261100292,0.007503751875937969,0.07474471628665924,0.0005608658050524706,0.0,0.0,0.0
17,7.764913558959961,1.0,1.7500547983217984e-05,1.7500547983217984e-05,0.0,0.0011519786203280091,0.0,20.0,0.00025578794884495437,0.005115758976899087,20.0,0.000357927376171574,0.00715854752343148,10.0,0.00022638161317445338,0.0022638161317445338,10.0,0.0002360671351198107,0.002360671351198107,25.0,0.0002104335289914161,0.005260838224785402,0.12006003001500751,0.0,0.0,0.0,0.3402617573738098,0.0,500.0,0.01423389557749033,7.116947788745165,200.0,0.00312595721334219,0.625191442668438,0.0080040020010005,0.07458752393722534,0.0005969986908432243,0.0,0.0,0.0
18,7.145546913146973,1.0,1.8148726667277515e-05,1.8148726667277515e-05,0.0,0.0010856178123503923,0.0,20.0,0.00028864986961707473,0.0057729973923414946,20.0,0.00040072150295600295,0.008014430059120059,10.0,0.0002527949691284448,0.002527949691284448,10.0,0.0002617359277792275,0.002617359277792275,25.0,0.00022654417261946946,0.005663604315486737,0.12756378189094547,0.0,0.0,0.0,0.3416907787322998,0.0,500.0,0.013035670854151249,6.5178354270756245,200.0,0.0030123183969408274,0.6024636793881655,0.008504252126063032,0.0744389072060585,0.0006330472348689318,0.0,0.0,0.0
19,6.566665172576904,1.0,1.88344838534249e-05,1.88344838534249e-05,0.0,0.0023078476078808308,0.0,20.0,0.000323455169564113,0.00646910339128226,20.0,0.0004452527209650725,0.00890505441930145,10.0,0.00028029116219840944,0.0028029116219840944,10.0,0.00028784418827854097,0.0028784418827854097,25.0,0.00024003749422263354,0.0060009373555658385,0.13506753376688344,0.0,0.0,0.0,0.3429381847381592,0.0,500.0,0.011916980147361755,5.958490073680878,200.0,0.0029021522495895624,0.5804304499179125,0.009004502251125562,0.0743575394153595,0.0006695526310537623,0.0,0.0,0.0
20,6.025899887084961,1.0,1.950922523974441e-05,1.950922523974441e-05,0.0,0.004077444784343243,0.0,20.0,0.0003601889475248754,0.007203778950497508,20.0,0.0004913456505164504,0.009826913010329008,10.0,0.0003088598314207047,0.0030885983142070472,10.0,0.00031432826654054224,0.0031432826654054224,25.0,0.0002502652059774846,0.006256630149437115,0.1425712856428214,0.0013741969596594572,0.00019592102726510518,0.0,0.34359440207481384,0.0,500.0,0.010873459279537201,5.4367296397686005,200.0,0.002793647814542055,0.558729562908411,0.009504752376188095,0.07427667081356049,0.0007059813634105299,0.0,0.0,0.0
21,5.520528316497803,1.0,2.020953434112016e-05,2.020953434112016e-05,0.0,0.0033517410047352314,0.0,20.0,0.0003988392127212137,0.007976784254424274,20.0,0.0005387961864471436,0.010775923728942871,10.0,0.0003384144511073828,0.0033841445110738277,10.0,0.0003411660436540842,0.003411660436540842,25.0,0.0002567239571362734,0.006418098928406835,0.1500750375187594,0.003162687411531806,0.0004746404319457438,0.0,0.34321311116218567,0.0,500.0,0.009900780394673347,4.950390197336674,200.0,0.0026846681721508503,0.5369336344301701,0.010005002501250625,0.0741959735751152,0.0007423309012017529,0.0,0.0,0.0
22,5.050408840179443,1.0,2.0873843823210336e-05,2.0873843823210336e-05,0.0,0.003065930912271142,0.0,20.0,0.0004393976996652782,0.008787953993305564,20.0,0.0005873196641914546,0.011746393283829093,10.0,0.0003689793520607054,0.0036897935206070542,10.0,0.0003682898823171854,0.003682898823171854,25.0,0.00025900817126967013,0.006475204281741753,0.15757878939469736,0.005863021593540907,0.0009238878449051455,0.0,0.341895192861557,0.0,500.0,0.008997763507068157,4.498881753534079,200.0,0.002577106934040785,0.515421386808157,0.010505252626313157,0.07411160320043564,0.000778561114161655,0.0,0.0,0.0
23,4.614317893981934,1.0,2.1478786948136985e-05,2.1478786948136985e-05,0.0,0.0025980619248002768,0.0,20.0,0.0004818481975235045,0.00963696395047009,20.0,0.0006368386093527079,0.012736772187054157,10.0,0.00040044961497187614,0.0040044961497187614,10.0,0.00039565941551700234,0.0039565941551700234,25.0,0.000256942817941308,0.0064235704485327005,0.16508254127063532,0.008526398800313473,0.0014075595818426444,0.0,0.3399347960948944,0.0,500.0,0.008161787874996662,4.080893937498331,200.0,0.002472110092639923,0.4944220185279846,0.011005502751375688,0.07402393966913223,0.0008146706716963027,0.0,0.0,0.0
24,4.210298538208008,1.0,2.2040045223548077e-05,2.2040045223548077e-05,0.0,0.0019751626532524824,0.0,20.0,0.0005261807236820459,0.010523614473640919,20.0,0.000687157444190234,0.013743148883804679,10.0,0.00043276470387354493,0.004327647038735449,10.0,0.0004232015635352582,0.004232015635352582,25.0,0.00025057882885448635,0.006264470721362159,0.17258629314657328,0.007651755586266518,0.001320588132697323,0.0,0.3382020890712738,0.0,500.0,0.007390851620584726,3.695425810292363,200.0,0.002367942128330469,0.4735884256660938,0.01150575287643822,0.07392939925193787,0.0008506133980963337,0.0,0.0,0.0
