final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,front_weight,front_raw,front_scaled,root_trans_gvhmr_weight,root_trans_gvhmr_raw,root_trans_gvhmr_scaled,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,betas_gvhmr_weight,betas_gvhmr_raw,betas_gvhmr_scaled,scale_prior_weight,scale_prior_raw,scale_prior_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled,angle_weight,angle_raw,angle_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled
2000,0.757976233959198,0.757976233959198,1.0,0.00017569951887708157,0.00017569951887708157,0.0,0.005864556413143873,0.0,20.0,0.0013279968407005072,0.026559936814010143,20.0,3.382062277523801e-05,0.0006764124555047601,10.0,0.012072298675775528,0.12072298675775528,10.0,5.8786721638171e-05,0.00058786721638171,25.0,0.00017850137373898178,0.004462534343474545,15.0,0.010171355679631233,0.1525703351944685,0.0,0.30161550641059875,0.0,500.0,0.0005571945803239942,0.2785972901619971,200.0,0.0005735552404075861,0.11471104808151722,1.0,0.058912087231874466,0.058912087231874466,0.0,0.0,0.0
