final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,6.17615270614624,6.17615270614624,500.0,2.2529609850607812e-05,0.011264804925303906,15.0,0.01278233714401722,0.1917350571602583,20.0,0.2563202977180481,5.126405954360962,500.0,0.0008633908582851291,0.43169542914256454,200.0,0.000627807283308357,0.1255614566616714
