View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6024,0.6794,0.7321,0.7672,0.7908,0.8071,0.8182,0.8249,0.8284,0.8354,0.8432,0.8374,0.8427,0.8354,0.8639,0.8588,0.8557,0.8550,0.8509,0.8766,0.8912,0.9063,0.9130,0.9260
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3707,0.2323,0.1381,0.0867,0.0587,0.0426,0.0320,0.0248,0.0197,0.0166,0.0150,0.0130,0.0121,0.0107,0.0108,0.0092,0.0080,0.0070,0.0065,0.0071,0.0074,0.0085,0.0102,0.0133
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5938,0.6591,0.6948,0.7069,0.7012,0.6863,0.6562,0.6023,0.5128,0.4352,0.4205,0.3181,0.3392,0.2681,0.2997,0.2877,0.2708,0.2588,0.2395,0.2817,0.3085,0.3784,0.4861,0.5852
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5659,0.6008,0.5933,0.5318,0.4117,0.2696,0.1543,0.0903,0.0581,0.0444,0.0421,0.0341,0.0329,0.0270,0.0298,0.0225,0.0178,0.0140,0.0125,0.0126,0.0128,0.0124,0.0109,0.0107
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6501,0.7512,0.8102,0.8467,0.8713,0.8882,0.9013,0.9116,0.9196,0.9216,0.9161,0.9203,0.9109,0.9118,0.9279,0.9261,0.9239,0.9153,0.9100,0.8833,0.8534,0.7575,0.5391,0.5319
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5927,0.6673,0.7224,0.7626,0.7925,0.8145,0.8321,0.8469,0.8597,0.8702,0.8798,0.8899,0.8983,0.9068,0.9280,0.9337,0.9369,0.9420,0.9454,0.9433,0.9413,0.9396,0.9383,0.9450
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3622,0.2445,0.1647,0.1151,0.0841,0.0636,0.0501,0.0407,0.0339,0.0287,0.0243,0.0211,0.0185,0.0165,0.0167,0.0159,0.0155,0.0165,0.0159,0.0173,0.0165,0.0203,0.0392,0.1028
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3933,0.2884,0.2041,0.1453,0.1063,0.0803,0.0618,0.0486,0.0391,0.0328,0.0292,0.0254,0.0232,0.0205,0.0195,0.0165,0.0143,0.0123,0.0114,0.0111,0.0108,0.0106,0.0103,0.0104
014,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4728,0.3795,0.2527,0.1551,0.0990,0.0681,0.0495,0.0377,0.0298,0.0244,0.0210,0.0178,0.0159,0.0139,0.0147,0.0136,0.0125,0.0123,0.0121,0.0140,0.0142,0.0195,0.0489,0.1173
015,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3296,0.1618,0.0793,0.0456,0.0300,0.0219,0.0170,0.0139,0.0116,0.0095,0.0076,0.0066,0.0055,0.0050,0.0050,0.0048,0.0046,0.0044,0.0042,0.0039,0.0036,0.0031,0.0026,0.0024
