iter,total,track_reproj_raw,track_reproj_scaled,smooth_trans_raw,smooth_trans_scaled,smooth_rot_raw,smooth_rot_scaled,scale_prior_raw,scale_prior_scaled,active_pairs
20,31.65452766418457,30.881210327148438,30.881210327148438,0.0025348493363708258,0.7604548009112477,0.00016078699263744056,0.012862959410995245,0.0,0.0,281522
40,27.8662166595459,27.583751678466797,27.583751678466797,0.0009276049677282572,0.27828149031847715,5.228940790402703e-05,0.004183152632322162,0.0,0.0,281522
60,27.2570743560791,27.191680908203125,27.191680908203125,0.00021478446433320642,0.06443533929996192,1.197741676151054e-05,0.0009581933409208432,0.0,0.0,281522
80,27.133516311645508,27.11288833618164,27.11288833618164,6.769429455744103e-05,0.020308288367232308,3.999745331384474e-06,0.00031997962651075795,0.0,0.0,281522
100,27.096710205078125,27.08926773071289,27.08926773071289,2.424593549221754e-05,0.007273780647665262,2.1052962893008953e-06,0.00016842370314407162,0.0,0.0,281522
120,27.310195922851562,27.30605125427246,27.30605125427246,1.3264967492432334e-05,0.0039794902477297,2.080093508993741e-06,0.0001664074807194993,0.0,0.0,281522
140,27.37558937072754,27.37281036376953,27.37281036376953,8.781413271208294e-06,0.002634423981362488,1.8103795582646853e-06,0.00014483036466117483,0.0,0.0,281522
160,27.37983512878418,27.377391815185547,27.377391815185547,7.59547583584208e-06,0.002278642750752624,2.0550176031974843e-06,0.00016440140825579874,0.0,0.0,281522
180,27.151439666748047,27.149429321289062,27.149429321289062,6.306831892288756e-06,0.0018920495676866267,1.475592739552667e-06,0.00011804741916421335,0.0,0.0,281522
200,27.221446990966797,27.219491958618164,27.219491958618164,6.089122507546563e-06,0.0018267367522639688,1.600454083927616e-06,0.00012803632671420928,0.0,0.0,281522
220,27.12346076965332,27.121843338012695,27.121843338012695,5.022894129069755e-06,0.0015068682387209265,1.375599254060944e-06,0.00011004794032487553,0.0,0.0,281522
240,27.08945655822754,27.08782196044922,27.08782196044922,5.173782938072691e-06,0.0015521348814218072,1.0259396958645084e-06,8.207517566916067e-05,0.0,0.0,281522
260,27.200637817382812,27.198993682861328,27.198993682861328,5.087360023026122e-06,0.0015262080069078365,1.4704947943755542e-06,0.00011763958355004434,0.0,0.0,281522
280,27.252206802368164,27.25060272216797,27.25060272216797,4.9845648391055875e-06,0.0014953694517316762,1.3587169860329595e-06,0.00010869735888263676,0.0,0.0,281522
300,27.136486053466797,27.13492774963379,27.13492774963379,4.818718934984645e-06,0.0014456156804953935,1.4009547157911584e-06,0.00011207637726329267,0.0,0.0,281522
320,27.113189697265625,27.11166000366211,27.11166000366211,4.783136773767183e-06,0.0014349410321301548,1.180824597213359e-06,9.446596777706873e-05,0.0,0.0,281522
340,27.195133209228516,27.19359588623047,27.19359588623047,4.762373009725707e-06,0.001428711902917712,1.366313881590031e-06,0.00010930511052720249,0.0,0.0,281522
360,27.185632705688477,27.184106826782227,27.184106826782227,4.715850536740618e-06,0.0014147551610221853,1.3823989775119117e-06,0.00011059191820095293,0.0,0.0,281522
380,26.97380256652832,26.972429275512695,26.972429275512695,4.3245440792816225e-06,0.0012973632237844868,9.609053677195334e-07,7.687242941756267e-05,0.0,0.0,281522
400,27.083242416381836,27.08184051513672,27.08184051513672,4.3598188312898856e-06,0.0013079456493869657,1.1624325679804315e-06,9.299460543843452e-05,0.0,0.0,281522
