iter,stage,total,root_orient_gvhmr_weight,root_orient_gvhmr_raw,root_orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,4.56154727935791,20.0,1.1148489891874675e-15,2.229697978374935e-14,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.007647638209164143,0.0,500.0,0.009123094379901886,4.561547189950943,0.0,0.0,0.0,700000,700000,800
2,rigid,4.431999206542969,20.0,1.3764106370217633e-06,2.7528212740435265e-05,10.0,0.0,0.0,1.0,2.474939151397848e-07,2.474939151397848e-07,0.01001001001001001,0.007533160969614983,7.54070167128627e-05,500.0,0.00886379275470972,4.43189637735486,0.0,0.0,0.0,700000,700000,832
3,rigid,4.3055830001831055,20.0,5.5011423683026806e-06,0.00011002284736605361,10.0,0.0,0.0,1.0,1.0040341749117943e-06,1.0040341749117943e-06,0.02002002002002002,0.007739865221083164,0.00015495225667834162,500.0,0.008610634133219719,4.3053170666098595,0.0,0.0,0.0,700000,700000,827
4,rigid,4.180243968963623,20.0,1.2367500858090352e-05,0.00024735001716180705,10.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,0.03003003003003003,0.008052704855799675,0.0002418229686426329,500.0,0.008359504863619804,4.179752431809902,0.0,0.0,0.0,700000,700000,819
5,rigid,4.058404445648193,20.0,2.1966819986118935e-05,0.0004393363997223787,10.0,0.0,0.0,1.0,4.006736617157003e-06,4.006736617157003e-06,0.04004004004004004,0.007656760048121214,0.0003065769789037523,500.0,0.008115308359265327,4.057654179632664,0.0,0.0,0.0,700000,700000,902
6,rigid,3.9381980895996094,20.0,3.428297350183129e-05,0.0006856594700366259,10.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,0.05005005005005005,0.007817741483449936,0.0003912783525250218,500.0,0.007874229922890663,3.9371149614453316,0.0,0.0,0.0,700000,700000,913
7,rigid,3.8208346366882324,20.0,4.9311256589135155e-05,0.000986225131782703,10.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,0.06006006006006006,0.007906418293714523,0.00047485995758045184,500.0,0.007638729177415371,3.8193645887076855,0.0,0.0,0.0,700000,700000,938
8,rigid,3.7044665813446045,20.0,6.701932579744607e-05,0.0013403865159489214,10.0,0.0,0.0,1.0,1.2274742402951233e-05,1.2274742402951233e-05,0.07007007007007007,0.007699235808104277,0.0005394859925598592,500.0,0.007405148819088936,3.702574409544468,0.0,0.0,0.0,700000,700000,990
9,rigid,3.5891671180725098,20.0,8.744431397644803e-05,0.0017488862795289606,10.0,0.0,0.0,1.0,1.60081654030364e-05,1.60081654030364e-05,0.08008008008008008,0.007714557461440563,0.0006177823792945396,500.0,0.007173568941652775,3.5867844708263874,0.0,0.0,0.0,700000,700000,1001
10,rigid,3.476609945297241,20.0,0.0001105532210203819,0.002211064420407638,10.0,0.0,0.0,1.0,2.029996358032804e-05,2.029996358032804e-05,0.09009009009009009,0.00748835364356637,0.0006746264543753487,500.0,0.006947407498955727,3.4737037494778633,0.0,0.0,0.0,700000,700000,1075
11,rigid,3.367079019546509,20.0,0.0001363370247418061,0.002726740494836122,10.0,0.0,0.0,1.0,2.507734825485386e-05,2.507734825485386e-05,0.1001001001001001,0.007698563393205404,0.0007706269662868273,500.0,0.006727113388478756,3.363556694239378,0.0,0.0,0.0,700000,700000,1057
12,rigid,3.2606570720672607,20.0,0.00016479668556712568,0.0032959337113425136,10.0,0.0,0.0,1.0,3.0359104130184278e-05,3.0359104130184278e-05,0.11011011011011011,0.008090410381555557,0.0008908359779490604,500.0,0.0065128798596560955,3.2564399298280478,0.0,0.0,0.0,700000,700000,1065
13,rigid,3.1588869094848633,20.0,0.00019584390975069255,0.003916878195013851,10.0,0.0,0.0,1.0,3.611702413763851e-05,3.611702413763851e-05,0.12012012012012012,0.008059555664658546,0.0009681147945535791,500.0,0.006307931616902351,3.1539658084511757,0.0,0.0,0.0,700000,700000,1062
14,rigid,3.0611608028411865,20.0,0.00022937962785363197,0.0045875925570726395,10.0,0.0,0.0,1.0,4.243573494022712e-05,4.243573494022712e-05,0.13013013013013014,0.008016612380743027,0.0010432028123089025,500.0,0.006110975053161383,3.0554875265806913,0.0,0.0,0.0,700000,700000,1079
15,rigid,2.9670519828796387,20.0,0.00026534945936873555,0.005306989187374711,10.0,0.0,0.0,1.0,4.923060623696074e-05,4.923060623696074e-05,0.14014014014014015,0.00788069423288107,0.0011044015941975474,500.0,0.0059211826883256435,2.9605913441628218,0.0,0.0,0.0,700000,700000,1111
16,rigid,2.876199960708618,20.0,0.00030361933750100434,0.006072386750020087,10.0,0.0,0.0,1.0,5.6635755754541606e-05,5.6635755754541606e-05,0.15015015015015015,0.007897928357124329,0.0011858751286973467,500.0,0.00573776988312602,2.86888494156301,0.0,0.0,0.0,700000,700000,1126
17,rigid,2.788433790206909,20.0,0.0003441764856688678,0.0068835297133773565,10.0,0.0,0.0,1.0,6.452181696658954e-05,6.452181696658954e-05,0.16016016016016016,0.008306304924190044,0.0013303391269974044,500.0,0.005560311023145914,2.780155511572957,0.0,0.0,0.0,700000,700000,1096
18,rigid,2.704601764678955,20.0,0.00038684625178575516,0.007736925035715103,10.0,0.0,0.0,1.0,7.30419997125864e-05,7.30419997125864e-05,0.17017017017017017,0.008214913308620453,0.0013979331956611382,500.0,0.005390787497162819,2.6953937485814095,0.0,0.0,0.0,700000,700000,1120
19,rigid,2.624457597732544,20.0,0.0004314082325436175,0.00862816465087235,10.0,0.0,0.0,1.0,8.192039240384474e-05,8.192039240384474e-05,0.18018018018018017,0.008486859500408173,0.0015291638739474184,500.0,0.005228436551988125,2.6142182759940624,0.0,0.0,0.0,700000,700000,1071
20,rigid,2.5458014011383057,20.0,0.0004779034643433988,0.009558069286867976,10.0,0.0,0.0,1.0,9.148735989583656e-05,9.148735989583656e-05,0.19019019019019018,0.008555899374186993,0.0016272481292247533,500.0,0.0050690495409071445,2.5345247704535723,0.0,0.0,0.0,700000,700000,1059
21,rigid,2.4695141315460205,20.0,0.0005260714096948504,0.010521428193897009,10.0,0.0,0.0,1.0,0.00010158254735870287,0.00010158254735870287,0.2002002002002002,0.008852056227624416,0.0017721834289538372,500.0,0.00491423811763525,2.457119058817625,0.0,0.0,0.0,700000,700000,1017
22,rigid,2.3940770626068115,20.0,0.0005762150976806879,0.011524301953613758,10.0,0.0,0.0,1.0,0.00011230540985707194,0.00011230540985707194,0.21021021021021022,0.009142394177615643,0.0019218246019011862,500.0,0.004761037416756153,2.3805187083780766,0.0,0.0,0.0,700000,700000,998
23,rigid,2.3220109939575195,20.0,0.0006280678790062666,0.012561357580125332,10.0,0.0,0.0,1.0,0.00012346183939371258,0.00012346183939371258,0.22022022022022023,0.009029190056025982,0.0019884102225482645,500.0,0.004614675417542458,2.307337708771229,0.0,0.0,0.0,700000,700000,998
24,rigid,2.253070592880249,20.0,0.0006812512292526662,0.013625024585053325,10.0,0.0,0.0,1.0,0.00013520107313524932,0.00013520107313524932,0.23023023023023023,0.008989923633635044,0.0020697521879239843,500.0,0.004474481102079153,2.2372405510395765,0.0,0.0,0.0,700000,700000,1026
25,rigid,2.1862189769744873,20.0,0.0007357722497545183,0.014715444995090365,10.0,0.0,0.0,1.0,0.0001476443576393649,0.0001476443576393649,0.24024024024024024,0.00886311661452055,0.0021292772647496815,500.0,0.004338453523814678,2.169226761907339,0.0,0.0,0.0,700000,700000,1038
26,rigid,2.119884490966797,20.0,0.0007916378672234714,0.015832757344469428,10.0,0.0,0.0,1.0,0.00016057587345130742,0.00016057587345130742,0.2502502502502503,0.009112749248743057,0.0022804677799657305,500.0,0.004203221295028925,2.1016106475144625,0.0,0.0,0.0,700000,700000,1027
27,rigid,2.0560302734375,20.0,0.0008489564061164856,0.016979128122329712,10.0,0.0,0.0,1.0,0.00017423598910681903,0.00017423598910681903,0.2602602602602603,0.009251180104911327,0.002407714541818764,500.0,0.004072938580065966,2.036469290032983,0.0,0.0,0.0,700000,700000,1033
28,rigid,1.993893027305603,20.0,0.000907419656869024,0.01814839313738048,10.0,0.0,0.0,1.0,0.0001883892109617591,0.0001883892109617591,0.2702702702702703,0.009245841763913631,0.00249887615240909,500.0,0.003946114797145128,1.9730573985725641,0.0,0.0,0.0,700000,700000,1040
29,rigid,1.9349546432495117,20.0,0.0009668737184256315,0.01933747436851263,10.0,0.0,0.0,1.0,0.00020309504179749638,0.00020309504179749638,0.2802802802802803,0.009461109526455402,0.00265176242983735,500.0,0.003825524589046836,1.912762294523418,0.0,0.0,0.0,700000,700000,1048
30,rigid,1.8781545162200928,20.0,0.0010270457714796066,0.020540915429592133,10.0,0.0,0.0,1.0,0.00021856161765754223,0.00021856161765754223,0.2902902902902903,0.009540686383843422,0.002769568619934527,500.0,0.0037092508282512426,1.8546254141256213,0.0,0.0,0.0,700000,700000,1053
31,rigid,1.8244483470916748,20.0,0.001088039018213749,0.02176078036427498,10.0,0.0,0.0,1.0,0.0002345956745557487,0.0002345956745557487,0.3003003003003003,0.009537923149764538,0.0028642411861154768,500.0,0.003599177347496152,1.799588673748076,0.0,0.0,0.0,700000,700000,1046
32,rigid,1.7747445106506348,20.0,0.0011489710304886103,0.022979420609772205,10.0,0.0,0.0,1.0,0.00025142045342363417,0.00025142045342363417,0.3103103103103103,0.009536921977996826,0.0029594052183974135,500.0,0.0034971083514392376,1.7485541757196188,0.0,0.0,0.0,700000,700000,1070
33,rigid,1.7263622283935547,20.0,0.0012091291137039661,0.024182582274079323,10.0,0.0,0.0,1.0,0.0002689817629288882,0.0002689817629288882,0.3203203203203203,0.00968164298683405,0.0031012269827696655,500.0,0.0033976188860833645,1.6988094430416822,0.0,0.0,0.0,700000,700000,1072
34,rigid,1.6789158582687378,20.0,0.001269474159926176,0.02538948319852352,10.0,0.0,0.0,1.0,0.0002872154291253537,0.0002872154291253537,0.3303303303303303,0.009943613782525063,0.003284677225458729,500.0,0.003299908945336938,1.649954472668469,0.0,0.0,0.0,700000,700000,1076
35,rigid,1.6336491107940674,20.0,0.0013292813673615456,0.02658562734723091,10.0,0.0,0.0,1.0,0.0003062112082261592,0.0003062112082261592,0.34034034034034033,0.009649505838751793,0.0032841161012768863,500.0,0.0032069464214146137,1.6034732107073069,0.0,0.0,0.0,700000,700000,1072
36,rigid,1.591188669204712,20.0,0.0013880280312150717,0.027760560624301434,10.0,0.0,0.0,1.0,0.0003259846125729382,0.0003259846125729382,0.35035035035035034,0.00977234821766615,0.003423745621804957,500.0,0.0031193566974252462,1.5596783487126231,0.0,0.0,0.0,700000,700000,1053
37,rigid,1.5508443117141724,20.0,0.0014453940093517303,0.028907880187034607,10.0,0.0,0.0,1.0,0.00034655144554562867,0.00034655144554562867,0.36036036036036034,0.009885137900710106,0.0035622118561117497,500.0,0.0030360552482306957,1.5180276241153479,0.0,0.0,0.0,700000,700000,1033
