final_iter,final_total_loss,total_scaled,mask_weight,mask_raw,mask_scaled,intersect_weight,intersect_raw,intersect_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,floor_nocontact_weight,floor_nocontact_raw,floor_nocontact_scaled
2000,1.704209566116333,1.704209566116333,500.0,5.8900976000586525e-05,0.029450488000293262,15.0,0.001477308222092688,0.02215962333139032,500.0,0.0010021607158705592,0.5010803579352796,200.0,0.001267721178010106,0.2535442356020212
