View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3764,0.2508,0.1541,0.0970,0.0659,0.0479,0.0365,0.0286,0.0226,0.0193,0.0161,0.0141,0.0126,0.0113,0.0102,0.0092,0.0085,0.0077,0.0078,0.0078,0.0077,0.0075,0.0071,0.0068
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6122,0.6950,0.7452,0.7690,0.7783,0.7794,0.7763,0.7652,0.7367,0.7513,0.7541,0.7812,0.8049,0.8216,0.8338,0.8411,0.8529,0.8603,0.8713,0.8801,0.8881,0.8953,0.9016,0.9072
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6136,0.7067,0.7757,0.8230,0.8554,0.8785,0.8959,0.9096,0.9204,0.9341,0.9393,0.9456,0.9503,0.9538,0.9556,0.9565,0.9589,0.9575,0.9572,0.9568,0.9561,0.9553,0.9543,0.9531
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6091,0.6906,0.7448,0.7788,0.8015,0.8178,0.8308,0.8413,0.8519,0.8821,0.8905,0.9064,0.9185,0.9274,0.9328,0.9362,0.9416,0.9412,0.9348,0.9277,0.9201,0.9116,0.9028,0.8936
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3761,0.2521,0.1567,0.0996,0.0682,0.0499,0.0382,0.0300,0.0239,0.0205,0.0171,0.0152,0.0137,0.0124,0.0113,0.0103,0.0097,0.0092,0.0096,0.0099,0.0101,0.0101,0.0099,0.0096
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5022,0.2546,0.0961,0.0461,0.0275,0.0188,0.0138,0.0105,0.0081,0.0073,0.0061,0.0057,0.0054,0.0051,0.0047,0.0044,0.0042,0.0040,0.0048,0.0062,0.0081,0.0110,0.0153,0.0225
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3676,0.2199,0.1189,0.0687,0.0444,0.0312,0.0231,0.0177,0.0137,0.0112,0.0090,0.0075,0.0064,0.0055,0.0047,0.0041,0.0037,0.0033,0.0031,0.0029,0.0027,0.0026,0.0024,0.0023
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6067,0.6759,0.7051,0.6972,0.6558,0.5794,0.4639,0.3205,0.1911,0.1536,0.1303,0.1254,0.1224,0.1200,0.1154,0.1113,0.1130,0.1130,0.1287,0.1449,0.1562,0.1639,0.1649,0.1590
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6055,0.6780,0.7174,0.7271,0.7112,0.6690,0.5899,0.4642,0.3076,0.2359,0.1857,0.1636,0.1450,0.1296,0.1134,0.1003,0.0935,0.0801,0.0742,0.0696,0.0646,0.0597,0.0549,0.0509
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3751,0.2545,0.1620,0.1053,0.0731,0.0540,0.0416,0.0329,0.0263,0.0223,0.0187,0.0164,0.0146,0.0131,0.0118,0.0107,0.0098,0.0091,0.0092,0.0090,0.0088,0.0085,0.0082,0.0078
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5195,0.3242,0.1332,0.0634,0.0375,0.0253,0.0184,0.0140,0.0108,0.0095,0.0079,0.0073,0.0068,0.0063,0.0058,0.0053,0.0050,0.0047,0.0051,0.0053,0.0055,0.0057,0.0057,0.0056
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3759,0.2567,0.1653,0.1085,0.0758,0.0561,0.0432,0.0341,0.0273,0.0230,0.0192,0.0168,0.0149,0.0133,0.0120,0.0109,0.0101,0.0093,0.0093,0.0091,0.0088,0.0085,0.0080,0.0076
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3671,0.2358,0.1411,0.0879,0.0595,0.0432,0.0329,0.0257,0.0203,0.0172,0.0142,0.0123,0.0109,0.0097,0.0087,0.0078,0.0072,0.0066,0.0064,0.0062,0.0059,0.0056,0.0053,0.0050
