iter,total,cd3d,cd3d_fwd,cd3d_bwd,cd3d_raw,cd3d_raw_fwd,cd3d_raw_bwd,cd2d,cd2d_fwd,cd2d_bwd,scale,tx,ty,tz
0,10.35842133,0.01016128,0.01128518,0.00903737,0.11671636,0.12538086,0.10805185,39.42862320,11.82043743,67.03681183,1.00000000,0.00000000,0.00000000,0.00000000
1,8.99110794,0.00878303,0.00962761,0.00793846,0.10606095,0.11260293,0.09951897,41.61491394,12.87006283,70.35976410,1.00501263,-0.00500000,-0.00500000,0.00500000
2,7.72979164,0.00750607,0.00808298,0.00692915,0.09609780,0.10064790,0.09154768,44.74479675,14.48339558,75.00619507,1.01004004,-0.00992346,-0.00996780,0.00998886
3,6.58825541,0.00634464,0.00667995,0.00600932,0.08682159,0.08954959,0.08409359,48.72412109,16.63896942,80.80927277,1.01507068,-0.01467329,-0.01480647,0.01495435
4,5.57490110,0.00530778,0.00543645,0.00517911,0.07822588,0.07931919,0.07713256,53.42438126,19.17881203,87.66995239,1.02008975,-0.01906397,-0.01939417,0.01988168
5,4.68630552,0.00439597,0.00436190,0.00443005,0.07027578,0.06996976,0.07058181,58.06632614,21.81414604,94.31850433,1.02508068,-0.02280930,-0.02363371,0.02475456
6,3.91837120,0.00360863,0.00345608,0.00376118,0.06296905,0.06150557,0.06443253,61.94779205,24.04500961,99.85057068,1.03002524,-0.02559827,-0.02732896,0.02955588
7,3.26430631,0.00294194,0.00271082,0.00317306,0.05631566,0.05392484,0.05870648,64.47370911,25.44833374,103.49908447,1.03490078,-0.02727899,-0.03048043,0.03426452
8,2.71417189,0.00238677,0.00211111,0.00266243,0.05030808,0.04720947,0.05340669,65.48111725,25.92613602,105.03610229,1.03968382,-0.02785549,-0.03301722,0.03885906
9,2.25284219,0.00192762,0.00163804,0.00221719,0.04488839,0.04132782,0.04844896,65.04486084,25.61022949,104.47949982,1.04435122,-0.02746296,-0.03482238,0.04331950
10,1.86695337,0.00154984,0.00127109,0.00182858,0.04000343,0.03623272,0.04377415,63.42358398,24.68539619,102.16177368,1.04888415,-0.02627027,-0.03592923,0.04762997
11,1.54663086,0.00124198,0.00099082,0.00149314,0.03562893,0.03187461,0.03938326,60.92950439,23.31257248,98.54644012,1.05326688,-0.02443462,-0.03638925,0.05177791
