View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5973,0.6800,0.7469,0.7973,0.8362,0.8640,0.8841,0.9000,0.9128,0.9233,0.9321,0.9410,0.9511,0.9541,0.9586,0.9625,0.9639,0.9680,0.9685,0.9708,0.9722,0.9742,0.9751,0.9770
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5992,0.6679,0.7116,0.7359,0.7472,0.7484,0.7290,0.6886,0.6213,0.5137,0.3634,0.2218,0.2235,0.1874,0.1680,0.1578,0.1373,0.1332,0.1183,0.1107,0.1010,0.0958,0.0870,0.0838
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6187,0.6959,0.7423,0.7685,0.7823,0.7880,0.7863,0.7796,0.7686,0.7507,0.7218,0.6813,0.7128,0.6983,0.7005,0.7089,0.6944,0.7109,0.6983,0.6989,0.6917,0.6956,0.6845,0.6921
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3835,0.2759,0.1948,0.1393,0.1025,0.0776,0.0604,0.0483,0.0395,0.0328,0.0275,0.0235,0.0212,0.0185,0.0166,0.0152,0.0136,0.0128,0.0117,0.0109,0.0102,0.0096,0.0089,0.0085
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3719,0.2578,0.1761,0.1224,0.0882,0.0659,0.0507,0.0403,0.0328,0.0271,0.0227,0.0192,0.0170,0.0144,0.0127,0.0114,0.0100,0.0093,0.0084,0.0077,0.0071,0.0066,0.0061,0.0058
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5979,0.6419,0.6196,0.5431,0.3904,0.2376,0.1534,0.1001,0.0675,0.0476,0.0344,0.0269,0.0279,0.0246,0.0237,0.0234,0.0213,0.0223,0.0206,0.0200,0.0188,0.0185,0.0171,0.0171
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6108,0.5893,0.4495,0.2629,0.1437,0.0886,0.0583,0.0408,0.0301,0.0230,0.0179,0.0146,0.0144,0.0122,0.0111,0.0105,0.0092,0.0091,0.0083,0.0079,0.0074,0.0071,0.0066,0.0065
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5820,0.6513,0.6967,0.7290,0.7457,0.7491,0.7662,0.7822,0.7892,0.7897,0.7779,0.7674,0.8012,0.8040,0.8206,0.8364,0.8395,0.8598,0.8658,0.8791,0.8868,0.8973,0.9017,0.9108
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3811,0.2575,0.1647,0.1058,0.0715,0.0512,0.0379,0.0293,0.0236,0.0194,0.0163,0.0139,0.0127,0.0106,0.0094,0.0086,0.0075,0.0070,0.0063,0.0057,0.0053,0.0049,0.0045,0.0043
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3492,0.2184,0.1375,0.0905,0.0632,0.0464,0.0352,0.0277,0.0224,0.0185,0.0154,0.0131,0.0120,0.0102,0.0092,0.0083,0.0074,0.0069,0.0062,0.0058,0.0053,0.0050,0.0047,0.0045
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6442,0.7205,0.7569,0.7706,0.7661,0.7544,0.7234,0.6661,0.5837,0.4780,0.3680,0.2967,0.3293,0.3150,0.3177,0.3260,0.3098,0.3296,0.3215,0.3263,0.3226,0.3302,0.3212,0.3314
014,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3930,0.2807,0.1900,0.1302,0.0922,0.0679,0.0523,0.0413,0.0332,0.0269,0.0220,0.0184,0.0169,0.0145,0.0131,0.0120,0.0107,0.0102,0.0092,0.0086,0.0080,0.0075,0.0069,0.0066
