View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3863,0.2817,0.2008,0.1445,0.1067,0.0811,0.0631,0.0501,0.0402,0.0325,0.0267,0.0223,0.0190,0.0164,0.0143,0.0127,0.0113,0.0101,0.0096,0.0093,0.0089,0.0084,0.0080,0.0076
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6151,0.7011,0.7622,0.8047,0.8348,0.8574,0.8757,0.8913,0.9038,0.9133,0.9204,0.9253,0.9288,0.9317,0.9341,0.9361,0.9376,0.9369,0.9386,0.9481,0.9506,0.9504,0.9500,0.9495
002,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3929,0.2905,0.2082,0.1498,0.1100,0.0831,0.0643,0.0508,0.0406,0.0326,0.0267,0.0222,0.0188,0.0162,0.0142,0.0125,0.0111,0.0099,0.0095,0.0093,0.0090,0.0086,0.0082,0.0078
003,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5967,0.6713,0.7292,0.7725,0.8056,0.8314,0.8523,0.8685,0.8816,0.8929,0.9017,0.9085,0.9134,0.9170,0.9198,0.9224,0.9241,0.9257,0.9345,0.9478,0.9528,0.9552,0.9572,0.9591
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4064,0.3034,0.2096,0.1416,0.0980,0.0709,0.0531,0.0411,0.0323,0.0254,0.0205,0.0169,0.0142,0.0122,0.0106,0.0093,0.0082,0.0073,0.0068,0.0067,0.0064,0.0061,0.0057,0.0054
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4047,0.3051,0.2140,0.1464,0.1020,0.0739,0.0553,0.0425,0.0332,0.0262,0.0212,0.0175,0.0147,0.0126,0.0110,0.0096,0.0085,0.0077,0.0073,0.0072,0.0070,0.0067,0.0065,0.0062
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3928,0.2763,0.1770,0.1134,0.0764,0.0545,0.0405,0.0312,0.0244,0.0193,0.0156,0.0129,0.0109,0.0094,0.0082,0.0072,0.0064,0.0058,0.0055,0.0054,0.0052,0.0050,0.0048,0.0045
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5956,0.6580,0.6922,0.6998,0.6789,0.6222,0.5172,0.3686,0.2266,0.1352,0.0865,0.0600,0.0444,0.0346,0.0280,0.0233,0.0199,0.0175,0.0181,0.0208,0.0223,0.0228,0.0233,0.0236
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5869,0.6544,0.7052,0.7437,0.7743,0.7994,0.8205,0.8382,0.8533,0.8666,0.8774,0.8867,0.8949,0.9020,0.9083,0.9136,0.9186,0.9245,0.9215,0.9256,0.9245,0.9194,0.9135,0.9068
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6014,0.6583,0.6824,0.6786,0.6435,0.5722,0.4662,0.3427,0.2230,0.1366,0.0871,0.0593,0.0429,0.0329,0.0264,0.0218,0.0184,0.0157,0.0144,0.0148,0.0141,0.0131,0.0121,0.0112
010,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3829,0.2670,0.1755,0.1164,0.0804,0.0583,0.0439,0.0340,0.0267,0.0213,0.0173,0.0143,0.0122,0.0105,0.0092,0.0081,0.0072,0.0065,0.0061,0.0059,0.0056,0.0053,0.0050,0.0048
011,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5955,0.6672,0.7162,0.7491,0.7725,0.7892,0.7988,0.8027,0.8011,0.7892,0.7698,0.7424,0.7078,0.6620,0.5986,0.5161,0.4224,0.3215,0.1411,0.0923,0.0698,0.0539,0.0437,0.0367
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5757,0.6202,0.6388,0.6350,0.6098,0.5616,0.4883,0.3866,0.2768,0.1887,0.1284,0.0905,0.0672,0.0523,0.0422,0.0350,0.0296,0.0260,0.0288,0.0367,0.0439,0.0513,0.0612,0.0748
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3890,0.2788,0.1888,0.1280,0.0898,0.0658,0.0499,0.0389,0.0307,0.0245,0.0200,0.0166,0.0140,0.0121,0.0106,0.0093,0.0083,0.0075,0.0073,0.0075,0.0074,0.0073,0.0072,0.0070
