node_a,node_b,min_distance_m,max_distance_m,mean_distance_m,ncs,mean_penetration_m,max_penetration_m
human.left_hand,pull-up bar,0.09092631191015244,0.1698070764541626,0.1271696835756302,0.9977285714285714,0.0027946638874709606,0.012534031644463539
human.right_hand,pull-up bar,0.08737754821777344,0.15599030256271362,0.11936090141534805,0.9977285714285714,0.0027946638874709606,0.012534031644463539
