iter,stage,total,e_img,e_smooth,e_vel,term_img,term_smooth_weighted,term_vel_weighted,total_from_terms,e_img_raw,e_smooth_raw,e_vel_raw,e_img_denom,e_smooth_denom,e_vel_denom,active_pairs,sum_weight,mean_reproj_px
20,adam,147.57003784179688,147.5699462890625,9.352828783448786e-06,1.1482633453852031e-05,147.5699462890625,9.352828783448786e-05,1.1482633453852033e-06,147.57004096561369,21966376.0,0.004377123899757862,0.005511663854122162,148854.0,468.0,480.0,148854,148854.0,26.044164657592773
40,adam,123.58036804199219,123.58026123046875,1.096899632102577e-05,1.900759343698155e-05,123.58026123046875,0.0001096899632102577,1.9007593436981551e-06,123.5803728211913,18395416.0,0.005133490078151226,0.009123644791543484,148854.0,468.0,480.0,148854,148854.0,22.045454025268555
60,adam,112.9387435913086,112.93861389160156,1.295548918278655e-05,2.2079668269725516e-05,112.93861389160156,0.0001295548918278655,2.207966826972552e-06,112.93874565446022,16811364.0,0.006063168868422508,0.010598240420222282,148854.0,468.0,480.0,148854,148854.0,20.271574020385742
80,adam,105.94425964355469,105.944091796875,1.6820722521515563e-05,2.4479266357957385e-05,105.944091796875,0.00016820722521515563,2.447926635795739e-06,105.94426245202685,15770202.0,0.007872098125517368,0.011750048026442528,148854.0,468.0,480.0,148854,148854.0,19.10401153564453
100,adam,99.64409637451172,99.64385986328125,2.3388252884615213e-05,2.8739079425577074e-05,99.64385986328125,0.00023388252884615213,2.8739079425577076e-06,99.64409661971804,14832387.0,0.010945701971650124,0.01379475835710764,148854.0,468.0,480.0,148854,148854.0,18.05229377746582
120,adam,94.13888549804688,94.1385498046875,3.324228964629583e-05,3.690815719892271e-05,94.1385498046875,0.0003324228964629583,3.690815719892271e-06,94.13888591839968,14012900.0,0.015557391569018364,0.01771591603755951,148854.0,468.0,480.0,148854,148854.0,17.133026123046875
140,adam,89.48129272460938,89.48082733154297,4.5395925553748384e-05,4.8167046770686284e-05,89.48082733154297,0.00045395925553748384,4.816704677068629e-06,89.48128610750318,13319579.0,0.02124529331922531,0.023120181635022163,148854.0,468.0,480.0,148854,148854.0,16.3557071685791
160,adam,85.58560943603516,85.58501434326172,5.8740559325087816e-05,6.103781197452918e-05,85.58501434326172,0.0005874055932508782,6.103781197452918e-06,85.58560785263617,12739672.0,0.027490582317113876,0.029298149049282074,148854.0,468.0,480.0,148854,148854.0,15.706377029418945
180,adam,82.2770767211914,82.27635192871094,7.176644430728629e-05,7.436494342982769e-05,82.27635192871094,0.0007176644430728629,7.436494342982769e-06,82.27707702964835,12247164.0,0.03358669579029083,0.03569517284631729,148854.0,468.0,480.0,148854,148854.0,15.154047012329102
200,adam,79.52001190185547,79.51919555664062,8.063844870775938e-05,8.604912727605551e-05,79.51919555664062,0.0008063844870775938,8.604912727605551e-06,79.52001054604042,11836750.0,0.03773879259824753,0.04130358248949051,148854.0,468.0,480.0,148854,148854.0,14.692748069763184
220,adam,77.30980682373047,77.30899047851562,8.103359868982807e-05,9.340471297036856e-05,77.30899047851562,0.0008103359868982807,9.340471297036857e-06,77.30981015497382,11507753.0,0.037923723459243774,0.04483426362276077,148854.0,468.0,480.0,148854,148854.0,14.32334041595459
240,adam,75.60379028320312,75.60305786132812,7.278902194229886e-05,9.627666440792382e-05,75.60305786132812,0.0007278902194229886,9.627666440792383e-06,75.60379537921399,11253818.0,0.034065261483192444,0.04621279984712601,148854.0,468.0,480.0,148854,148854.0,14.038799285888672
260,adam,74.38379669189453,74.38317108154297,6.149587716208771e-05,9.741674148244783e-05,74.38317108154297,0.0006149587716208771,9.741674148244783e-06,74.38379578198874,11072232.0,0.028780069202184677,0.046760037541389465,148854.0,468.0,480.0,148854,148854.0,13.835336685180664
280,adam,73.51065063476562,73.51013946533203,5.040469841333106e-05,9.932608372764662e-05,73.51013946533203,0.0005040469841333106,9.932608372764662e-06,73.51065344492454,10942278.0,0.023589398711919785,0.04767651855945587,148854.0,468.0,480.0,148854,148854.0,13.68993091583252
300,adam,72.87760162353516,72.87718200683594,4.150347740505822e-05,0.00010372375982115045,72.87718200683594,0.0004150347740505822,1.0372375982115045e-05,72.87760741398597,10848060.0,0.019423628225922585,0.049787405878305435,148854.0,468.0,480.0,148854,148854.0,13.584386825561523
320,adam,72.42311096191406,72.42273712158203,3.652081068139523e-05,0.00011145538155687973,72.42273712158203,0.0003652081068139523,1.1145538155687974e-05,72.423113475227,10780414.0,0.017091739922761917,0.053498584777116776,148854.0,468.0,480.0,148854,148854.0,13.508898735046387
340,adam,72.06595611572266,72.06558990478516,3.5043733078055084e-05,0.00012212902947794646,72.06558990478516,0.00035043733078055084,1.2212902947794647e-05,72.06595255501888,10727251.0,0.016400467604398727,0.05862193554639816,148854.0,468.0,480.0,148854,148854.0,13.449310302734375
360,adam,71.81461334228516,71.81423950195312,3.599324554670602e-05,0.0001349224039586261,71.81423950195312,0.0003599324554670602,1.349224039586261e-05,71.81461292664899,10689837.0,0.016844838857650757,0.06476275622844696,148854.0,468.0,480.0,148854,148854.0,13.40754222869873
380,adam,71.5829849243164,71.58258056640625,3.900912270182744e-05,0.00014919042587280273,71.58258056640625,0.00039009122701827437,1.4919042587280274e-05,71.58298557667585,10655354.0,0.01825626939535141,0.07161140441894531,148854.0,468.0,480.0,148854,148854.0,13.368782997131348
400,adam,71.42021942138672,71.41976928710938,4.383874693303369e-05,0.00016437679005321115,71.41976928710938,0.0004383874693303369,1.6437679005321115e-05,71.42022411225771,10631118.0,0.0205165334045887,0.07890085875988007,148854.0,468.0,480.0,148854,148854.0,13.343424797058105
420,adam,71.27285766601562,71.27234649658203,4.9739479436539114e-05,0.00017974227375816554,71.27234649658203,0.0004973947943653911,1.7974227375816554e-05,71.27286186560377,10609174.0,0.023278076201677322,0.08627629280090332,148854.0,468.0,480.0,148854,148854.0,13.316927909851074
440,adam,71.13097381591797,71.13038635253906,5.652721301885322e-05,0.0001946645206771791,71.13038635253906,0.0005652721301885322,1.9466452067717912e-05,71.13097109112132,10588043.0,0.026454735547304153,0.09343896806240082,148854.0,468.0,480.0,148854,148854.0,13.29322624206543
460,adam,71.02989196777344,71.02923583984375,6.36284748907201e-05,0.00020842900266870856,71.02923583984375,0.000636284748907201,2.084290026687086e-05,71.02989296749293,10572986.0,0.029778124764561653,0.10004591941833496,148854.0,468.0,480.0,148854,148854.0,13.27653694152832
