iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points
1,rigid,63.08272171020508,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0,0.0,60.0,0.0191864762455225,1.15118857473135,0.0,0.0,0.0,800.0,0.07741441577672958,61.93153262138367,0.0,0.0,0.0,700000,700000,10680
2,rigid,62.56672286987305,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.01854431815445423,1.1126590892672539,0.0,0.0,0.0,800.0,0.0768175795674324,61.45406365394592,0.0,0.0,0.0,700000,700000,10654
3,rigid,62.104469299316406,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,9.99337089524488e-07,9.99337089524488e-07,60.0,0.018734248355031013,1.1240549013018608,0.0,0.0,0.0,800.0,0.07622551918029785,60.98041534423828,0.0,0.0,0.0,700000,700000,10531
4,rigid,61.676944732666016,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,2.2485082808998413e-06,2.2485082808998413e-06,60.0,0.019434211775660515,1.166052706539631,0.0,0.0,0.0,800.0,0.07563861459493637,60.5108916759491,0.0,0.0,0.0,700000,700000,10471
5,rigid,61.1827278137207,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,3.997348358097952e-06,3.997348358097952e-06,60.0,0.01893794722855091,1.1362768337130547,0.0,0.0,0.0,800.0,0.07505805790424347,60.046446323394775,0.0,0.0,0.0,700000,700000,10423
6,rigid,60.751277923583984,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,6.245856184250442e-06,6.245856184250442e-06,60.0,0.019409965723752975,1.1645979434251785,0.0,0.0,0.0,800.0,0.07448334246873856,59.586673974990845,0.0,0.0,0.0,700000,700000,10332
7,rigid,60.24521255493164,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,9.008113920572214e-06,9.008113920572214e-06,60.0,0.01855451799929142,1.1132710799574852,0.0,0.0,0.0,800.0,0.07391491532325745,59.13193225860596,0.0,0.0,0.0,700000,700000,10238
8,rigid,59.767459869384766,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,1.225830419571139e-05,1.225830419571139e-05,60.0,0.018097862601280212,1.0858717560768127,0.0,0.0,0.0,800.0,0.07335197180509567,58.68157744407654,0.0,0.0,0.0,700000,700000,10100
9,rigid,59.325347900390625,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,1.602694646862801e-05,1.602694646862801e-05,60.0,0.018148178234696388,1.0888906940817833,0.0,0.0,0.0,800.0,0.0727955549955368,58.23644399642944,0.0,0.0,0.0,700000,700000,9992
10,rigid,58.873294830322266,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,2.0278821466490626e-05,2.0278821466490626e-05,60.0,0.01795952394604683,1.0775714367628098,0.0,0.0,0.0,800.0,0.07224462926387787,57.795703411102295,0.0,0.0,0.0,700000,700000,9786
11,rigid,58.42094039916992,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,2.505385418771766e-05,2.505385418771766e-05,60.0,0.01770254224538803,1.0621525347232819,0.0,0.0,0.0,800.0,0.07169845700263977,57.358765602111816,0.0,0.0,0.0,700000,700000,9704
12,rigid,58.00825500488281,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,3.0333252652781084e-05,3.0333252652781084e-05,60.0,0.01803942210972309,1.0823653265833855,0.0,0.0,0.0,800.0,0.07115732133388519,56.925857067108154,0.0,0.0,0.0,700000,700000,9525
13,rigid,57.555355072021484,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,3.608882616390474e-05,3.608882616390474e-05,60.0,0.0176479984074831,1.058879904448986,0.0,0.0,0.0,800.0,0.07062055170536041,56.49644136428833,0.0,0.0,0.0,700000,700000,9353
14,rigid,57.103851318359375,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,4.243573494022712e-05,4.243573494022712e-05,60.0,0.01722506247460842,1.0335037484765053,0.0,0.0,0.0,800.0,0.07008787989616394,56.07030391693115,0.0,0.0,0.0,700000,700000,9187
15,rigid,56.69282913208008,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,4.923060623696074e-05,4.923060623696074e-05,60.0,0.017421679571270943,1.0453007742762566,0.0,0.0,0.0,800.0,0.06955935060977936,55.647480487823486,0.0,0.0,0.0,700000,700000,8968
16,rigid,56.255836486816406,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,5.652984691550955e-05,5.652984691550955e-05,60.0,0.0171490628272295,1.02894376963377,0.0,0.0,0.0,800.0,0.06903354823589325,55.2268385887146,0.0,0.0,0.0,700000,700000,8826
17,rigid,55.8776741027832,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,6.433346425183117e-05,6.433346425183117e-05,60.0,0.017819920554757118,1.069195233285427,0.0,0.0,0.0,800.0,0.0685105174779892,54.80841398239136,0.0,0.0,0.0,700000,700000,8600
18,rigid,55.42805862426758,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,7.272147195180878e-05,7.272147195180878e-05,60.0,0.017270026728510857,1.0362016037106514,0.0,0.0,0.0,800.0,0.06798972934484482,54.391783475875854,0.0,0.0,0.0,700000,700000,8469
19,rigid,55.00663375854492,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,8.15809253253974e-05,8.15809253253974e-05,60.0,0.01713784597814083,1.0282707586884499,0.0,0.0,0.0,800.0,0.06747285276651382,53.97828221321106,0.0,0.0,0.0,700000,700000,8385
20,rigid,54.601341247558594,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,9.09942391444929e-05,9.09942391444929e-05,60.0,0.017227500677108765,1.0336500406265259,0.0,0.0,0.0,800.0,0.06695950031280518,53.56760025024414,0.0,0.0,0.0,700000,700000,8202
21,rigid,54.198246002197266,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00010087424743687734,0.00010087424743687734,60.0,0.017299531027674675,1.0379718616604805,0.0,0.0,0.0,800.0,0.06645021587610245,53.16017270088196,0.0,0.0,0.0,700000,700000,8039
22,rigid,53.7844123840332,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00011136240209452808,0.00011136240209452808,60.0,0.01714111492037773,1.0284668952226639,0.0,0.0,0.0,800.0,0.06594479084014893,52.75583267211914,0.0,0.0,0.0,700000,700000,7959
23,rigid,53.33940505981445,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00012226533726789057,0.00012226533726789057,60.0,0.016405068337917328,0.9843041002750397,0.0,0.0,0.0,800.0,0.0654437243938446,52.354979515075684,0.0,0.0,0.0,700000,700000,7928
24,rigid,52.91897201538086,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0001337859284831211,0.0001337859284831211,60.0,0.01601610705256462,0.9609664231538773,0.0,0.0,0.0,800.0,0.06494733691215515,51.95786952972412,0.0,0.0,0.0,700000,700000,7723
25,rigid,52.52948760986328,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00014582512085326016,0.00014582512085326016,60.0,0.016089100390672684,0.965346023440361,0.0,0.0,0.0,800.0,0.06445499509572983,51.56399607658386,0.0,0.0,0.0,700000,700000,7581
26,rigid,52.19322204589844,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00015844200970605016,0.00015844200970605016,60.0,0.016984080895781517,1.019044853746891,0.0,0.0,0.0,800.0,0.06396752595901489,51.174020767211914,0.0,0.0,0.0,700000,700000,7515
27,rigid,51.761775970458984,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00017152080545201898,0.00017152080545201898,60.0,0.016235392540693283,0.974123552441597,0.0,0.0,0.0,800.0,0.06348434835672379,50.78747868537903,0.0,0.0,0.0,700000,700000,7434
28,rigid,51.4103889465332,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0001851182314567268,0.0001851182314567268,60.0,0.01676757261157036,1.0060543566942215,0.0,0.0,0.0,800.0,0.06300518661737442,50.404149293899536,0.0,0.0,0.0,700000,700000,7329
29,rigid,51.02640151977539,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0001993005134863779,0.0001993005134863779,60.0,0.01670173369348049,1.0021040216088295,0.0,0.0,0.0,800.0,0.06253012269735336,50.02409815788269,0.0,0.0,0.0,700000,700000,7183
30,rigid,50.6289176940918,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00021414355433080345,0.00021414355433080345,60.0,0.01635075733065605,0.9810454398393631,0.0,0.0,0.0,800.0,0.06205957382917404,49.64765906333923,0.0,0.0,0.0,700000,700000,6991
31,rigid,50.236915588378906,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0002294485311722383,0.0002294485311722383,60.0,0.016038402915000916,0.9623041749000549,0.0,0.0,0.0,800.0,0.06159297749400139,49.27438199520111,0.0,0.0,0.0,700000,700000,6948
32,rigid,49.904964447021484,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0002452817279845476,0.0002452817279845476,60.0,0.016671307384967804,1.0002784430980682,0.0,0.0,0.0,800.0,0.06113055348396301,48.90444278717041,0.0,0.0,0.0,700000,700000,6820
33,rigid,49.52089309692383,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00026164314476773143,0.00026164314476773143,60.0,0.016377415508031845,0.9826449304819107,0.0,0.0,0.0,800.0,0.06067248433828354,48.53798747062683,0.0,0.0,0.0,700000,700000,6658
34,rigid,49.21839904785156,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00027868946199305356,0.00027868946199305356,60.0,0.01740010641515255,1.044006384909153,0.0,0.0,0.0,800.0,0.06021764129400253,48.174113035202026,0.0,0.0,0.0,700000,700000,6514
35,rigid,48.82624053955078,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0002961928548756987,0.0002961928548756987,60.0,0.016883105039596558,1.0129863023757935,0.0,0.0,0.0,800.0,0.059766195714473724,47.81295657157898,0.0,0.0,0.0,700000,700000,6426
36,rigid,48.447391510009766,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00031431252136826515,0.00031431252136826515,60.0,0.016534890979528427,0.9920934587717056,0.0,0.0,0.0,800.0,0.05931872874498367,47.45498299598694,0.0,0.0,0.0,700000,700000,6336
37,rigid,48.08767318725586,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0003330557665321976,0.0003330557665321976,60.0,0.01645353063941002,0.9872118383646011,0.0,0.0,0.0,800.0,0.05887515842914581,47.10012674331665,0.0,0.0,0.0,700000,700000,6239
38,rigid,47.7432975769043,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0003522537590470165,0.0003522537590470165,60.0,0.016571903601288795,0.9943142160773277,0.0,0.0,0.0,800.0,0.05843578651547432,46.748629212379456,0.0,0.0,0.0,700000,700000,6159
39,rigid,47.39916229248047,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0003721705870702863,0.0003721705870702863,60.0,0.016634764149785042,0.9980858489871025,0.0,0.0,0.0,800.0,0.05800088122487068,46.400704979896545,0.0,0.0,0.0,700000,700000,6082
40,rigid,47.06108856201172,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00039263517828658223,0.00039263517828658223,60.0,0.016742166131734848,1.0045299679040909,0.0,0.0,0.0,800.0,0.057570211589336395,46.056169271469116,0.0,0.0,0.0,700000,700000,5999
41,rigid,46.77421188354492,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00041374293505214155,0.00041374293505214155,60.0,0.017646582797169685,1.0587949678301811,0.0,0.0,0.0,800.0,0.05714375525712967,45.715004205703735,0.0,0.0,0.0,700000,700000,5930
42,rigid,46.39398956298828,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00043540328624658287,0.00043540328624658287,60.0,0.016946682706475258,1.0168009623885155,0.0,0.0,0.0,800.0,0.05672094225883484,45.37675380706787,0.0,0.0,0.0,700000,700000,5841
43,rigid,46.053531646728516,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.00045771661098115146,0.00045771661098115146,60.0,0.01686279848217964,1.0117679089307785,0.0,0.0,0.0,800.0,0.05630163103342056,45.04130482673645,0.0,0.0,0.0,700000,700000,5686
44,rigid,45.7424430847168,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0004805875360034406,0.0004805875360034406,60.0,0.017221560701727867,1.033293642103672,0.0,0.0,0.0,800.0,0.055885832756757736,44.70866620540619,0.0,0.0,0.0,700000,700000,5591
45,rigid,45.43578338623047,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0005040160613134503,0.0005040160613134503,60.0,0.017607275396585464,1.0564365237951279,0.0,0.0,0.0,800.0,0.05547355115413666,44.378840923309326,0.0,0.0,0.0,700000,700000,5541
46,rigid,45.139190673828125,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.000528109900187701,0.000528109900187701,60.0,0.01811104454100132,1.0866626724600792,0.0,0.0,0.0,800.0,0.05506499856710434,44.05199885368347,0.0,0.0,0.0,700000,700000,5476
47,rigid,44.79658126831055,100.0,2.220446049250313e-16,2.220446049250313e-14,250.0,0.0,0.0,1.0,0.0005529869813472033,0.0005529869813472033,60.0,0.01779199205338955,1.067519523203373,0.0,0.0,0.0,800.0,0.05466063320636749,43.728506565093994,0.0,0.0,0.0,700000,700000,5397
