iter,stage,total,orient_gvhmr_weight,orient_gvhmr_raw,orient_gvhmr_scaled,pose_gvhmr_weight,pose_gvhmr_raw,pose_gvhmr_scaled,height_prior_weight,height_prior_raw,height_prior_scaled,scene_intersect_weight,scene_intersect_raw,scene_intersect_scaled,human_scene_depth_weight,human_scene_depth_raw,human_scene_depth_scaled,nocontact_weight,nocontact_raw,nocontact_scaled,self_intersect_weight,self_intersect_raw,self_intersect_scaled,scene_intersect_num_scene_collision_points,scene_intersect_num_sdf_query_points,scene_intersect_num_inside_or_margin_points,human_scene_depth_num_human_vertices,human_scene_depth_num_projected_vertices,human_scene_depth_num_behind_scene_vertices
1,rigid,141.06565856933594,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,5.50671747784337e-12,5.50671747784337e-12,60.0,0.03229178860783577,1.9375073164701462,20.0,0.28507208824157715,5.701441764831543,800.0,0.1667833924293518,133.42671394348145,0.0,0.0,0.0,700000,700000,10673,10475,10473,5273
2,rigid,140.27496337890625,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.49834272381122e-07,2.49834272381122e-07,60.0,0.03259402886033058,1.955641731619835,20.0,0.28699859976768494,5.739971995353699,800.0,0.16572418808937073,132.57935047149658,0.0,0.0,0.0,700000,700000,10541,10475,10473,5235
3,rigid,139.42886352539062,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,9.946508043867652e-07,9.946508043867652e-07,60.0,0.032049547880887985,1.9229728728532791,20.0,0.2884654402732849,5.769308805465698,800.0,0.16467073559761047,131.73658847808838,0.0,0.0,0.0,700000,700000,10520,10475,10472,5207
4,rigid,138.6414794921875,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.2414762952394085e-06,2.2414762952394085e-06,60.0,0.03207577019929886,1.9245462119579315,20.0,0.2909233570098877,5.818467140197754,800.0,0.16362307965755463,130.8984637260437,0.0,0.0,0.0,700000,700000,10401,10475,10472,5165
5,rigid,137.86367797851562,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,4.016136699647177e-06,4.016136699647177e-06,60.0,0.03231338411569595,1.9388030469417572,20.0,0.2929869294166565,5.85973858833313,800.0,0.1625814288854599,130.06514310836792,0.0,0.0,0.0,700000,700000,10254,10475,10472,5132
6,rigid,137.0388946533203,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,6.2575909396400675e-06,6.2575909396400675e-06,60.0,0.03177698701620102,1.9066192209720612,20.0,0.2947660982608795,5.89532196521759,800.0,0.16154620051383972,129.23696041107178,0.0,0.0,0.0,700000,700000,10159,10475,10472,5103
7,rigid,136.27674865722656,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,8.994033123599365e-06,8.994033123599365e-06,60.0,0.03196891397237778,1.9181348383426666,20.0,0.29724541306495667,5.944908261299133,800.0,0.1605171263217926,128.41370105743408,0.0,0.0,0.0,700000,700000,10071,10475,10470,5060
8,rigid,135.50759887695312,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,1.225830419571139e-05,1.225830419571139e-05,60.0,0.03238540515303612,1.943124309182167,20.0,0.2984737455844879,5.969474911689758,800.0,0.15949374437332153,127.59499549865723,0.0,0.0,0.0,700000,700000,10064,10475,10469,5038
9,rigid,134.6959228515625,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,1.60081654030364e-05,1.60081654030364e-05,60.0,0.0317450650036335,1.90470390021801,20.0,0.30049455165863037,6.009891033172607,800.0,0.15847663581371307,126.78130865097046,0.0,0.0,0.0,700000,700000,9979,10475,10470,5001
10,rigid,133.8969268798828,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.0236577256582677e-05,2.0236577256582677e-05,60.0,0.0314827598631382,1.888965591788292,20.0,0.3017862141132355,6.0357242822647095,800.0,0.15746527910232544,125.97222328186035,0.0,0.0,0.0,700000,700000,9855,10475,10470,4974
11,rigid,133.1134796142578,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,2.5006891519296914e-05,2.5006891519296914e-05,60.0,0.03139575570821762,1.8837453424930573,20.0,0.3030942380428314,6.061884760856628,800.0,0.15645979344844818,125.16783475875854,0.0,0.0,0.0,700000,700000,9824,10475,10470,4946
12,rigid,132.37684631347656,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,3.02299449685961e-05,3.02299449685961e-05,60.0,0.031691063195466995,1.9014637917280197,20.0,0.3053652048110962,6.107304096221924,800.0,0.15546005964279175,124.3680477142334,0.0,0.0,0.0,700000,700000,9684,10475,10470,4903
13,rigid,131.6094207763672,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,3.597613249439746e-05,3.597613249439746e-05,60.0,0.03140886500477791,1.8845319002866745,20.0,0.30758148431777954,6.151629686355591,800.0,0.15446652472019196,123.57321977615356,0.0,0.0,0.0,700000,700000,9715,10475,10468,4863
14,rigid,130.85861206054688,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,4.225248994771391e-05,4.225248994771391e-05,60.0,0.031599946320056915,1.895996779203415,20.0,0.30899104475975037,6.179820895195007,800.0,0.15347842872142792,122.78274297714233,0.0,0.0,0.0,700000,700000,9608,10475,10468,4835
15,rigid,130.0633544921875,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,4.896751488558948e-05,4.896751488558948e-05,60.0,0.03083554096519947,1.8501324579119682,20.0,0.310808390378952,6.2161678075790405,800.0,0.15249624848365784,121.99699878692627,0.0,0.0,0.0,700000,700000,9580,10475,10467,4801
16,rigid,129.3383331298828,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,5.617752321995795e-05,5.617752321995795e-05,60.0,0.0311523899435997,1.869143396615982,20.0,0.31266430020332336,6.253286004066467,800.0,0.1515198051929474,121.21584415435791,0.0,0.0,0.0,700000,700000,9452,10475,10466,4765
17,rigid,128.5927276611328,10.0,1.4802974102831747e-16,1.4802974102831747e-15,250.0,0.0,0.0,1.0,6.395757372956723e-05,6.395757372956723e-05,60.0,0.031263433396816254,1.8758060038089752,20.0,0.31389421224594116,6.277884244918823,800.0,0.15054871141910553,120.43896913528442,0.0,0.0,0.0,700000,700000,9418,10475,10467,4736
