View,Step0,Step49,Step99,Step149,Step199,Step249,Step299,Step349,Step399,Step449,Step499,Step549,Step599,Step649,Step699,Step749,Step799,Step849,Step899,Step949,Step999,Step1049,Step1099,Step1149,Step1199,Step1249,Step1299,Step1349,Step1399,Step1449,Step1499,Step1549,Step1599
001,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6099,0.6926,0.7502,0.7906,0.8199,0.8421,0.8586,0.8707,0.8798,0.8862,0.8903,0.8929,0.9110,0.9095,0.9071,0.9187,0.9183,0.9285,0.9346,0.9394,0.9468,0.9523,0.9563,0.9584
004,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3678,0.2472,0.1643,0.1139,0.0829,0.0626,0.0487,0.0392,0.0323,0.0273,0.0234,0.0202,0.0188,0.0164,0.0145,0.0136,0.0124,0.0123,0.0120,0.0116,0.0115,0.0114,0.0111,0.0106
005,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4849,0.4097,0.2747,0.1525,0.0834,0.0495,0.0326,0.0233,0.0177,0.0140,0.0114,0.0095,0.0092,0.0085,0.0079,0.0077,0.0069,0.0066,0.0062,0.0059,0.0058,0.0058,0.0057,0.0054
006,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3701,0.2465,0.1577,0.1034,0.0710,0.0510,0.0384,0.0301,0.0244,0.0203,0.0171,0.0146,0.0131,0.0114,0.0101,0.0094,0.0083,0.0077,0.0070,0.0064,0.0059,0.0056,0.0052,0.0049
007,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6066,0.6899,0.7495,0.7915,0.8213,0.8413,0.8537,0.8620,0.8686,0.8748,0.8811,0.8862,0.9108,0.9145,0.9170,0.9287,0.9303,0.9391,0.9439,0.9463,0.9509,0.9545,0.9571,0.9582
008,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3526,0.1566,0.0711,0.0383,0.0233,0.0154,0.0109,0.0083,0.0065,0.0053,0.0045,0.0038,0.0037,0.0034,0.0031,0.0030,0.0027,0.0027,0.0025,0.0024,0.0024,0.0024,0.0023,0.0022
009,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5860,0.6220,0.5998,0.5030,0.3346,0.1866,0.1093,0.0717,0.0511,0.0386,0.0302,0.0242,0.0228,0.0194,0.0166,0.0161,0.0141,0.0134,0.0124,0.0113,0.0108,0.0103,0.0099,0.0093
012,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.3663,0.2504,0.1707,0.1212,0.0905,0.0706,0.0572,0.0478,0.0407,0.0351,0.0305,0.0266,0.0231,0.0194,0.0166,0.0151,0.0135,0.0129,0.0123,0.0117,0.0113,0.0109,0.0104,0.0099
013,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5936,0.6606,0.7007,0.7196,0.7211,0.7075,0.6808,0.6382,0.5741,0.4815,0.3650,0.2500,0.2243,0.1988,0.1745,0.1807,0.1572,0.1495,0.1347,0.1176,0.1110,0.1045,0.0978,0.0892
014,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.6075,0.6909,0.7499,0.7912,0.8209,0.8425,0.8586,0.8711,0.8812,0.8898,0.8974,0.9044,0.9219,0.9244,0.9263,0.9363,0.9363,0.9418,0.9441,0.9432,0.9454,0.9472,0.9484,0.9479
015,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.5000,0.4166,0.3135,0.2119,0.1351,0.0858,0.0562,0.0390,0.0287,0.0223,0.0179,0.0148,0.0125,0.0117,0.0107,0.0098,0.0093,0.0085,0.0081,0.0077,0.0074,0.0072,0.0071,0.0069,0.0066
