iter,stage,total,e_img,e_smooth,e_vel,term_img,term_smooth_weighted,term_vel_weighted,total_from_terms,e_img_raw,e_smooth_raw,e_vel_raw,e_img_denom,e_smooth_denom,e_vel_denom,active_pairs,sum_weight,mean_reproj_px
460,adam,9.141888618469238,9.141879081726074,9.491897117186454e-07,1.121866603170929e-06,9.141879081726074,9.491897117186454e-06,1.121866603170929e-07,9.141888685809851,3003866.0,0.0004442207864485681,0.0005384959513321519,328583.0,468.0,480.0,328583,328583.0,2.596081495285034
480,adam,9.129047393798828,9.129037857055664,9.198070074489806e-07,1.1261479357926873e-06,9.129037857055664,9.198070074489806e-06,1.1261479357926874e-07,9.129047167740532,2999646.5,0.00043046969221904874,0.0005405510310083628,328583.0,468.0,480.0,328583,328583.0,2.5940253734588623
500,adam,9.08526611328125,9.085256576538086,9.199122814607108e-07,1.1025808817066718e-06,9.085256576538086,9.199122814607108e-06,1.1025808817066718e-07,9.08526588591899,2985261.0,0.00043051893590018153,0.0005292388377711177,328583.0,468.0,480.0,328583,328583.0,2.5855283737182617
520,adam,9.174911499023438,9.174901008605957,1.088362978407531e-06,1.1623870932453428e-06,9.174901008605957,1.088362978407531e-05,1.1623870932453428e-07,9.17491200847445,3014716.5,0.000509353878442198,0.0005579458083957434,328583.0,468.0,480.0,328583,328583.0,2.607293128967285
540,adam,9.23577880859375,9.235767364501953,1.1319298209855333e-06,1.1807312603195896e-06,9.235767364501953,1.1319298209855333e-05,1.1807312603195897e-07,9.23577880187329,3034716.0,0.000529743148945272,0.0005667509976774454,328583.0,468.0,480.0,328583,328583.0,2.6170666217803955
560,adam,9.166813850402832,9.166803359985352,1.0220360309176613e-06,1.143727672570094e-06,9.166803359985352,1.0220360309176613e-05,1.143727672570094e-07,9.166813694718428,3012055.75,0.0004783128388226032,0.0005489892791956663,328583.0,468.0,480.0,328583,328583.0,2.6027188301086426
580,adam,9.204073905944824,9.204062461853027,1.1518427527335007e-06,1.1714546417351812e-06,9.204062461853027,1.1518427527335007e-05,1.1714546417351812e-07,9.20407409742602,3024298.5,0.0005390624282881618,0.000562298228032887,328583.0,468.0,480.0,328583,328583.0,2.612292766571045
600,adam,9.25556755065918,9.2555570602417,1.0243991255265428e-06,1.1385075140424306e-06,9.2555570602417,1.0243991255265428e-05,1.1385075140424306e-07,9.255567418083706,3041218.75,0.00047941881348378956,0.0005464836140163243,328583.0,468.0,480.0,328583,328583.0,2.629380702972412
620,adam,9.213007926940918,9.212996482849121,1.1810801652245573e-06,1.1815174048024346e-06,9.212996482849121,1.1810801652245573e-05,1.1815174048024347e-07,9.213008411802514,3027234.0,0.0005527455359697342,0.0005671283579431474,328583.0,468.0,480.0,328583,328583.0,2.6230196952819824
640,adam,9.162059783935547,9.162049293518066,1.0294957064616028e-06,1.1445524705777643e-06,9.162049293518066,1.0294957064616028e-05,1.1445524705777643e-07,9.162059702930378,3010493.5,0.0004818039888050407,0.0005493852077051997,328583.0,468.0,480.0,328583,328583.0,2.604565382003784
660,adam,9.296281814575195,9.296269416809082,1.2303549965508864e-06,1.1988483947789064e-06,9.296269416809082,1.2303549965508864e-05,1.1988483947789063e-07,9.296281840243887,3054596.25,0.0005758061306551099,0.0005754472222179174,328583.0,468.0,480.0,328583,328583.0,2.631364583969116
680,adam,9.253866195678711,9.25385570526123,1.084479663404636e-06,1.1569219395823893e-06,9.25385570526123,1.0844796634046361e-05,1.1569219395823894e-07,9.253866665750058,3040659.75,0.0005075364606454968,0.0005553225055336952,328583.0,468.0,480.0,328583,328583.0,2.628305673599243
700,adam,9.257454872131348,9.257444381713867,1.0788340887302184e-06,1.1551787792996038e-06,9.257444381713867,1.0788340887302184e-05,1.1551787792996038e-07,9.257455285572632,3041839.0,0.0005048943567089736,0.000554485828615725,328583.0,468.0,480.0,328583,328583.0,2.63159441947937
720,adam,9.3931884765625,9.393176078796387,1.204541376864654e-06,1.2000127753708512e-06,9.393176078796387,1.204541376864654e-05,1.2000127753708513e-07,9.393188244211434,3086438.0,0.0005637253634631634,0.0005760061321780086,328583.0,468.0,480.0,328583,328583.0,2.671194553375244
740,adam,9.274896621704102,9.274885177612305,1.186449253509636e-06,1.1927467085115495e-06,9.274885177612305,1.186449253509636e-05,1.1927467085115496e-07,9.27489716137951,3047569.75,0.0005552582442760468,0.0005725184455513954,328583.0,468.0,480.0,328583,328583.0,2.629655361175537
760,adam,9.276676177978516,9.276663780212402,1.2771208730555372e-06,1.2316158972680569e-06,9.276663780212402,1.2771208730555372e-05,1.231615897268057e-07,9.276676674582722,3048154.0,0.0005976925604045391,0.0005911756306886673,328583.0,468.0,480.0,328583,328583.0,2.628793239593506
780,adam,9.306876182556152,9.306863784790039,1.2608430779437185e-06,1.238941763404e-06,9.306863784790039,1.2608430779437185e-05,1.238941763404e-07,9.306876517114995,3058077.25,0.0005900745745748281,0.0005946920718997717,328583.0,468.0,480.0,328583,328583.0,2.6289546489715576
800,adam,9.336382865905762,9.336371421813965,1.1723926718332223e-06,1.192482272927009e-06,9.336371421813965,1.1723926718332223e-05,1.192482272927009e-07,9.33638326498891,3067773.0,0.0005486797890625894,0.0005723914946429431,328583.0,468.0,480.0,328583,328583.0,2.655003070831299
820,adam,9.29828929901123,9.29827880859375,1.0743398206614074e-06,1.1639243666650145e-06,9.29827880859375,1.0743398206614074e-05,1.1639243666650146e-07,9.298289668384394,3055256.5,0.0005027910228818655,0.0005586837069131434,328583.0,468.0,480.0,328583,328583.0,2.6469314098358154
840,adam,9.292030334472656,9.292019844055176,1.0823357570188818e-06,1.1686843208735809e-06,9.292019844055176,1.0823357570188818e-05,1.168684320873581e-07,9.292030784281177,3053199.75,0.0005065331351943314,0.0005609684740193188,328583.0,468.0,480.0,328583,328583.0,2.6447439193725586
860,adam,9.266831398010254,9.266819953918457,1.18820696570765e-06,1.194068886434252e-06,9.266819953918457,1.18820696570765e-05,1.194068886434252e-07,9.266831955395002,3044919.5,0.0005560808349400759,0.000573153083678335,328583.0,468.0,480.0,328583,328583.0,2.6253559589385986
880,adam,9.35412311553955,9.354109764099121,1.322702019024291e-06,1.2444018011592561e-06,9.354109764099121,1.322702019024291e-05,1.2444018011592563e-07,9.354123115559492,3073601.5,0.0006190245621837676,0.0005973128718324006,328583.0,468.0,480.0,328583,328583.0,2.6548657417297363
900,adam,9.269418716430664,9.269407272338867,1.154606934505864e-06,1.1915063851120067e-06,9.269407272338867,1.154606934505864e-05,1.1915063851120068e-07,9.26941893755885,3045769.5,0.0005403560353443027,0.0005719230393879116,328583.0,468.0,480.0,328583,328583.0,2.6380953788757324
920,adam,9.303518295288086,9.303505897521973,1.219073624270095e-06,1.2041277841490228e-06,9.303505897521973,1.219073624270095e-05,1.2041277841490228e-07,9.303518208670994,3056973.75,0.0005705264629796147,0.0005779813509434462,328583.0,468.0,480.0,328583,328583.0,2.640310287475586
940,adam,9.299101829528809,9.299089431762695,1.2267587408132385e-06,1.1991277233391884e-06,9.299089431762695,1.2267587408132385e-05,1.1991277233391885e-07,9.299101819262876,3055522.75,0.0005741231143474579,0.0005755813326686621,328583.0,468.0,480.0,328583,328583.0,2.6345391273498535
960,adam,9.310256004333496,9.3102445602417,1.1258848644501995e-06,1.1693275610014098e-06,9.3102445602417,1.1258848644501995e-05,1.1693275610014098e-07,9.3102559360231,3059188.0,0.0005269141402095556,0.0005612772074528039,328583.0,468.0,480.0,328583,328583.0,2.654649019241333
980,adam,9.30627727508545,9.306264877319336,1.2337716270849342e-06,1.2027883258269867e-06,9.306264877319336,1.2337716270849342e-05,1.2027883258269867e-07,9.306277335314439,3057880.5,0.0005774050951004028,0.000577338389120996,328583.0,468.0,480.0,328583,328583.0,2.6409077644348145
1000,adam,9.354954719543457,9.354942321777344,1.222656351274054e-06,1.2105530231565353e-06,9.354942321777344,1.222656351274054e-05,1.2105530231565353e-07,9.35495466939616,3073875.0,0.0005722031928598881,0.0005810654256492853,328583.0,468.0,480.0,328583,328583.0,2.668452262878418
1020,adam,9.324699401855469,9.324687004089355,1.1920978977286723e-06,1.188546320918249e-06,9.324687004089355,1.1920978977286723e-05,1.188546320918249e-07,9.324699043922966,3063933.5,0.0005579018034040928,0.0005705022485926747,328583.0,468.0,480.0,328583,328583.0,2.6437125205993652
1040,adam,9.276041984558105,9.276030540466309,1.1085292044299422e-06,1.1623662885540398e-06,9.276030540466309,1.1085292044299422e-05,1.1623662885540399e-07,9.276041741994982,3047946.0,0.0005187916685827076,0.0005579357966780663,328583.0,468.0,480.0,328583,328583.0,2.6313629150390625
1060,adam,9.387307167053223,9.38729476928711,1.2052187230437994e-06,1.1972101674473379e-06,9.38729476928711,1.2052187230437994e-05,1.1972101674473378e-07,9.387306941195357,3084505.5,0.0005640423623844981,0.0005746608949266374,328583.0,468.0,480.0,328583,328583.0,2.6678037643432617
1080,adam,9.303322792053223,9.30331039428711,1.2015603942927555e-06,1.1814246363428538e-06,9.30331039428711,1.2015603942927555e-05,1.1814246363428539e-07,9.303322528033515,3056909.75,0.0005623302422463894,0.0005670838290825486,328583.0,468.0,480.0,328583,328583.0,2.647742748260498
1100,adam,9.31252670288086,9.312514305114746,1.194973378915165e-06,1.209295760418172e-06,9.312514305114746,1.1949733789151651e-05,1.209295760418172e-07,9.312526375778111,3059934.0,0.0005592475645244122,0.0005804619868285954,328583.0,468.0,480.0,328583,328583.0,2.636650562286377
1120,adam,9.255141258239746,9.25512981414795,1.1471145171526587e-06,1.1795212913057185e-06,9.25512981414795,1.1471145171526587e-05,1.1795212913057185e-07,9.25514140324525,3041078.25,0.0005368496058508754,0.0005661702016368508,328583.0,468.0,480.0,328583,328583.0,2.6349546909332275
1140,adam,9.357569694519043,9.357556343078613,1.3552617019740865e-06,1.2402417723933468e-06,9.357556343078613,1.3552617019740865e-05,1.2402417723933467e-07,9.35757001971981,3074734.0,0.0006342624546959996,0.0005953160580247641,328583.0,468.0,480.0,328583,328583.0,2.6594254970550537
1160,adam,9.348217010498047,9.348204612731934,1.2443804280337645e-06,1.2221663610034739e-06,9.348204612731934,1.2443804280337645e-05,1.222166361003474e-07,9.34821717875285,3071661.0,0.0005823700339533389,0.0005866398569196463,328583.0,468.0,480.0,328583,328583.0,2.6582143306732178
1180,adam,9.318655967712402,9.318643569946289,1.226717699864821e-06,1.207298396366241e-06,9.318643569946289,1.226717699864821e-05,1.207298396366241e-07,9.318655957853128,3061948.0,0.0005741039058193564,0.0005795032484456897,328583.0,468.0,480.0,328583,328583.0,2.652054786682129
1200,adam,9.28794002532959,9.287927627563477,1.2007512850686908e-06,1.1962750932070776e-06,9.287927627563477,1.2007512850686908e-05,1.1962750932070775e-07,9.287939754703837,3051855.25,0.0005619516014121473,0.0005742120556533337,328583.0,468.0,480.0,328583,328583.0,2.63515567779541
1220,adam,9.287699699401855,9.287687301635742,1.2050662689944147e-06,1.19081812499644e-06,9.287687301635742,1.2050662689944147e-05,1.1908181249964401e-07,9.287699471380245,3051776.0,0.0005639709997922182,0.0005715927109122276,328583.0,468.0,480.0,328583,328583.0,2.6389541625976562
1240,adam,9.315539360046387,9.315526962280273,1.2695098803305882e-06,1.233548346135649e-06,9.315526962280273,1.2695098803305882e-05,1.233548346135649e-07,9.31553978073391,3060923.75,0.0005941306008026004,0.0005921032279729843,328583.0,468.0,480.0,328583,328583.0,2.657970905303955
1260,adam,9.282273292541504,9.28226089477539,1.2535623454823508e-06,1.2139735190430656e-06,9.28226089477539,1.2535623454823508e-05,1.2139735190430658e-07,9.282273551796198,3049993.25,0.0005866671563126147,0.0005827072891406715,328583.0,468.0,480.0,328583,328583.0,2.6373353004455566
1280,adam,9.30111026763916,9.301097869873047,1.2263711823834456e-06,1.1917649089809856e-06,9.301097869873047,1.2263711823834456e-05,1.1917649089809856e-07,9.301110252761362,3056182.5,0.0005739417392760515,0.0005720471381209791,328583.0,468.0,480.0,328583,328583.0,2.654808282852173
1300,adam,9.295706748962402,9.295695304870605,1.1703158406817238e-06,1.1870023399751517e-06,9.295695304870605,1.1703158406817238e-05,1.1870023399751518e-07,9.295707126729246,3054407.5,0.0005477078375406563,0.0005697611486539245,328583.0,468.0,480.0,328583,328583.0,2.6404733657836914
1320,adam,9.312843322753906,9.312830924987793,1.283893539039127e-06,1.2157331639173208e-06,9.312830924987793,1.283893539039127e-05,1.2157331639173207e-07,9.3128438854965,3060038.0,0.0006008622003719211,0.0005835519405081868,328583.0,468.0,480.0,328583,328583.0,2.6468276977539062
1340,adam,9.281309127807617,9.28129768371582,1.1406747262299177e-06,1.1913447224287665e-06,9.28129768371582,1.1406747262299177e-05,1.1913447224287666e-07,9.281309209597556,3049676.5,0.0005338357877917588,0.0005718454485759139,328583.0,468.0,480.0,328583,328583.0,2.6303772926330566
1360,adam,9.285429954528809,9.285417556762695,1.2036493899358902e-06,1.2175366919109365e-06,9.285417556762695,1.2036493899358902e-05,1.2175366919109366e-07,9.285429715010263,3051030.5,0.000563307898119092,0.0005844176048412919,328583.0,468.0,480.0,328583,328583.0,2.6349456310272217
1380,adam,9.299480438232422,9.299468994140625,1.184270104204188e-06,1.1841663081213483e-06,9.299468994140625,1.1842701042041881e-05,1.1841663081213483e-07,9.299480955258298,3055647.5,0.0005542383878491819,0.0005683998460881412,328583.0,468.0,480.0,328583,328583.0,2.652937173843384
1400,adam,9.294206619262695,9.294193267822266,1.2955564443473122e-06,1.226518861585646e-06,9.294193267822266,1.2955564443473122e-05,1.226518861585646e-07,9.294206346038596,3053914.0,0.0006063203909434378,0.0005887290462851524,328583.0,468.0,480.0,328583,328583.0,2.64217209815979
1420,adam,9.31861686706543,9.318604469299316,1.259404598386027e-06,1.214262510984554e-06,9.318604469299316,1.259404598386027e-05,1.214262510984554e-07,9.31861718477155,3061935.0,0.000589401344768703,0.0005828459979966283,328583.0,468.0,480.0,328583,328583.0,2.6539297103881836
1440,adam,9.306464195251465,9.306452751159668,1.1739500678231707e-06,1.1858702464451198e-06,9.306452751159668,1.1739500678231707e-05,1.1858702464451198e-07,9.30646460924737,3057942.25,0.0005494086071848869,0.0005692177219316363,328583.0,468.0,480.0,328583,328583.0,2.643629789352417
1460,adam,9.308733940124512,9.308722496032715,1.1172542144777253e-06,1.1856548098876374e-06,9.308722496032715,1.1172542144777253e-05,1.1856548098876374e-07,9.30873378714034,3058688.0,0.0005228749942034483,0.0005691142869181931,328583.0,468.0,480.0,328583,328583.0,2.6466641426086426
1480,adam,9.307343482971191,9.307331085205078,1.2194913097118842e-06,1.1951956366829108e-06,9.307331085205078,1.2194913097118842e-05,1.1951956366829108e-07,9.30734339963774,3058230.75,0.0005707219243049622,0.000573693891055882,328583.0,468.0,480.0,328583,328583.0,2.6475977897644043
1500,adam,9.397093772888184,9.397079467773438,1.397408482262108e-06,1.26890552110126e-06,9.397079467773438,1.397408482262108e-05,1.2689055211012602e-07,9.397093568748812,3087720.5,0.0006539871683344245,0.0006090746610425413,328583.0,468.0,480.0,328583,328583.0,2.6682889461517334
1520,adam,9.25329875946045,9.253287315368652,1.1118249858554918e-06,1.1891107760675368e-06,9.253287315368652,1.1118249858554918e-05,1.1891107760675368e-07,9.25329855252959,3040472.75,0.0005203341133892536,0.000570773147046566,328583.0,468.0,480.0,328583,328583.0,2.6285152435302734
1540,adam,9.278864860534668,9.278853416442871,1.1547010672074975e-06,1.1908665555893094e-06,9.278853416442871,1.1547010672074975e-05,1.1908665555893095e-07,9.278865082540198,3048873.5,0.0005404000985436141,0.0005716159357689321,328583.0,468.0,480.0,328583,328583.0,2.6402969360351562
1560,adam,9.269643783569336,9.269632339477539,1.1147642453579465e-06,1.1668252000163193e-06,9.269632339477539,1.1147642453579465e-05,1.1668252000163193e-07,9.269643603802512,3045843.5,0.0005217096768319607,0.0005600760923698545,328583.0,468.0,480.0,328583,328583.0,2.631654977798462
1580,adam,9.331130027770996,9.331117630004883,1.2517166396719404e-06,1.2157274795754347e-06,9.331117630004883,1.2517166396719404e-05,1.2157274795754346e-07,9.331130268744028,3066046.5,0.0005858034128323197,0.0005835492047481239,328583.0,468.0,480.0,328583,328583.0,2.6576967239379883
1600,adam,9.361143112182617,9.361130714416504,1.2595106682056212e-06,1.2213554327900056e-06,9.361130714416504,1.2595106682056212e-05,1.2213554327900057e-07,9.361143431658729,3075908.5,0.0005894509959034622,0.0005862506222911179,328583.0,468.0,480.0,328583,328583.0,2.6607930660247803
1620,adam,9.297614097595215,9.297601699829102,1.20299773698207e-06,1.1900909839823726e-06,9.297601699829102,1.2029977369820699e-05,1.1900909839823727e-07,9.297613848815569,3055034.0,0.0005630029481835663,0.0005712436977773905,328583.0,468.0,480.0,328583,328583.0,2.630363941192627
1640,adam,9.297038078308105,9.297025680541992,1.2014069170618313e-06,1.2021622524116538e-06,9.297025680541992,1.2014069170618313e-05,1.2021622524116539e-07,9.297037814827387,3054844.5,0.0005622584139928222,0.0005770378629676998,328583.0,468.0,480.0,328583,328583.0,2.6314504146575928
1660,adam,9.30540943145752,9.305397033691406,1.2260984476597514e-06,1.2083461342626833e-06,9.305397033691406,1.2260984476597514e-05,1.2083461342626833e-07,9.305409415510496,3057595.25,0.0005738140898756683,0.000580006162635982,328583.0,468.0,480.0,328583,328583.0,2.6440021991729736
1680,adam,9.292129516601562,9.29211711883545,1.2865624512414797e-06,1.2158736808487447e-06,9.29211711883545,1.2865624512414797e-05,1.2158736808487448e-07,9.29213010604733,3053231.75,0.0006021112203598022,0.0005836193449795246,328583.0,468.0,480.0,328583,328583.0,2.6355245113372803
1700,adam,9.329534530639648,9.329522132873535,1.2817015431210166e-06,1.2213652098580496e-06,9.329522132873535,1.2817015431210166e-05,1.2213652098580496e-07,9.329535072025488,3065522.5,0.0005998363485559821,0.000586255278903991,328583.0,468.0,480.0,328583,328583.0,2.643005847930908
1720,adam,9.277536392211914,9.277524948120117,1.185092628475104e-06,1.1999286471109372e-06,9.277524948120117,1.185092628475104e-05,1.1999286471109373e-07,9.277536919039267,3048437.0,0.0005546233733184636,0.0005759657360613346,328583.0,468.0,480.0,328583,328583.0,2.6388907432556152
1740,adam,9.314593315124512,9.314580917358398,1.2680105783147155e-06,1.2061449297107174e-06,9.314580917358398,1.2680105783147155e-05,1.2061449297107175e-07,9.314593718078674,3060613.0,0.0005934289656579494,0.0005789495771750808,328583.0,468.0,480.0,328583,328583.0,2.6552436351776123
1760,adam,9.27502727508545,9.275016784667969,1.0837525223905686e-06,1.16063631594443e-06,9.275016784667969,1.0837525223905686e-05,1.16063631594443e-07,9.275027738256824,3047612.75,0.0005071961786597967,0.0005571054061874747,328583.0,468.0,480.0,328583,328583.0,2.628051519393921
1780,adam,9.298613548278809,9.298602104187012,1.1507734143378912e-06,1.1799121466538054e-06,9.298602104187012,1.1507734143378912e-05,1.1799121466538055e-07,9.29861372991237,3055362.5,0.0005385619588196278,0.0005663578049279749,328583.0,468.0,480.0,328583,328583.0,2.6416354179382324
1800,adam,9.272357940673828,9.272345542907715,1.2840195040553226e-06,1.2105762152714306e-06,9.272345542907715,1.2840195040553226e-05,1.2105762152714307e-07,9.272358504160376,3046735.25,0.0006009211065247655,0.0005810766015201807,328583.0,468.0,480.0,328583,328583.0,2.6414506435394287
1820,adam,9.284926414489746,9.284914016723633,1.2240584510436747e-06,1.2057641924911877e-06,9.284914016723633,1.2240584510436747e-05,1.205764192491188e-07,9.284926377884563,3050864.75,0.0005728593678213656,0.0005787668051198125,328583.0,468.0,480.0,328583,328583.0,2.640939474105835
1840,adam,9.308807373046875,9.308795928955078,1.159257976723893e-06,1.1846433380924282e-06,9.308795928955078,1.159257976723893e-05,1.1846433380924282e-07,9.308807639999179,3058712.0,0.0005425327108241618,0.0005686287768185139,328583.0,468.0,480.0,328583,328583.0,2.6407113075256348
1860,adam,9.336508750915527,9.336496353149414,1.2656133776545175e-06,1.231198893947294e-06,9.336496353149414,1.2656133776545175e-05,1.231198893947294e-07,9.33650913240308,3067814.0,0.0005923070712015033,0.0005909754545427859,328583.0,468.0,480.0,328583,328583.0,2.666063070297241
1880,adam,9.27303695678711,9.27302360534668,1.3031396974838572e-06,1.2181401416455628e-06,9.27302360534668,1.3031396974838572e-05,1.218140141645563e-07,9.27303675855767,3046958.0,0.0006098693702369928,0.0005847072461619973,328583.0,468.0,480.0,328583,328583.0,2.6410350799560547
1900,adam,9.340264320373535,9.340250015258789,1.3993994798511267e-06,1.250669697583362e-06,9.340250015258789,1.3993994798511267e-05,1.250669697583362e-07,9.340264134320558,3069047.5,0.0006549189565703273,0.000600321451202035,328583.0,468.0,480.0,328583,328583.0,2.647977590560913
1920,adam,9.367890357971191,9.367877006530762,1.3439055237540742e-06,1.2373022855172167e-06,9.367877006530762,1.3439055237540742e-05,1.2373022855172168e-07,9.367890569316227,3078125.0,0.0006289478042162955,0.0005939051043242216,328583.0,468.0,480.0,328583,328583.0,2.6682748794555664
1940,adam,9.286849021911621,9.286836624145508,1.2326280511842924e-06,1.2045396715620882e-06,9.286836624145508,1.2326280511842924e-05,1.2045396715620882e-07,9.286849070879986,3051496.5,0.0005768699338659644,0.0005781790241599083,328583.0,468.0,480.0,328583,328583.0,2.641368865966797
1960,adam,9.263052940368652,9.263041496276855,1.114764813792135e-06,1.1694891099978122e-06,9.263041496276855,1.1147648137921351e-05,1.1694891099978122e-07,9.263052760873904,3043678.0,0.0005217099096626043,0.0005613547982648015,328583.0,468.0,480.0,328583,328583.0,2.6412010192871094
